obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""131.722""","=""""","=""500""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L897""",
"=""133.520""","=""""","=""400""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L897""",
"=""137.014""","=""""","=""500""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L897""",
"=""174.155""","=""""","=""1000""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L897""",
"=""174.828""","=""""","=""500""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L897""",
"=""""","=""175.1910""","=""""","=""4.8e+07""",C,"=""0.000000""","=""7.077086""","=""3p6.3d9""","=""2D""","=""5/2""","=""3p6.3d8.(3F).4p""","=""2F*""","=""7/2""",6,8,,"=""T2757n""","=""""",
"=""""","=""203.4043""","=""""","=""2.3e+06""",C,"=""1.156778""","=""7.252234""","=""3p6.3d8.(3F).4s""","=""4F""","=""7/2""","=""3p6.3d8.(3F).4p""","=""2F*""","=""5/2""",8,6,,"=""T1024n""","=""""",
"=""""","=""205.3951""","=""""","=""2.5e+06""",B,"=""1.040711""","=""7.077086""","=""3p6.3d8.(3F).4s""","=""4F""","=""9/2""","=""3p6.3d8.(3F).4p""","=""2F*""","=""7/2""",10,8,,"=""T1024n""","=""""",
"=""""","=""208.1509""","=""""","=""8.0e+06""",C,"=""1.322154""","=""7.278610""","=""3p6.3d8.(3F).4s""","=""4F""","=""3/2""","=""3p6.3d8.(3F).4p""","=""2D*""","=""3/2""",4,4,,"=""T1024n""","=""""",
"=""""","=""209.0768""","=""""","=""7.0e+06""",C,"=""1.322154""","=""7.252234""","=""3p6.3d8.(3F).4s""","=""4F""","=""3/2""","=""3p6.3d8.(3F).4p""","=""2F*""","=""5/2""",4,6,,"=""T1024n""","=""""",
