State,Lifetime /s,Energy /eV
Na+ 1S;v=2s2.2p6,,0.0
Na+ 3Po;v=2s2.2p5.3s,5.88235e-09,32.94060178062
Na+ 1Po;v=2s2.2p5.3s,3.19489e-10,33.3215964333049
Na+ 3S;v=2s2.2p5.3p,7.35938e-09,36.3538080248161
Na+ 3D;v=2s2.2p5.3p,4.77905e-09,36.9668957428528
Na+ 1D;v=2s2.2p5.3p,4.83922e-09,37.09397661464
Na+ 1P;v=2s2.2p5.3p,4.70146e-09,37.1801436447786
Na+ 3P;v=2s2.2p5.3p,3.93119e-09,37.2425062579581
Na+ 1S;v=2s2.2p5.3p,2.35018e-09,38.2930001376193
Na+ 2[1/2]o;v=2s2.2p5(2Po_3/2)3d,1.78731e-09,40.9819074032977
Na+ 2[7/2]o;v=2s2.2p5(2Po_3/2)3d,3.19489e-09,41.0610074971515
Na+ 2[5/2]o;v=2s2.2p5(2Po_3/2)3d,2.29804e-09,41.1203945582111
Na+ 2[3/2]o;v=2s2.2p5(2Po_3/2)3d,2.65393e-10,41.1301890839391
Na+ 2[3/2]o;v=2s2.2p5(2Po_3/2)4s,1.44827e-09,41.1461826765835
Na+ 2[1/2]o;v=2s2.2p5(2Po_1/2)4s,1.16836e-09,41.2498310754265
Na+ 2[5/2]o;v=2s2.2p5(2Po_1/2)3d,2.32825e-09,41.2612373585528
Na+ 2[3/2]o;v=2s2.2p5(2Po_1/2)3d,6.34035e-10,41.3059946216895
Na+ 1Po;v=2s.2p6.3p,1.96078e-10,69.9502710851963
