obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""15.688""","=""0.005""","=""15.689""","=""0.005""","=""""","=""""",,"=""0.00000""","=""79.028""","=""2s2.2p6""","=""1S""","=""0""","=""2s.2p6.8p""","=""1P*""","=""1""",1,3,,"=""""","=""L4668""",
"=""15.755""","=""0.005""","=""15.755""","=""0.005""","=""""","=""""",,"=""0.00000""","=""78.693""","=""2s2.2p6""","=""1S""","=""0""","=""2s.2p6.7p""","=""1P*""","=""1""",1,3,,"=""""","=""L4668""",
"=""15.867""","=""0.005""","=""15.868""","=""0.005""","=""""","=""""",,"=""0.00000""","=""78.135""","=""2s2.2p6""","=""1S""","=""0""","=""2s.2p6.6p""","=""1P*""","=""1""",1,3,,"=""""","=""L4668""",
"=""16.066""","=""0.005""","=""16.067""","=""0.005""","=""""","=""""",,"=""0.00000""","=""77.168""","=""2s2.2p6""","=""1S""","=""0""","=""2s.2p6.5p""","=""1P*""","=""1""",1,3,,"=""""","=""L4668""",
"=""16.492""","=""0.005""","=""16.488""","=""0.005""","=""""","=""""",,"=""0.00000""","=""75.196""","=""2s2.2p6""","=""1S""","=""0""","=""2s.2p6.4p""","=""1P*""","=""1""",1,3,,"=""""","=""L4668""",
"=""17.724""","=""0.005""","=""17.724""","=""0.006""","=""""","=""5.1e+09""",E,"=""0.00000""","=""69.952""","=""2s2.2p6""","=""1S""","=""0""","=""2s.2p6.3p""","=""1P*""","=""1""",1,3,,"=""T6036c79""","=""L4668""",
"=""26.306""","=""0.005""","=""26.306""","=""0.005""","=""bl*""","=""""",,"=""0.00000""","=""47.131""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<1/2>).13d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L4668""",
"=""26.306""","=""0.005""","=""26.306""","=""0.005""","=""bl*""","=""""",,"=""0.00000""","=""47.131""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<1/2>).14s""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L4668""",
"=""26.339""","=""0.005""","=""26.339""","=""0.005""","=""bl*""","=""""",,"=""0.00000""","=""47.072""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<1/2>).13s""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L4668""",
"=""26.339""","=""0.005""","=""26.339""","=""0.005""","=""bl*""","=""""",,"=""0.00000""","=""47.072""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<1/2>).12d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L4668""",
"=""26.381""","=""0.005""","=""26.381""","=""0.005""","=""bl*""","=""""",,"=""0.00000""","=""46.997""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<1/2>).11d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L4668""",
"=""26.381""","=""0.005""","=""26.381""","=""0.005""","=""bl*""","=""""",,"=""0.00000""","=""46.997""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<1/2>).12s""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L4668""",
"=""26.434""","=""0.005""","=""26.434""","=""0.005""","=""bl*""","=""""",,"=""0.00000""","=""46.903""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<3/2>).13s""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L4668""",
"=""26.434""","=""0.005""","=""26.434""","=""0.005""","=""bl*""","=""""",,"=""0.00000""","=""46.903""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<1/2>).10d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L4668""",
"=""26.434""","=""0.005""","=""26.434""","=""0.005""","=""bl*""","=""""",,"=""0.00000""","=""46.903""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<1/2>).11s""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L4668""",
"=""26.434""","=""0.005""","=""26.434""","=""0.005""","=""bl*""","=""""",,"=""0.00000""","=""46.903""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<3/2>).12d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L4668""",
"=""26.476""","=""0.005""","=""26.476""","=""0.005""","=""bl*""","=""""",,"=""0.00000""","=""46.829""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<3/2>).11d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L4668""",
"=""26.476""","=""0.005""","=""26.476""","=""0.005""","=""bl*""","=""""",,"=""0.00000""","=""46.829""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<3/2>).12s""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L4668""",
"=""26.508""","=""0.005""","=""26.508""","=""0.005""","=""bl*""","=""""",,"=""0.00000""","=""46.772""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<1/2>).9d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L4668""",
"=""26.508""","=""0.005""","=""26.508""","=""0.005""","=""bl*""","=""""",,"=""0.00000""","=""46.772""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<1/2>).10s""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L4668""",
"=""26.530""","=""0.005""","=""26.530""","=""0.005""","=""bl*""","=""""",,"=""0.00000""","=""46.733""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<3/2>).11s""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L4668""",
"=""26.530""","=""0.005""","=""26.530""","=""0.005""","=""bl*""","=""""",,"=""0.00000""","=""46.733""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<3/2>).10d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L4668""",
"=""26.606""","=""0.005""","=""26.606""","=""0.005""","=""bl*""","=""""",,"=""0.00000""","=""46.601""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<3/2>).9d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L4668""",
"=""26.606""","=""0.005""","=""26.606""","=""0.005""","=""bl*""","=""""",,"=""0.00000""","=""46.601""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<1/2>).9s""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L4668""",
"=""26.606""","=""0.005""","=""26.606""","=""0.005""","=""bl*""","=""""",,"=""0.00000""","=""46.601""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L4668""",
"=""26.606""","=""0.005""","=""26.606""","=""0.005""","=""bl*""","=""""",,"=""0.00000""","=""46.601""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<1/2>).8d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L4668""",
"=""26.706""","=""0.005""","=""26.706""","=""0.005""","=""bl*""","=""""",,"=""0.00000""","=""46.426""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<3/2>).8d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L4668""",
"=""26.706""","=""0.005""","=""26.706""","=""0.005""","=""bl*""","=""""",,"=""0.00000""","=""46.426""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L4668""",
