Initial State,Final State,Partial Lifetime /s,Delta Energy /eV
Na+ 3Po;v=2s2.2p5.3s,Na+ 1S;v=2s2.2p6,5.8824e-09,-32.94060178062
Na+ 1Po;v=2s2.2p5.3s,Na+ 1S;v=2s2.2p6,3.1949e-10,-33.3215964333049
Na+ 1Po;v=2s2.2p5.3s,Na+ 3Po;v=2s2.2p5.3s,11.99,-0.3809946526848975
Na+ 3S;v=2s2.2p5.3p,Na+ 3Po;v=2s2.2p5.3s,7.3801e-09,-3.413206244196097
Na+ 3S;v=2s2.2p5.3p,Na+ 1Po;v=2s2.2p5.3s,2.6247e-06,-3.0322115915111993
Na+ 3D;v=2s2.2p5.3p,Na+ 3Po;v=2s2.2p5.3s,4.8077e-09,-4.026293962232799
Na+ 3D;v=2s2.2p5.3p,Na+ 1Po;v=2s2.2p5.3s,8.0645e-07,-3.6452993095479016
Na+ 3D;v=2s2.2p5.3p,Na+ 1S;v=2s2.2p6,0.00015625,-36.9668957428528
Na+ 1D;v=2s2.2p5.3p,Na+ 1Po;v=2s2.2p5.3s,9.0909e-09,-3.7723801813351017
Na+ 1D;v=2s2.2p5.3p,Na+ 3Po;v=2s2.2p5.3s,1.0352e-08,-4.153374834019999
Na+ 1D;v=2s2.2p5.3p,Na+ 1S;v=2s2.2p6,2.2222e-05,-37.09397661464
Na+ 1D;v=2s2.2p5.3p,Na+ 3D;v=2s2.2p5.3p,88.106,-0.12708087178720007
Na+ 1D;v=2s2.2p5.3p,Na+ 3S;v=2s2.2p5.3p,206.61,-0.7401685898239023
Na+ 1P;v=2s2.2p5.3p,Na+ 1Po;v=2s2.2p5.3s,8.9286e-09,-3.858547211473706
Na+ 1P;v=2s2.2p5.3p,Na+ 3Po;v=2s2.2p5.3s,9.9305e-09,-4.239541864158603
Na+ 1P;v=2s2.2p5.3p,Na+ 3D;v=2s2.2p5.3p,29.94,-0.21324790192580423
Na+ 1P;v=2s2.2p5.3p,Na+ 1D;v=2s2.2p5.3p,3039.5,-0.08616703013860416
Na+ 3P;v=2s2.2p5.3p,Na+ 3Po;v=2s2.2p5.3s,4e-09,-4.301904477338098
Na+ 3P;v=2s2.2p5.3p,Na+ 1Po;v=2s2.2p5.3s,2.2936e-07,-3.920909824653201
Na+ 3P;v=2s2.2p5.3p,Na+ 1S;v=2s2.2p6,6.25e-05,-37.2425062579581
Na+ 3P;v=2s2.2p5.3p,Na+ 3S;v=2s2.2p5.3p,8.9286,-0.8886982331420015
Na+ 3P;v=2s2.2p5.3p,Na+ 3D;v=2s2.2p5.3p,52.91,-0.2756105151052992
Na+ 1S;v=2s2.2p5.3p,Na+ 1Po;v=2s2.2p5.3s,2.4096e-09,-4.971403704314405
Na+ 1S;v=2s2.2p5.3p,Na+ 3Po;v=2s2.2p5.3s,9.5238e-08,-5.352398356999302
Na+ 2[1/2]o;v=2s2.2p5(2Po_3/2)3d,Na+ 3S;v=2s2.2p5.3p,3.2118e-09,-4.6280993784816005
Na+ 2[1/2]o;v=2s2.2p5(2Po_3/2)3d,Na+ 3P;v=2s2.2p5.3p,1.023e-08,-3.739401145339599
Na+ 2[1/2]o;v=2s2.2p5(2Po_3/2)3d,Na+ 1S;v=2s2.2p6,1.6248e-08,-40.9819074032977
