obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""67.5295""","=""67.52870+""","=""3""","=""""",,"=""0.000000""","=""18.360224""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<1>).6d""","=""2[1]""","=""3/2""",4,4,,"=""""","=""L6925""",
"=""67.7666""","=""67.76703+""","=""1""","=""""",,"=""0.000000""","=""18.295651""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).8s""","=""2[2]""","=""3/2""",4,4,,"=""""","=""L6925""",
"=""68.0645""","=""68.06061+""","=""""","=""""",,"=""0.000000""","=""18.216733""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<1>).6d""","=""2[3]""","=""5/2""",4,6,,"=""""","=""L6925""",
"=""69.2588""","=""69.25932+""","=""1""","=""""",,"=""0.000000""","=""17.901446""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<0>).6d""","=""2[2]""","=""5/2""",4,6,,"=""""","=""L6925""",
"=""69.9660""","=""69.96437+""","=""0""","=""""",,"=""0.000000""","=""17.721049""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<1>).7s""","=""2[1]""","=""1/2""",4,2,,"=""""","=""L6925""",
"=""70.2342""","=""70.23353+""","=""2""","=""""",,"=""0.000000""","=""17.653134""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<1>).7s""","=""2[1]""","=""3/2""",4,4,,"=""""","=""L6925""",
"=""71.6129""","=""71.61250+""","=""2""","=""""",,"=""0.000000""","=""17.313207""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).6d""","=""2[1]""","=""3/2""",4,4,,"=""""","=""L6925""",
"=""71.8936""","=""71.89368+""","=""3""","=""""",,"=""0.000000""","=""17.245493""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).6d""","=""2[3]""","=""5/2""",4,6,,"=""""","=""L6925""",
"=""72.0839""","=""72.08423+""","=""2""","=""""",,"=""0.000000""","=""17.199905""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).6d""","=""2[0]""","=""1/2""",4,2,,"=""""","=""L6925""",
"=""72.4303""","=""72.43092+""","=""2""","=""""",,"=""0.000000""","=""17.117580""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(1S<0>).5d""","=""2[2]""","=""3/2""",4,4,,"=""""","=""L6925""",
"=""73.2266""","=""73.23104+""","=""2d*""","=""""",,"=""0.000000""","=""16.930552""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).6d""","=""2[1]""","=""1/2""",4,2,,"=""""","=""L6925""",
"=""73.2266""","=""73.22272+""","=""2d*""","=""""",,"=""0.000000""","=""16.932476""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(1S<0>).5d""","=""2[2]""","=""5/2""",4,6,,"=""""","=""L6925""",
"=""74.0406""","=""74.04064+""","=""2""","=""""",,"=""0.000000""","=""16.745426""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(1D<2>).5d""","=""2[0]""","=""1/2""",4,2,,"=""""","=""L6925""",
"=""75.0815""","=""75.08104+""","=""2""","=""""",,"=""0.000000""","=""16.513383""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).7s""","=""2[2]""","=""3/2""",4,4,,"=""""","=""L6925""",
"=""75.5321""","=""75.53276+""","=""0""","=""""",,"=""1.306423""","=""17.721049""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<1>).7s""","=""2[1]""","=""1/2""",2,2,,"=""""","=""L6925""",
"=""75.8508""","=""75.84657+""","=""""","=""""",,"=""1.306423""","=""17.653134""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<1>).7s""","=""2[1]""","=""3/2""",2,4,,"=""""","=""L6925""",
"=""76.7203""","=""76.71865+""","=""0""","=""""",,"=""1.306423""","=""17.467318""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<0>).7s""","=""2[0]""","=""1/2""",2,2,,"=""""","=""L6925""",
"=""77.3689""","=""77.37040+""","=""1""","=""""",,"=""0.000000""","=""16.024758""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(1S<0>).6s""","=""2[0]""","=""1/2""",4,2,,"=""""","=""L6925""",
"=""77.4572""","=""77.45728+""","=""5""","=""""",,"=""1.306423""","=""17.313207""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<2>).6d""","=""2[1]""","=""3/2""",2,4,,"=""""","=""L6925""",
"=""78.4152""","=""78.41564+""","=""4*""","=""""",,"=""1.306423""","=""17.117580""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(1S<0>).5d""","=""2[2]""","=""3/2""",2,4,,"=""""","=""L6925""",
"=""78.4152""","=""78.41458+""","=""4*""","=""""",,"=""0.000000""","=""15.811370""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(1D<2>).5d""","=""2[2]""","=""3/2""",4,4,,"=""""","=""L6925""",
"=""78.7343""","=""78.73346+""","=""5""","=""""",,"=""0.000000""","=""15.747332""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(1D<2>).5d""","=""2[1]""","=""1/2""",4,2,,"=""""","=""L6925""",
"=""79.3553""","=""79.35431+""","=""0""","=""""",,"=""1.306423""","=""16.930552""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<2>).6d""","=""2[1]""","=""1/2""",2,2,,"=""""","=""L6925""",
"=""80.3066""","=""80.30583+""","=""1""","=""""",,"=""1.306423""","=""16.745426""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(1D<2>).5d""","=""2[0]""","=""1/2""",2,2,,"=""""","=""L6925""",
"=""80.4504""","=""80.44925+""","=""7""","=""""",,"=""0.000000""","=""15.411479""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(1D<2>).5d""","=""2[2]""","=""5/2""",4,6,,"=""""","=""L6925""",
"=""80.6009""","=""80.59962+""","=""4""","=""""",,"=""0.000000""","=""15.382727""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(1D<2>).5d""","=""2[1]""","=""3/2""",4,4,,"=""""","=""L6925""",
"=""83.9740""","=""83.97329+""","=""5""","=""""",,"=""0.000000""","=""14.764719""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(1D<2>).5d""","=""2[3]""","=""5/2""",4,6,,"=""""","=""L6925""",
"=""84.2388""","=""84.23792+""","=""6""","=""""",,"=""1.306423""","=""16.024758""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(1S<0>).6s""","=""2[0]""","=""1/2""",2,2,,"=""""","=""L6925""",
"=""85.4778""","=""85.47718+""","=""6d""","=""""",,"=""1.306423""","=""15.811370""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(1D<2>).5d""","=""2[2]""","=""3/2""",2,4,,"=""""","=""L6925""",
"=""85.8580""","=""85.85623+""","=""4bl""","=""""",,"=""1.306423""","=""15.747332""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(1D<2>).5d""","=""2[1]""","=""1/2""",2,2,,"=""""","=""L6925""",
"=""87.1458""","=""87.14515+""","=""7""","=""""",,"=""0.000000""","=""14.227321""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<1>).5d""","=""2[3]""","=""5/2""",4,6,,"=""""","=""L6925""",
"=""88.0802""","=""88.08008+""","=""5""","=""""",,"=""1.306423""","=""15.382727""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(1D<2>).5d""","=""2[1]""","=""3/2""",2,4,,"=""""","=""L6925""",
"=""88.5544""","=""88.55448+""","=""3""","=""""",,"=""0.000000""","=""14.000896""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(1D<2>).6s""","=""2[2]""","=""3/2""",4,4,,"=""""","=""L6925""",
"=""88.7280""","=""88.72828+""","=""8""","=""""",,"=""0.000000""","=""13.973470""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<1>).5d""","=""2[2]""","=""5/2""",4,6,,"=""""","=""L6925""",
"=""89.8255""","=""89.82550+""","=""0""","=""""",,"=""0.000000""","=""13.802784""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<1>).5d""","=""2[2]""","=""3/2""",4,4,,"=""""","=""L6925""",
"=""91.2716""","=""91.27157+""","=""8""","=""""",,"=""0.000000""","=""13.584098""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(1D<2>).6s""","=""2[2]""","=""5/2""",4,6,,"=""""","=""L6925""",
"=""92.5866""","=""92.58635+""","=""5""","=""""",,"=""0.000000""","=""13.391196""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<0>).5d""","=""2[2]""","=""5/2""",4,6,,"=""""","=""L6925""",
"=""92.6741""","=""92.67454+""","=""3""","=""""",,"=""0.000000""","=""13.378453""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<1>).5d""","=""2[1]""","=""3/2""",4,4,,"=""""","=""L6925""",
"=""93.1260""","=""93.12570+""","=""5""","=""""",,"=""0.000000""","=""13.313639""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<0>).5d""","=""2[2]""","=""3/2""",4,4,,"=""""","=""L6925""",
"=""93.5405""","=""93.54001+""","=""""","=""""",,"=""0.000000""","=""13.254670""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<1>).6s""","=""2[1]""","=""1/2""",4,2,,"=""""","=""L6925""",
"=""93.9186""","=""93.91858+""","=""6""","=""""",,"=""0.000000""","=""13.201244""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).5d""","=""2[3]""","=""5/2""",4,6,,"=""""","=""L6925""",
"=""94.3859""","=""94.38633+""","=""3""","=""""",,"=""0.000000""","=""13.135822""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).5d""","=""2[0]""","=""1/2""",4,2,,"=""""","=""L6925""",
"=""94.9544""","=""94.95474+""","=""7""","=""""",,"=""0.000000""","=""13.057189""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).5d""","=""2[1]""","=""3/2""",4,4,,"=""""","=""L6925""",
"=""95.9230""","=""95.92321+""","=""7""","=""""",,"=""0.000000""","=""12.925360""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<1>).5d""","=""2[1]""","=""1/2""",4,2,,"=""""","=""L6925""",
"=""97.2769""","=""97.27714+""","=""6""","=""""",,"=""0.000000""","=""12.745460""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<1>).6s""","=""2[1]""","=""3/2""",4,4,,"=""""","=""L6925""",
"=""97.6678""","=""97.66786+""","=""5""","=""""",,"=""1.306423""","=""14.000896""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(1D<2>).6s""","=""2[2]""","=""3/2""",2,4,,"=""""","=""L6925""",
"=""98.8555""","=""98.85576+""","=""8""","=""""",,"=""0.000000""","=""12.541929""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<0>).6s""","=""2[0]""","=""1/2""",4,2,,"=""""","=""L6925""",
"=""99.2165""","=""99.21624+""","=""6""","=""""",,"=""1.306423""","=""13.802784""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<1>).5d""","=""2[2]""","=""3/2""",2,4,,"=""""","=""L6925""",
"=""102.7050""","=""102.70368+""","=""5""","=""""",,"=""1.306423""","=""13.378453""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<1>).5d""","=""2[1]""","=""3/2""",2,4,,"=""""","=""L6925""",
"=""103.2438""","=""103.24373+""","=""3""","=""""",,"=""0.000000""","=""12.008884""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).5d""","=""2[1]""","=""1/2""",4,2,,"=""""","=""L6925""",
"=""103.2596""","=""103.25807+""","=""5""","=""""",,"=""1.306423""","=""13.313639""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<0>).5d""","=""2[2]""","=""3/2""",2,4,,"=""""","=""L6925""",
"=""103.7680""","=""103.76769+""","=""6""","=""""",,"=""1.306423""","=""13.254670""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<1>).6s""","=""2[1]""","=""1/2""",2,2,,"=""""","=""L6925""",
"=""104.1306""","=""104.13035+""","=""10""","=""""",,"=""0.000000""","=""11.906634""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).5d""","=""2[2]""","=""3/2""",4,4,,"=""""","=""L6925""",
"=""104.8120""","=""104.81022+""","=""2c""","=""""",,"=""1.306423""","=""13.135822""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<2>).5d""","=""2[0]""","=""1/2""",2,2,,"=""""","=""L6925""",
"=""104.8272""","=""104.82539+""","=""8""","=""""",,"=""0.000000""","=""11.827688""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).5d""","=""2[2]""","=""5/2""",4,6,,"=""""","=""L6925""",
"=""105.1920""","=""105.19187+""","=""10""","=""""",,"=""0.000000""","=""11.786481""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).6s""","=""2[2]""","=""3/2""",4,4,,"=""""","=""L6925""",
"=""106.7088""","=""106.70872+""","=""6""","=""""",,"=""1.306423""","=""12.925360""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<1>).5d""","=""2[1]""","=""1/2""",2,2,,"=""""","=""L6925""",
"=""107.4476""","=""107.44781+""","=""12""","=""""",,"=""0.000000""","=""11.539016""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).6s""","=""2[2]""","=""5/2""",4,6,,"=""""","=""L6925""",
"=""108.3860""","=""108.38691+""","=""5""","=""""",,"=""1.306423""","=""12.745460""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<1>).6s""","=""2[1]""","=""3/2""",2,4,,"=""""","=""L6925""",
"=""110.0432""","=""110.04268+""","=""10""","=""""",,"=""0.000000""","=""11.266919""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s.5p6""","=""2S""","=""1/2""",4,2,,"=""""","=""L6925""",
"=""110.3515""","=""110.35034+""","=""0""","=""""",,"=""1.306423""","=""12.541929""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<0>).6s""","=""2[0]""","=""1/2""",2,2,,"=""""","=""L6925""",
"=""115.8474""","=""115.84644+""","=""5""","=""""",,"=""1.306423""","=""12.008884""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<2>).5d""","=""2[1]""","=""1/2""",2,2,,"=""""","=""L6925""",
"=""116.9633""","=""116.96389+""","=""2""","=""""",,"=""1.306423""","=""11.906634""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<2>).5d""","=""2[2]""","=""3/2""",2,4,,"=""""","=""L6925""",
"=""118.3053""","=""118.30488+""","=""8""","=""""",,"=""1.306423""","=""11.786481""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<2>).6s""","=""2[2]""","=""3/2""",2,4,,"=""""","=""L6925""",
"=""124.4756""","=""124.47593+""","=""5""","=""""",,"=""1.306423""","=""11.266919""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s.5p6""","=""2S""","=""1/2""",2,2,,"=""""","=""L6925""",
"=""188.1485""","=""188.1531+""","=""0""","=""""",,"=""11.832763""","=""18.422302""","=""5s2.5p4.(3P<2>).5d""","=""2[3]""","=""7/2""","=""5s2.5p4.(3P<1>).4f""","=""2[4]*""","=""9/2""",8,10,,"=""""","=""L6925""",
"=""197.2673""","=""197.2703+""","=""0""","=""""",,"=""12.324648""","=""18.609638""","=""5s2.5p4.(3P<2>).5d""","=""2[4]""","=""9/2""","=""5s2.5p4.(3P<2>).5f""","=""2[5]*""","=""11/2""",10,12,,"=""""","=""L6925""",
"=""202.179""","=""202.1784+""","=""1""","=""""",,"=""11.266919""","=""17.399334""","=""5s.5p6""","=""2S""","=""1/2""","=""5s2.5p4.(3P<2>).4f""","=""2[1]*""","=""3/2""",2,4,,"=""""","=""L7270""",
"=""203.681""","=""203.6856+""","=""0a""","=""""",,"=""13.391196""","=""19.478235""","=""5s2.5p4.(3P<0>).5d""","=""2[2]""","=""5/2""","=""5s2.5p4.(1D<2>).4f""","=""2[3]*""","=""7/2""",6,8,,"=""""","=""L7270""",
"=""204.108""","=""204.1087+""","=""0""","=""""",,"=""13.442747""","=""19.517168""","=""5s2.5p4.(3P<1>).5d""","=""2[3]""","=""7/2""","=""5s2.5p4.(1D<2>).4f""","=""2[4]*""","=""9/2""",8,10,,"=""""","=""L5583""",
"=""204.412""","=""204.4137+""","=""0a""","=""""",,"=""13.313639""","=""19.378994""","=""5s2.5p4.(3P<0>).5d""","=""2[2]""","=""3/2""","=""5s2.5p4.(1D<2>).4f""","=""2[2]*""","=""3/2""",4,4,,"=""""","=""L5583""",
"=""205.4355""","=""205.4397+""","=""0""","=""""",,"=""12.588819""","=""18.623885""","=""5s2.5p4.(3P<2>).5d""","=""2[4]""","=""7/2""","=""5s2.5p4.(3P<2>).5f""","=""2[5]*""","=""9/2""",8,10,,"=""""","=""L6925""",
"=""206.621""","=""206.6217+""","=""0""","=""""",,"=""13.378453""","=""19.378994""","=""5s2.5p4.(3P<1>).5d""","=""2[1]""","=""3/2""","=""5s2.5p4.(1D<2>).4f""","=""2[2]*""","=""3/2""",4,4,,"=""""","=""L5583""",
"=""206.899""","=""206.9053+""","=""0a""","=""""",,"=""13.378453""","=""19.370770""","=""5s2.5p4.(3P<1>).5d""","=""2[1]""","=""3/2""","=""5s2.5p4.(1D<2>).4f""","=""2[2]*""","=""5/2""",4,6,,"=""""","=""L5583""",
"=""207.061""","=""207.0614+""","=""0""","=""""",,"=""13.391196""","=""19.378994""","=""5s2.5p4.(3P<0>).5d""","=""2[2]""","=""5/2""","=""5s2.5p4.(1D<2>).4f""","=""2[2]*""","=""3/2""",6,4,,"=""""","=""L5583""",
