obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""""","=""3.88821""","=""250g""","=""2.94e+11""",C,"=""0.00000""","=""318.872?""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2D*).4d""","=""3P*""","=""2""",5,5,,"=""u20,LS""","=""""",
"=""3.8966""","=""3.89660""","=""250g""","=""2.00e+11""",D,"=""0.00000""","=""318.186?""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2D*).4d""","=""3D*""","=""3""",5,7,,"=""u20,LS""","=""L7069""",
"=""""","=""3.90032""","=""""","=""9.70e+10""",D,"=""0.9900""","=""318.872?""","=""2s2.2p4""","=""3P""","=""1""","=""2s2.2p3.(2D*).4d""","=""3P*""","=""2""",3,5,,"=""u20,LS""","=""""",
"=""4.0171""","=""4.01710""","=""50g""","=""3.16e+11""",D,"=""0.00000""","=""308.641?""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(4S*).4d""","=""3D*""","=""3""",5,7,,"=""u20,LS""","=""L7069""",
"=""""","=""4.58246+""","=""""","=""7.79e+08""",C+,"=""0.9900""","=""271.553?""","=""2s2.2p4""","=""3P""","=""1""","=""2s2.2p3.(2P*).3d""","=""1P*""","=""1""",3,3,,"=""T7370c84""","=""""",
"=""""","=""4.58806+""","=""""","=""1.22e+09""",C+,"=""1.3202""","=""271.553?""","=""2s2.2p4""","=""3P""","=""0""","=""2s2.2p3.(2P*).3d""","=""1P*""","=""1""",1,3,,"=""T7370c84""","=""""",
"=""4.6136""","=""4.61568""","=""50g""","=""5.58e+09""",B,"=""0.00000""","=""268.615""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2P*).3d""","=""1F*""","=""3""",5,7,,"=""T7370c84""","=""L7069""",
"=""""","=""4.62372""","=""""","=""2.21e+10""",B,"=""0.00000""","=""268.148""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2P*).3d""","=""1D*""","=""2""",5,5,,"=""T7370c84""","=""""",
"=""4.6373""","=""4.63729""","=""250g""","=""5.09e+11""",B,"=""0.00000""","=""267.363""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2P*).3d""","=""3D*""","=""3""",5,7,,"=""T7370c84""","=""L3463""",
"=""""","=""4.63766""","=""""","=""1.68e+10""",C+,"=""0.00000""","=""267.342""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2P*).3d""","=""3D*""","=""1""",5,3,,"=""T7370c84""","=""""",
