Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""6s""","=""2S""","=""1/2""",2,"=""""","=""0.0000000""","=""""","=""0""","=""L11975"""
"=""5d""","=""2D""","=""3/2""",4,"=""""","=""0.6042806""","=""""","=""""","=""L9224"""
"=""5d""","=""2D""","=""5/2""",6,"=""""","=""0.7035864""","=""""","=""""","=""L9224"""
"=""6p""","=""2P*""","=""1/2""",2,"=""""","=""2.5121134""","=""""","=""""","=""L9224"""
"=""6p""","=""2P*""","=""3/2""",4,"=""""","=""2.7217512""","=""""","=""""","=""L9224"""
"=""7s""","=""2S""","=""1/2""",2,"=""""","=""5.2513724""","=""""","=""""","=""L9224"""
"=""6d""","=""2D""","=""3/2""",4,"=""""","=""5.6970085""","=""""","=""""","=""L9224"""
"=""6d""","=""2D""","=""5/2""",6,"=""""","=""5.7224717""","=""""","=""""","=""L9224"""
"=""4f""","=""2F*""","=""5/2""",6,"=""""","=""5.9833059""","=""""","=""""","=""L9224"""
"=""4f""","=""2F*""","=""7/2""",8,"=""""","=""6.0111671""","=""""","=""""","=""L9224"""
"=""7p""","=""2P*""","=""1/2""",2,"=""""","=""6.1235575""","=""""","=""""","=""L9224"""
"=""7p""","=""2P*""","=""3/2""",4,"=""""","=""6.2006159""","=""""","=""""","=""L9224"""
"=""5f""","=""2F*""","=""5/2""",6,"=""""","=""7.1155675""","=""""","=""""","=""L9224"""
"=""5f""","=""2F*""","=""7/2""",8,"=""""","=""7.1454250""","=""""","=""""","=""L9224"""
"=""8s""","=""2S""","=""1/2""",2,"=""""","=""7.1942093""","=""""","=""""","=""L9224"""
"=""7d""","=""2D""","=""3/2""",4,"=""""","=""7.4142866""","=""""","=""""","=""L9224"""
"=""7d""","=""2D""","=""5/2""",6,"=""""","=""7.4260246""","=""""","=""""","=""L9224"""
"=""8p""","=""2P*""","=""1/2""",2,"=""""","=""7.60513""","=""""","=""""","=""L3726"""
"=""8p""","=""2P*""","=""3/2""",4,"=""""","=""7.64263""","=""""","=""""","=""L3726"""
"=""5g""","=""2G""","=""7/2""",8,"=""""","=""7.8143180""","=""u""","=""""","=""L9224"""
"=""5g""","=""2G""","=""9/2""",10,"=""""","=""7.8143180""","=""u""","=""""","=""L9224"""
"=""6f""","=""2F*""","=""5/2""",6,"=""""","=""8.008924""","=""""","=""""","=""L6094"""
"=""6f""","=""2F*""","=""7/2""",8,"=""""","=""8.021416""","=""""","=""""","=""L6094"""
"=""9s""","=""2S""","=""1/2""",2,"=""""","=""8.1437342""","=""""","=""""","=""L9224"""
"=""8d""","=""2D""","=""3/2""",4,"=""""","=""8.2664792""","=""""","=""""","=""L9224"""
"=""8d""","=""2D""","=""5/2""",6,"=""""","=""8.2729189""","=""""","=""""","=""L9224"""
"=""9p""","=""2P*""","=""1/2""",2,"=""""","=""8.37032""","=""""","=""""","=""L3726"""
"=""9p""","=""2P*""","=""3/2""",4,"=""""","=""8.39142""","=""""","=""""","=""L3726"""
"=""6g""","=""2G""","=""7/2""",8,"=""""","=""8.4837545""","=""u""","=""""","=""L9224"""
"=""6g""","=""2G""","=""9/2""",10,"=""""","=""8.4837545""","=""u""","=""""","=""L9224"""
"=""7f""","=""2F*""","=""5/2""",6,"=""""","=""8.581163""","=""""","=""""","=""L6094"""
"=""7f""","=""2F*""","=""7/2""",8,"=""""","=""8.587203""","=""""","=""""","=""L6094"""
"=""10s""","=""2S""","=""1/2""",2,"=""""","=""8.6807021""","=""""","=""""","=""L9224"""
"=""9d""","=""2D""","=""3/2""",4,"=""""","=""8.7557947""","=""""","=""""","=""L9224"""
