State,Lifetime /s,Energy /eV
Al+ 1S;v=2p6.3s2,,0.0
Al+ 3Po;v=3s.3p,0.000304878,4.64358464763884
Al+ 1Po;v=3s.3p,7.0922e-10,7.4205310616646
Al+ 1D;v=3p2,2.04763e-06,10.5980983742327
Al+ 3S;v=3s.4s,1.34989e-09,11.3163346653062
Al+ 3P;v=3p2,8.13008e-10,11.6647842166797
Al+ 1S;v=3s.4s,2.80112e-09,11.8216949984688
Al+ 3D;v=3s.3d,8.46597e-10,11.8465904512053
Al+ 3Po;v=3s.4p,1.36426e-08,13.071104537345
Al+ 1Po;v=3s.4p,1.13507e-08,13.2562086754702
Al+ 1D;v=3s.3d,7.24291e-10,13.6491055366346
Al+ 1S;v=3p2,9.61538e-10,13.8409046670295
Al+ 3S;v=3s.5s,3.02024e-09,14.8892908639392
Al+ 1S;v=3s.5s,4.329e-09,15.0472430889702
Al+ 3D;v=3s.4d,3.82365e-09,15.0617489055547
Al+ 3Fo;v=3s.4f,4.25533e-09,15.3015288138829
Al+ 1Fo;v=3s.4f,3.29272e-09,15.307975843476
Al+ 1D;v=3s.4d,1.311e-09,15.4721271354236
Al+ 3Po;v=3s.5p,4.88759e-08,15.5848261719646
Al+ 1Po;v=3s.5p,1.31805e-08,15.6054070741272
Al+ 3D;v=3s.5d,1.04962e-08,16.4675733008668
Al+ 3Fo;v=3s.5f,1.40389e-08,16.5438218239391
Al+ 1Fo;v=3s.5f,5.71102e-09,16.5740732704913
Al+ 1D;v=3s.5d,3.37618e-09,16.6030849036603
Al+ 1G;v=3s.5g,1.3983e-08,16.6363119023325
Al+ 3G;v=3s.5g,1.42058e-08,16.6363119023325
Al+ 3Fo;v=3p.3d,3.9912e-09,17.4919071181406
Al+ 3Po;v=3p.4s,1.07645e-09,18.0735035762417
Al+ 3Do;v=3p.3d,4.35085e-10,18.6583235491394
Al+ 3D;v=3s.6d,,17.2104533626
Al+ 3G;v=3s.6g,,17.3066913968
