State,Lifetime /s,Energy /eV
P 4So;v=3s2.3p3,,0.0
P 2Do;v=3s2.3p3,3367.0,1.40855198475525
P 2Po;v=3s2.3p3,5.08376,2.32126540313152
P 4P;v=3s2.3p2(3P)4s,4.68428e-09,6.93544167731873
P 2P;v=3s2.3p2(3P)4s,2.38578e-09,7.17561832592958
P 4P;v=3s.3p4,2.5641e-08,7.4166132513734
P 2D;v=3s2.3p2(1D)4s,2.92049e-09,8.07815287642904
P 4Do;v=3s2.3p2(3P)4p,4.92611e-08,8.10510641938176
P 4Po;v=3s2.3p2(3P)4p,3.78788e-08,8.22534352129317
P 4So;v=3s2.3p2(3P)4p,3.4965e-08,8.28624315468036
P 2Po;v=3s2.3p2(3P)4p,3.80228e-08,8.42714794569122
P 4Do;v=3s2.3p2(3P)5p,1.23916e-06,9.34217981509423
P 2P;v=3s2.3p2(3P)4d,2.83286e-07,9.38536251523421
P 4Po;v=3s2.3p2(3P)5p,1.26582e-07,9.39948398966987
P 4So;v=3s2.3p2(3P)5p,1.66667e-07,9.42525970990846
P 2Do;v=3s2.3p2(3P)5p,2.24215e-07,9.44641092622738
P 2Po;v=3s2.3p2(3P)5p,1.17647e-07,9.51709268720872
P 2P;v=3s2.3p2(3P)5d,2.22222e-07,9.82175202988446
P 4F;v=3s2.3p2(3P)5d,1.37931e-07,9.83660499421627
P 4D;v=3s2.3p2(3P)5d,2.58398e-07,9.88360631957678
P 2So;v=3s2.3p2(3P)4p,,7.9645104659
