Initial State,Final State,Partial Lifetime /s,Delta Energy /eV
P 2Do;v=3s2.3p3,P 4So;v=3s2.3p3,3367.0,-1.40855198475525
P 2Po;v=3s2.3p3,P 2Do;v=3s2.3p3,6.4893,-0.9127134183762702
P 2Po;v=3s2.3p3,P 4So;v=3s2.3p3,23.472,-2.32126540313152
P 4P;v=3s2.3p2(3P)4s,P 4So;v=3s2.3p3,4.6948e-09,-6.93544167731873
P 4P;v=3s2.3p2(3P)4s,P 2Do;v=3s2.3p3,2.5e-06,-5.52688969256348
P 4P;v=3s2.3p2(3P)4s,P 2Po;v=3s2.3p3,1.25e-05,-4.61417627418721
P 2P;v=3s2.3p2(3P)4s,P 2Do;v=3s2.3p3,3.1447e-09,-5.76706634117433
P 2P;v=3s2.3p2(3P)4s,P 2Po;v=3s2.3p3,9.901e-09,-4.854352922798061
P 2P;v=3s2.3p2(3P)4s,P 4So;v=3s2.3p3,6.6667e-06,-7.17561832592958
P 4P;v=3s.3p4,P 4So;v=3s2.3p3,2.5641e-08,-7.4166132513734
P 2D;v=3s2.3p2(1D)4s,P 2Do;v=3s2.3p3,3.6153e-09,-6.669600891673791
P 2D;v=3s2.3p2(1D)4s,P 2Po;v=3s2.3p3,1.5198e-08,-5.756887473297521
P 2D;v=3s2.3p2(1D)4s,P 4So;v=3s2.3p3,0.00012195,-8.07815287642904
P 4Do;v=3s2.3p2(3P)4p,P 4P;v=3s2.3p2(3P)4s,4.9261e-08,-1.1696647420630306
P 4Po;v=3s2.3p2(3P)4p,P 4P;v=3s2.3p2(3P)4s,3.7879e-08,-1.2899018439744392
P 4So;v=3s2.3p2(3P)4p,P 4P;v=3s2.3p2(3P)4s,3.4965e-08,-1.35080147736163
P 2Po;v=3s2.3p2(3P)4p,P 2P;v=3s2.3p2(3P)4s,3.8023e-08,-1.251529619761639
P 4Do;v=3s2.3p2(3P)5p,P 4P;v=3s2.3p2(3P)4s,1.2392e-06,-2.4067381377755
P 2P;v=3s2.3p2(3P)4d,P 4P;v=3s2.3p2(3P)4s,2.8329e-07,-2.4499208379154798
P 4Po;v=3s2.3p2(3P)5p,P 2So;v=3s2.3p2(3P)4p,1.2658e-07,-1.4349735237698695
P 4So;v=3s2.3p2(3P)5p,P 4P;v=3s2.3p2(3P)4s,1.6667e-07,-2.4898180325897297
P 2Do;v=3s2.3p2(3P)5p,P 2P;v=3s2.3p2(3P)4s,2.2421e-07,-2.270792600297799
P 2Po;v=3s2.3p2(3P)5p,P 2P;v=3s2.3p2(3P)4s,1.1765e-07,-2.3414743612791398
P 2P;v=3s2.3p2(3P)5d,P 2So;v=3s2.3p2(3P)4p,2.2222e-07,-1.8572415639844593
P 4F;v=3s2.3p2(3P)5d,P 4Do;v=3s2.3p2(3P)4p,1.3793e-07,-1.731498574834509
P 4D;v=3s2.3p2(3P)5d,P 4Po;v=3s2.3p2(3P)4p,3.268e-07,-1.6582627982836105
P 4D;v=3s2.3p2(3P)5d,P 4Do;v=3s2.3p2(3P)4p,1.2346e-06,-1.778499900195019
