Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""2s2.2p3""","=""4S*""","=""3/2""",4,"=""""","=""0.00000""","=""""","=""0""","=""L3462"""
"=""2s2.2p3""","=""2D*""","=""5/2""",6,"=""""","=""4.22630""","=""""","=""""","="""""
"=""2s2.2p3""","=""2D*""","=""3/2""",4,"=""""","=""4.23074""","=""""","=""""","="""""
"=""2s2.2p3""","=""2P*""","=""1/2""",2,"=""""","=""6.39270""","=""""","=""""","="""""
"=""2s2.2p3""","=""2P*""","=""3/2""",4,"=""""","=""6.39280""","=""""","=""""","="""""
"=""2s.2p4""","=""4P""","=""5/2""",6,"=""""","=""18.83316""","=""""","=""""","="""""
"=""2s.2p4""","=""4P""","=""3/2""",4,"=""""","=""18.87503""","=""""","=""""","="""""
"=""2s.2p4""","=""4P""","=""1/2""",2,"=""""","=""18.89654""","=""""","=""""","="""""
"=""2s.2p4""","=""2D""","=""5/2""",6,"=""""","=""26.06665""","=""""","=""""","="""""
"=""2s.2p4""","=""2D""","=""3/2""",4,"=""""","=""26.06846""","=""""","=""""","="""""
"=""2s.2p4""","=""2S""","=""1/2""",2,"=""""","=""30.78049""","=""""","=""""","="""""
"=""2s.2p4""","=""2P""","=""3/2""",4,"=""""","=""33.049457""","=""""","=""""","="""""
"=""2s.2p4""","=""2P""","=""1/2""",2,"=""""","=""33.096925""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3s""","=""4P""","=""1/2""",2,"=""""","=""39.267012""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3s""","=""4P""","=""3/2""",4,"=""""","=""39.293195""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3s""","=""4P""","=""5/2""",6,"=""""","=""39.332743""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3s""","=""2P""","=""1/2""",2,"=""""","=""40.231949""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""",4,"=""""","=""40.279580""","=""""","=""""","="""""
"=""2s2.2p2.(1D).3s""","=""2D""","=""5/2""",6,"=""""","=""42.653561""","=""""","=""""","="""""
"=""2s2.2p2.(1D).3s""","=""2D""","=""3/2""",4,"=""""","=""42.653984""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3p""","=""2S*""","=""1/2""",2,"=""""","=""42.704740""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3p""","=""4D*""","=""1/2""",2,"=""""","=""43.233637""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3p""","=""4D*""","=""3/2""",4,"=""""","=""43.247871""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3p""","=""4D*""","=""5/2""",6,"=""""","=""43.271384""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3p""","=""4D*""","=""7/2""",8,"=""""","=""43.303490""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3p""","=""4P*""","=""1/2""",2,"=""""","=""43.547757""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3p""","=""4P*""","=""3/2""",4,"=""""","=""43.559468""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3p""","=""4P*""","=""5/2""",6,"=""""","=""43.582854""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3p""","=""2D*""","=""3/2""",4,"=""""","=""44.136131""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3p""","=""2D*""","=""5/2""",6,"=""""","=""44.184474""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""",4,"=""""","=""44.321791""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3p""","=""2P*""","=""1/2""",2,"=""""","=""44.677493""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""",4,"=""""","=""44.688254""","=""""","=""""","="""""
"=""2s2.2p2.(1S).3s""","=""2S""","=""1/2""",2,"=""""","=""46.206241""","=""""","=""""","="""""
"=""2s2.2p2.(1D).3p""","=""2F*""","=""5/2""",6,"=""""","=""46.718984""","=""""","=""""","="""""
"=""2s2.2p2.(1D).3p""","=""2F*""","=""7/2""",8,"=""""","=""46.727049""","=""""","=""""","="""""
"=""2s2.2p2.(1D).3p""","=""2D*""","=""5/2""",6,"=""""","=""47.145056""","=""""","=""""","="""""
"=""2s2.2p2.(1D).3p""","=""2D*""","=""3/2""",4,"=""""","=""47.152075""","=""""","=""""","="""""
"=""2s2.2p2.(1D).3p""","=""2P*""","=""1/2""",2,"=""""","=""47.654385""","=""""","=""""","="""""
"=""2s2.2p2.(1D).3p""","=""2P*""","=""3/2""",4,"=""""","=""47.671064""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3d""","=""4F""","=""3/2""",4,"=""""","=""48.014031""","=""""","=""""","="""""
