obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""""","=""1.1560326641""","=""0.0000000020""","=""""","=""1.2947e+11""",AA,"=""0.0000000""","=""(1072.49736344)""","=""1s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""1.1560445812""","=""0.0000000020""","=""""","=""1.2929e+11""",AA,"=""0.0000000""","=""(1072.48630764)""","=""1s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""1.1707412454""","=""0.0000000021""","=""""","=""2.2560e+11""",AA,"=""0.0000000""","=""(1059.02306699)""","=""1s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""1.1707623673""","=""0.0000000021""","=""""","=""2.2534e+11""",AA,"=""0.0000000""","=""(1059.0039610)""","=""1s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""1.1988212874""","=""0.0000000022""","=""""","=""4.4750e+11""",AA,"=""0.0000000""","=""(1034.2175247)""","=""1s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""1.1988645490""","=""0.0000000024""","=""""","=""4.4712e+11""",AA,"=""0.0000000""","=""(1034.1802044)""","=""1s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""1.264337379""","=""0.000000003""","=""""","=""1.0976e+12""",AA,"=""0.0000000""","=""(980.6259037)""","=""1s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""1.264451456""","=""0.000000004""","=""""","=""1.0974e+12""",AA,"=""0.0000000""","=""(980.5374327)""","=""1s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""1.498232850""","=""0.000000005""","=""""","=""4.1088e+12""",AA,"=""0.0000000""","=""(827.5362432)""","=""1s""","=""2S""","=""1/2""","=""2p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""1.498773602""","=""0.000000005""","=""""","=""4.1150e+12""",AA,"=""0.0000000""","=""(827.2376711)""","=""1s""","=""2S""","=""1/2""","=""2p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""5.05522155""","=""0.00000004""","=""""","=""2.8253e+10""",AA,"=""(827.2376711)""","=""(1072.49734422)""","=""2p""","=""2P*""","=""1/2""","=""6d""","=""2D""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""5.05543835""","=""0.00000004""","=""""","=""1.6130e+09""",AA,"=""(827.2376711)""","=""(1072.4868262)""","=""2p""","=""2P*""","=""1/2""","=""6s""","=""2S""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""5.05550609""","=""0.00000004""","=""""","=""1.8774e+10""",AA,"=""(827.2514944)""","=""(1072.49736344)""","=""2s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
