obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""203.66836""","=""0.00017""","=""203.66822""","=""0.00005""","=""00""","=""""",,"=""0.00000000""","=""6.0875576""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d2.4s.(2F).5p""","=""3D*""","=""2""",5,5,,"=""""","=""L10989""",
"=""203.74761""","=""0.00017""","=""203.74762""","=""0.00007""","=""4""","=""""",,"=""0.00000000""","=""6.0851850""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d2.4s.(2F).5p""","=""3D*""","=""1""",5,3,,"=""""","=""L10989""",
"=""204.16422""","=""0.00017""","=""204.16415""","=""0.00005""","=""00""","=""""",,"=""0.02109378""","=""6.0938641""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d2.4s.(2F).5p""","=""3D*""","=""3""",7,7,,"=""""","=""L10989""",
"=""204.37631""","=""0.00017""","=""204.37639""","=""0.00005""","=""5""","=""""",,"=""0.02109378""","=""6.0875576""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d2.4s.(2F).5p""","=""3D*""","=""2""",7,5,,"=""""","=""L10989""",
"=""205.07163""","=""0.00017""","=""205.07161""","=""0.00005""","=""5""","=""""",,"=""0.04796626""","=""6.0938641""","=""3d2.4s2""","=""a 3F""","=""4""","=""3d2.4s.(2F).5p""","=""3D*""","=""3""",9,7,,"=""""","=""L10989""",
"=""205.74294""","=""0.00017""","=""205.74329""","=""0.00013""","=""0""","=""""",,"=""0.02109378""","=""6.047254""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d2.4s.(2F).5p""","=""3F*""","=""4""",7,9,,"=""""","=""L10989""",
"=""206.00585""","=""0.00017""","=""206.00585""","=""0.00008""","=""4""","=""""",,"=""0.00000000""","=""6.0184794""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d2.4s.(2F).5p""","=""3G*""","=""3""",5,7,,"=""""","=""L10989""",
"=""206.12513""","=""0.00017""","=""206.12519""","=""0.00003""","=""5""","=""""",,"=""0.02109378""","=""6.0360889""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d2.4s.(2F).5p""","=""3G*""","=""4""",7,9,,"=""""","=""L10989""",
"=""206.23646""","=""0.00017""","=""206.23665""","=""0.00013""","=""6""","=""""",,"=""0.04796626""","=""6.059710""","=""3d2.4s2""","=""a 3F""","=""4""","=""3d2.4s.(2F).5p""","=""3G*""","=""5""",9,11,,"=""""","=""L10989""",
"=""206.35329""","=""0.00017""","=""206.35324""","=""0.00013""","=""4""","=""""",,"=""0.00000000""","=""6.008347""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d2.4s.(2F).5p""","=""3F*""","=""2""",5,5,,"=""""","=""L10989""",
"=""206.35738""","=""0.00017""","=""206.35773""","=""0.00017""","=""4""","=""""",,"=""0.02109378""","=""6.029311""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d2.4s.(2F).5p""","=""3F*""","=""3""",7,7,,"=""""","=""L10989""",
"=""206.66477""","=""0.00017""","=""206.66488""","=""0.00013""","=""7""","=""""",,"=""0.04796626""","=""6.047254""","=""3d2.4s2""","=""a 3F""","=""4""","=""3d2.4s.(2F).5p""","=""3F*""","=""4""",9,9,,"=""""","=""L10989""",
"=""206.73040""","=""0.00017""","=""206.73041""","=""0.00009""","=""4""","=""""",,"=""0.02109378""","=""6.0184794""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d2.4s.(2F).5p""","=""3G*""","=""3""",7,7,,"=""""","=""L10989""",
"=""207.05006""","=""0.00017""","=""207.05020""","=""0.00003""","=""1""","=""""",,"=""0.04796626""","=""6.0360889""","=""3d2.4s2""","=""a 3F""","=""4""","=""3d2.4s.(2F).5p""","=""3G*""","=""4""",9,9,,"=""""","=""L10989""",
"=""207.28469""","=""0.00017""","=""207.284773""","=""0.000010""","=""2*""","=""""",,"=""0.02109378""","=""6.00243996""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d2.4s.(4F<9/2>).4f""","=""2[7/2]*""","=""4""",7,9,,"=""""","=""L10989""",
"=""207.28469""","=""0.00017""","=""207.284856""","=""0.000006""","=""2*""","=""""",,"=""0.00000000""","=""5.98134378""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d2.4s.(4F<7/2>).4f""","=""2[3/2]*""","=""2""",5,5,,"=""""","=""L10989""",
"=""211.44769""","=""0.00018""","=""211.44777""","=""0.00004""","=""00""","=""""",,"=""0.02109378""","=""5.8846787""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d3.(2F).4p""","=""p 3F*""","=""4""",7,9,,"=""""","=""L10989""",
"=""211.92044""","=""0.00018""","=""211.92050""","=""0.00004""","=""5""","=""""",,"=""0.00000000""","=""5.8505052""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d3.(2F).4p""","=""p 3F*""","=""2""",5,5,,"=""""","=""L10989""",
"=""212.26141""","=""0.00018""","=""212.26125""","=""0.00004""","=""6""","=""""",,"=""0.02109378""","=""5.8622069""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d3.(2F).4p""","=""p 3F*""","=""3""",7,7,,"=""""","=""L10989""",
"=""212.42201""","=""0.00018""","=""212.42129""","=""0.00004""","=""10""","=""""",,"=""0.04796626""","=""5.8846787""","=""3d2.4s2""","=""a 3F""","=""4""","=""3d3.(2F).4p""","=""p 3F*""","=""4""",9,9,,"=""""","=""L10989""",
"=""214.01640""","=""0.00018""","=""214.01637""","=""0.00005""","=""8""","=""""",,"=""0.00000000""","=""5.7932110""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d3.(2F).4p""","=""3G*""","=""3""",5,7,,"=""""","=""L10989""",
"=""214.28042""","=""0.00018""","=""214.28028""","=""0.00003""","=""9""","=""""",,"=""0.02109378""","=""5.8071699""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d3.(2F).4p""","=""3G*""","=""4""",7,9,,"=""""","=""L10989""",
"=""214.42920""","=""0.00018""","=""214.42909""","=""0.00003""","=""10""","=""""",,"=""0.04796626""","=""5.8300268""","=""3d2.4s2""","=""a 3F""","=""4""","=""3d3.(2F).4p""","=""3G*""","=""5""",9,11,,"=""""","=""L10989""",
"=""214.7980""","=""0.0005""","=""214.79848""","=""0.00006""","=""00""","=""""",,"=""0.02109378""","=""5.7932110""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d3.(2F).4p""","=""3G*""","=""3""",7,7,,"=""""","=""L16762""",
"=""215.28006""","=""0.00019""","=""215.28011""","=""0.00003""","=""0""","=""""",,"=""0.04796626""","=""5.8071699""","=""3d2.4s2""","=""a 3F""","=""4""","=""3d3.(2F).4p""","=""3G*""","=""4""",9,9,,"=""""","=""L10989""",
"=""221.20703""","=""0.00020""","=""221.20713""","=""0.00007""","=""0""","=""""",,"=""0.00000000""","=""5.6048915""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d3.(4F).5p""","=""n 3D*""","=""3""",5,7,,"=""""","=""L10989""",
"=""221.90667""","=""0.00020""","=""221.90691""","=""0.00009""","=""5bl""","=""""",,"=""0.00000000""","=""5.5872166""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d3.(4F).5p""","=""n 3D*""","=""2""",5,5,,"=""""","=""L10989""",
"=""222.04266""","=""0.00020""","=""222.04278""","=""0.00007""","=""5""","=""""",,"=""0.02109378""","=""5.6048915""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d3.(4F).5p""","=""n 3D*""","=""3""",7,7,,"=""""","=""L10989""",
