Initial State,Final State,Partial Lifetime /s,Delta Energy /eV
Ti z5Go;v=3d2(3F)4s.4p(3Po),Ti a5F;v=3d3(4F)4s,9.0909e-05,-1.16775133810805
Ti z5Do;v=3d2(3F)4s.4p(3Po),Ti a5F;v=3d3(4F)4s,5.2882e-07,-1.4785973495664
Ti z5Do;v=3d2(3F)4s.4p(3Po),Ti a5P;v=3d3(4P)4s,1.0638e-05,-0.5580433512663998
Ti z5Do;v=3d2(3F)4s.4p(3Po),Ti a3F;v=3d2.4s2,7.8125e-05,-2.2915222800664
Ti z5Do;v=3d2(3F)4s.4p(3Po),Ti a3P;v=3d2.4s2,0.0005,-1.2455390894664
Ti z3Fo;v=3d2(3F)4s.4p(3Po),Ti a3F;v=3d2.4s2,2.2217e-07,-2.39569140053039
Ti z3Fo;v=3d2(3F)4s.4p(3Po),Ti b3F;v=3d3(4F)4s,2.6455e-06,-0.96596823843039
Ti z3Fo;v=3d2(3F)4s.4p(3Po),Ti a3G;v=3d3(2G)4s,1.6949e-05,-0.5225675791303899
Ti z3Fo;v=3d2(3F)4s.4p(3Po),Ti a5F;v=3d3(4F)4s,7.1429e-05,-1.58276647003039
Ti z3Fo;v=3d2(3F)4s.4p(3Po),Ti a1G;v=3d2.4s2,0.0002,-0.89323681803039
Ti z3Do;v=3d2(3F)4s.4p(3Po),Ti a3F;v=3d2.4s2,1.9662e-07,-2.47192752546887
Ti z3Do;v=3d2(3F)4s.4p(3Po),Ti a3P;v=3d2.4s2,1.8882e-06,-1.4259443348688703
Ti z3Do;v=3d2(3F)4s.4p(3Po),Ti b3F;v=3d3(4F)4s,2.8376e-06,-1.0422043633688702
Ti z3Do;v=3d2(3F)4s.4p(3Po),Ti a5F;v=3d3(4F)4s,6.6589e-05,-1.6590025949688703
Ti z3Do;v=3d2(3F)4s.4p(3Po),Ti a1D;v=3d2.4s2,9.0803e-05,-1.57239890246887
Ti z3Go;v=3d2(3F)4s.4p(3Po),Ti a3F;v=3d2.4s2,4.2016e-07,-2.66181734325349
Ti z3Go;v=3d2(3F)4s.4p(3Po),Ti a3G;v=3d3(2G)4s,3.6687e-06,-0.7886935218534901
Ti z3Go;v=3d2(3F)4s.4p(3Po),Ti b3F;v=3d3(4F)4s,1.1879e-05,-1.2320941811534902
Ti z3Go;v=3d2(3F)4s.4p(3Po),Ti a3H;v=3d3(2H)4s,1.313e-05,-0.42553953575349013
Ti z3Go;v=3d2(3F)4s.4p(3Po),Ti b1G;v=3d3(2G)4s,0.00011087,-0.3945019235534901
Ti z1Do;v=3d2(3F)4s.4p(3Po),Ti a1D;v=3d2.4s2,1.4493e-06,-1.8381281049093197
Ti z1Do;v=3d2(3F)4s.4p(3Po),Ti a3F;v=3d2.4s2,6.1349e-06,-2.73765672790932
Ti z1Fo;v=3d2(3F)4s.4p(3Po),Ti a1D;v=3d2.4s2,5.5556e-06,-1.87823606785873
Ti z1Fo;v=3d2(3F)4s.4p(3Po),Ti a3F;v=3d2.4s2,6.5445e-06,-2.77776469085873
Ti z1Go;v=3d2(3F)4s.4p(3Po),Ti a3F;v=3d2.4s2,1.1338e-06,-3.0617067518997
Ti z1Go;v=3d2(3F)4s.4p(3Po),Ti a1G;v=3d2.4s2,2.439e-06,-1.5592521693997
