obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""""","=""16.9472""","=""""","=""6.80e+08""",C+,"=""0.00000""","=""73.1592""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s.2p.(3P*).4p""","=""2S""","=""1/2""",2,2,,"=""T5109LS""","=""""",
"=""""","=""16.9583""","=""""","=""1.36e+09""",C+,"=""0.04785""","=""73.1592""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s.2p.(3P*).4p""","=""2S""","=""1/2""",4,2,,"=""T5109LS""","=""""",
"=""""","=""17.1074""","=""""","=""4.11e+09""",B,"=""0.00000""","=""72.4738""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s.2p.(3P*).4p""","=""2D""","=""3/2""",2,4,,"=""T5109LS""","=""""",
"=""""","=""17.1123""","=""""","=""4.93e+09""",B,"=""0.04785""","=""72.5011""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s.2p.(3P*).4p""","=""2D""","=""5/2""",4,6,,"=""T5109LS""","=""""",
"=""""","=""17.1187""","=""""","=""8.21e+08""",C+,"=""0.04785""","=""72.4738""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s.2p.(3P*).4p""","=""2D""","=""3/2""",4,4,,"=""T5109LS""","=""""",
"=""""","=""17.3800""","=""""","=""7.63e+08""",C+,"=""0.00000""","=""71.3374""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s.2p.(3P*).4p""","=""2P""","=""3/2""",2,4,,"=""T5109LS""","=""""",
"=""""","=""17.3852""","=""""","=""3.05e+09""",B,"=""0.00000""","=""71.3160""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s.2p.(3P*).4p""","=""2P""","=""1/2""",2,2,,"=""T5109LS""","=""""",
"=""""","=""17.3916""","=""""","=""3.81e+09""",B,"=""0.04785""","=""71.3374""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s.2p.(3P*).4p""","=""2P""","=""3/2""",4,4,,"=""T5109LS""","=""""",
"=""""","=""17.3969""","=""""","=""1.52e+09""",C+,"=""0.04785""","=""71.3160""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s.2p.(3P*).4p""","=""2P""","=""1/2""",4,2,,"=""T5109LS""","=""""",
"=""""","=""17.41042""","=""""","=""3.17e+09""",B,"=""0.00000""","=""71.21264""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s2.6d""","=""2D""","=""3/2""",2,4,,"=""T5109LS""","=""""",
"=""""","=""17.42212""","=""""","=""3.79e+09""",B,"=""0.04785""","=""71.21264""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s2.6d""","=""2D""","=""5/2""",4,6,,"=""T5109LS""","=""""",
"=""""","=""17.42212""","=""""","=""6.32e+08""",C+,"=""0.04785""","=""71.21264""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s2.6d""","=""2D""","=""3/2""",4,4,,"=""T5109LS""","=""""",
"=""""","=""17.7553""","=""""","=""8.89e+08""",C+,"=""8.85741""","=""78.6869""","=""2s.2p2""","=""4P""","=""1/2""","=""2s.2p.(3P*).5d""","=""4P*""","=""1/2""",2,2,,"=""T5109LS""","=""""",
"=""""","=""17.7562""","=""""","=""2.22e+09""",B,"=""8.85741""","=""78.6831""","=""2s.2p2""","=""4P""","=""1/2""","=""2s.2p.(3P*).5d""","=""4P*""","=""3/2""",2,4,,"=""T5109LS""","=""""",
"=""""","=""17.7594""","=""""","=""4.44e+09""",B,"=""8.87356""","=""78.6869""","=""2s.2p2""","=""4P""","=""3/2""","=""2s.2p.(3P*).5d""","=""4P*""","=""1/2""",4,2,,"=""T5109LS""","=""""",
"=""""","=""17.7604""","=""""","=""7.11e+08""",C+,"=""8.87356""","=""78.6831""","=""2s.2p2""","=""4P""","=""3/2""","=""2s.2p.(3P*).5d""","=""4P*""","=""3/2""",4,4,,"=""T5109LS""","=""""",
"=""""","=""17.7635""","=""""","=""1.60e+09""",B,"=""8.87356""","=""78.6708""","=""2s.2p2""","=""4P""","=""3/2""","=""2s.2p.(3P*).5d""","=""4P*""","=""5/2""",4,6,,"=""T5109LS""","=""""",
"=""""","=""17.7662""","=""""","=""2.40e+09""",B,"=""8.89655""","=""78.6831""","=""2s.2p2""","=""4P""","=""5/2""","=""2s.2p.(3P*).5d""","=""4P*""","=""3/2""",6,4,,"=""T5109LS""","=""""",
"=""""","=""17.7693""","=""""","=""3.73e+09""",B,"=""8.89655""","=""78.6708""","=""2s.2p2""","=""4P""","=""5/2""","=""2s.2p.(3P*).5d""","=""4P*""","=""5/2""",6,6,,"=""T5109LS""","=""""",
"=""""","=""18.0354""","=""""","=""1.42e+09""",C+,"=""0.00000""","=""68.7448""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s.2p.(1P*).3p""","=""2S""","=""1/2""",2,2,,"=""T5109LS""","=""""",
"=""""","=""18.0480""","=""""","=""2.83e+09""",B,"=""0.04785""","=""68.7448""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s.2p.(1P*).3p""","=""2S""","=""1/2""",4,2,,"=""T5109LS""","=""""",
"=""""","=""18.11497""","=""""","=""5.00e+09""",B,"=""0.00000""","=""68.44295""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s2.5d""","=""2D""","=""3/2""",2,4,,"=""T5109LS""","=""""",
"=""""","=""18.12755""","=""""","=""5.99e+09""",B,"=""0.04785""","=""68.44328""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s2.5d""","=""2D""","=""5/2""",4,6,,"=""T5109LS""","=""""",
"=""""","=""18.12764""","=""""","=""9.98e+08""",B,"=""0.04785""","=""68.44295""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s2.5d""","=""2D""","=""3/2""",4,4,,"=""T5109LS""","=""""",
"=""""","=""18.1866""","=""""","=""5.25e+08""",C+,"=""0.00000""","=""68.1733""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s.2p.(1P*).3p""","=""2P""","=""3/2""",2,4,,"=""T5109LS""","=""""",
"=""""","=""18.1887""","=""""","=""2.10e+09""",B,"=""0.00000""","=""68.1655""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s.2p.(1P*).3p""","=""2P""","=""1/2""",2,2,,"=""T5109LS""","=""""",
"=""""","=""18.1994""","=""""","=""2.62e+09""",B,"=""0.04785""","=""68.1733""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s.2p.(1P*).3p""","=""2P""","=""3/2""",4,4,,"=""T5109LS""","=""""",
"=""""","=""18.2015""","=""""","=""1.05e+09""",C+,"=""0.04785""","=""68.1655""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s.2p.(1P*).3p""","=""2P""","=""1/2""",4,2,,"=""T5109LS""","=""""",
"=""""","=""18.2706""","=""""","=""1.74e+09""",B,"=""0.00000""","=""67.8598""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s.2p.(1P*).3p""","=""2D""","=""3/2""",2,4,,"=""T5109LS""","=""""",
"=""""","=""18.2826""","=""""","=""2.09e+09""",B,"=""0.04785""","=""67.8634""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s.2p.(1P*).3p""","=""2D""","=""5/2""",4,6,,"=""T5109LS""","=""""",
"=""""","=""18.2835""","=""""","=""3.48e+08""",C+,"=""0.04785""","=""67.8598""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s.2p.(1P*).3p""","=""2D""","=""3/2""",4,4,,"=""T5109LS""","=""""",
"=""""","=""18.3338""","=""""","=""7.96e+08""",C+,"=""8.85741""","=""76.4835""","=""2s.2p2""","=""4P""","=""1/2""","=""2p2.(3P).3p""","=""4S*""","=""3/2""",2,4,,"=""T5109LS""","=""""",
"=""""","=""18.3382""","=""""","=""1.59e+09""",B,"=""8.87356""","=""76.4835""","=""2s.2p2""","=""4P""","=""3/2""","=""2p2.(3P).3p""","=""4S*""","=""3/2""",4,4,,"=""T5109LS""","=""""",
