obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""67.4673""","=""0.0009""","=""67.467+""","=""244""","=""""",,"=""58.2785""","=""76.6556""","=""4d9.5s""","=""3D""","=""1""","=""4d9.5p""","=""3D*""","=""1""",3,3,,"=""""","=""L9885""",
"=""67.6040""","=""0.0009""","=""67.604+""","=""200m""","=""""",,"=""56.6553""","=""74.9952""","=""4d9.5s""","=""3D""","=""2""","=""4d9.5p""","=""1P*""","=""1""",5,3,,"=""""","=""L9885""",
"=""67.7280""","=""0.0009""","=""67.727+""","=""300m""","=""""",,"=""58.7060""","=""77.0124""","=""4d9.5s""","=""1D""","=""2""","=""4d9.5p""","=""3D*""","=""2""",5,5,,"=""""","=""L9885""",
"=""68.6885""","=""0.0009""","=""68.688+""","=""256""","=""""",,"=""56.6553""","=""74.7056""","=""4d9.5s""","=""3D""","=""2""","=""4d9.5p""","=""1D*""","=""2""",5,5,,"=""""","=""L9885""",
"=""69.0731""","=""0.0009""","=""69.074+""","=""103""","=""""",,"=""58.7060""","=""76.6556""","=""4d9.5s""","=""1D""","=""2""","=""4d9.5p""","=""3D*""","=""1""",5,3,,"=""""","=""L9885""",
"=""69.7417""","=""0.0009""","=""69.742+""","=""494""","=""""",,"=""56.2229""","=""74.0005""","=""4d9.5s""","=""3D""","=""3""","=""4d9.5p""","=""3F*""","=""4""",7,9,,"=""""","=""L9885""",
"=""70.0962""","=""0.0009""","=""70.096+""","=""396""","=""""",,"=""58.7060""","=""76.3937""","=""4d9.5s""","=""1D""","=""2""","=""4d9.5p""","=""1F*""","=""3""",5,7,,"=""""","=""L9885""",
"=""72.5378""","=""0.0009""","=""72.538+""","=""107""","=""""",,"=""58.2785""","=""75.3707""","=""4d9.5s""","=""3D""","=""1""","=""4d9.5p""","=""3P*""","=""0""",3,1,,"=""""","=""L9885""",
"=""72.6923""","=""0.0009""","=""72.692+""","=""148""","=""""",,"=""56.6553""","=""73.7113""","=""4d9.5s""","=""3D""","=""2""","=""4d9.5p""","=""3P*""","=""1""",5,3,,"=""""","=""L9885""",
"=""73.4224""","=""0.0009""","=""73.423+""","=""80""","=""""",,"=""56.6553""","=""73.5417""","=""4d9.5s""","=""3D""","=""2""","=""4d9.5p""","=""3F*""","=""2""",5,5,,"=""""","=""L9885""",
"=""74.1683""","=""0.0009""","=""74.168+""","=""152""","=""""",,"=""58.2785""","=""74.9952""","=""4d9.5s""","=""3D""","=""1""","=""4d9.5p""","=""1P*""","=""1""",3,3,,"=""""","=""L9885""",
"=""75.4770""","=""0.0009""","=""75.476+""","=""121""","=""""",,"=""58.2785""","=""74.7056""","=""4d9.5s""","=""3D""","=""1""","=""4d9.5p""","=""1D*""","=""2""",3,5,,"=""""","=""L9885""",
"=""75.8066""","=""0.0009""","=""75.807+""","=""131""","=""""",,"=""58.7060""","=""75.0613""","=""4d9.5s""","=""1D""","=""2""","=""4d9.5p""","=""3D*""","=""3""",5,7,,"=""""","=""L9885""",
"=""76.1125""","=""0.0009""","=""76.115+""","=""731bl""","=""""",,"=""58.7060""","=""74.9952""","=""4d9.5s""","=""1D""","=""2""","=""4d9.5p""","=""1P*""","=""1""",5,3,,"=""""","=""L9885""",
"=""77.4916""","=""0.0009""","=""77.492+""","=""134""","=""""",,"=""58.7060""","=""74.7056""","=""4d9.5s""","=""1D""","=""2""","=""4d9.5p""","=""1D*""","=""2""",5,5,,"=""""","=""L9885""",
"=""79.6712""","=""0.0009""","=""79.670+""","=""168""","=""""",,"=""56.2229""","=""71.7851""","=""4d9.5s""","=""3D""","=""3""","=""4d9.5p""","=""3F*""","=""3""",7,7,,"=""""","=""L9885""",
"=""81.2297""","=""0.0010""","=""81.231+""","=""253""","=""""",,"=""58.2785""","=""73.5417""","=""4d9.5s""","=""3D""","=""1""","=""4d9.5p""","=""3F*""","=""2""",3,5,,"=""""","=""L9885""",
"=""81.9470""","=""0.0010""","=""81.947+""","=""390""","=""""",,"=""56.6553""","=""71.7851""","=""4d9.5s""","=""3D""","=""2""","=""4d9.5p""","=""3F*""","=""3""",5,7,,"=""""","=""L9885""",
"=""81.9875""","=""0.0010""","=""81.987+""","=""404""","=""""",,"=""56.2229""","=""71.3452""","=""4d9.5s""","=""3D""","=""3""","=""4d9.5p""","=""3P*""","=""2""",7,5,,"=""""","=""L9885""",
"=""82.6270""","=""0.0010""","=""82.627+""","=""258""","=""""",,"=""58.7060""","=""73.7113""","=""4d9.5s""","=""1D""","=""2""","=""4d9.5p""","=""3P*""","=""1""",5,3,,"=""""","=""L9885""",
"=""83.5729""","=""0.0010""","=""83.572+""","=""224""","=""""",,"=""58.7060""","=""73.5417""","=""4d9.5s""","=""1D""","=""2""","=""4d9.5p""","=""3F*""","=""2""",5,5,,"=""""","=""L9885""",
"=""84.4006""","=""0.0010""","=""84.401+""","=""149""","=""""",,"=""56.6553""","=""71.3452""","=""4d9.5s""","=""3D""","=""2""","=""4d9.5p""","=""3P*""","=""2""",5,5,,"=""""","=""L9885""",
