obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""253.39919""","=""0.00010""","=""253.399183""","=""70""","=""1.0e+07""",C,"=""0.06907582""","=""4.96191710""","=""4s2.4p2""","=""3P""","=""1""","=""4s2.4p.5s""","=""1P*""","=""1""",3,3,,"=""T4515""","=""L3476""",
"=""255.70647""","=""0.00010""","=""255.70651""","=""3""","=""""",,"=""2.02929069""","=""6.8779822""","=""4s2.4p2""","=""1S""","=""0""","=""4s2.4p.5d""","=""3D*""","=""1""",1,3,,"=""""","=""L3476""",
"=""258.99623""","=""0.00010""","=""258.996238""","=""28""","=""5.1e+06""",C,"=""0.17481287""","=""4.96191710""","=""4s2.4p2""","=""3P""","=""2""","=""4s2.4p.5s""","=""1P*""","=""1""",5,3,,"=""T4515""","=""L3476""",
"=""259.33093""","=""0.00010""","=""259.330934""","=""500""","=""7.1e+07""",C,"=""0.06907582""","=""4.85000174""","=""4s2.4p2""","=""3P""","=""1""","=""4s2.4p.5s""","=""3P*""","=""2""",3,5,,"=""T4515""","=""L3476""",
"=""264.49712""","=""0.00010""","=""264.49712""","=""8""","=""""",,"=""2.02929069""","=""6.7168350""","=""4s2.4p2""","=""1S""","=""0""","=""4s2.4p.6s""","=""(3/2,1/2)*""","=""1""",1,3,,"=""""","=""L3476""",
"=""265.19613""","=""0.00010""","=""265.196128""","=""1200""","=""2.0e+08""",C,"=""0.17481287""","=""4.85000174""","=""4s2.4p2""","=""3P""","=""2""","=""4s2.4p.5s""","=""3P*""","=""2""",5,5,,"=""T4515""","=""L3476""",
"=""265.23577""","=""0.00010""","=""265.235770""","=""500""","=""8.5e+07""",C,"=""0.00000000""","=""4.67449011""","=""4s2.4p2""","=""3P""","=""0""","=""4s2.4p.5s""","=""3P*""","=""1""",1,3,,"=""T4515""","=""L3476""",
"=""269.21400""","=""0.00010""","=""269.213996""","=""500""","=""6.1e+07""",C,"=""0.06907582""","=""4.67449011""","=""4s2.4p2""","=""3P""","=""1""","=""4s2.4p.5s""","=""3P*""","=""1""",3,3,,"=""T4515""","=""L3476""",
"=""271.04270""","=""0.00010""","=""271.042704""","=""850""","=""2.8e+08""",C,"=""0.06907582""","=""4.64341768""","=""4s2.4p2""","=""3P""","=""1""","=""4s2.4p.5s""","=""3P*""","=""0""",3,1,,"=""T4515""","=""L3476""",
"=""274.12372""","=""0.00010""","=""274.12370""","=""40""","=""""",,"=""2.02929069""","=""6.5522196""","=""4s2.4p2""","=""1S""","=""0""","=""4s2.4p.4d""","=""1P*""","=""1""",1,3,,"=""""","=""L3476""",
"=""275.54020""","=""0.00010""","=""275.540204""","=""650""","=""1.1e+08""",C,"=""0.17481287""","=""4.67449011""","=""4s2.4p2""","=""3P""","=""2""","=""4s2.4p.5s""","=""3P*""","=""1""",5,3,,"=""T4515""","=""L3476""",
"=""279.47487""","=""0.00010""","=""279.47487""","=""70""","=""""",,"=""2.02929069""","=""6.4656180""","=""4s2.4p2""","=""1S""","=""0""","=""4s2.4p.6s""","=""(1/2,1/2)*""","=""1""",1,3,,"=""""","=""L3476""",
"=""282.98400""","=""0.00010""","=""282.98400""","=""80""","=""""",,"=""2.02929069""","=""6.4106055""","=""4s2.4p2""","=""1S""","=""0""","=""4s2.4p.4d""","=""3P*""","=""1""",1,3,,"=""""","=""L3476""",
"=""303.99515""","=""0.00010""","=""303.995151""","=""750""","=""2.8e+08""",C,"=""0.88342447""","=""4.96191710""","=""4s2.4p2""","=""1D""","=""2""","=""4s2.4p.5s""","=""1P*""","=""1""",5,3,,"=""T4515""","=""L3476""",
"=""306.79128""","=""0.00010""","=""306.79129""","=""600""","=""""",,"=""2.02929069""","=""6.0706114""","=""4s2.4p2""","=""1S""","=""0""","=""4s2.4p.4d""","=""3D*""","=""1""",1,3,,"=""""","=""L3476""",
"=""312.57223""","=""0.00010""","=""312.572251""","=""20""","=""3.1e+06""",C,"=""0.88342447""","=""4.85000174""","=""4s2.4p2""","=""1D""","=""2""","=""4s2.4p.5s""","=""3P*""","=""2""",5,5,,"=""T4515""","=""L3476""",
"=""327.04314""","=""0.00010""","=""327.043133""","=""110""","=""2.9e+07""",C,"=""0.88342447""","=""4.67449011""","=""4s2.4p2""","=""1D""","=""2""","=""4s2.4p.5s""","=""3P*""","=""1""",5,3,,"=""T4515""","=""L3476""",
"=""422.77528""","=""0.00010""","=""422.775290""","=""70""","=""2.1e+07""",C,"=""2.02929069""","=""4.96191710""","=""4s2.4p2""","=""1S""","=""0""","=""4s2.4p.5s""","=""1P*""","=""1""",1,3,,"=""T4515""","=""L3476""",
"=""468.71400""","=""0.00010""","=""468.713993""","=""10""","=""9.5e+06""",C,"=""2.02929069""","=""4.67449011""","=""4s2.4p2""","=""1S""","=""0""","=""4s2.4p.5s""","=""3P*""","=""1""",1,3,,"=""T4515""","=""L3476""",
"=""519.6033""","=""0.00010""","=""519.60296""","=""3""","=""""",,"=""4.67449011""","=""7.06062353""","=""4s2.4p.5s""","=""3P*""","=""1""","=""4s2.4p.6p""","=""3P""","=""2""",3,5,,"=""""","=""L3476""",
"=""526.7358""","=""0.0005""","=""526.73571""","=""6""","=""""",,"=""4.67449011""","=""7.02831190""","=""4s2.4p.5s""","=""3P*""","=""1""","=""4s2.4p.6p""","=""3P""","=""1""",3,3,,"=""""","=""L3476""",
"=""551.4796""","=""0.0005""","=""551.47949""","=""6""","=""""",,"=""4.85000174""","=""7.09821224""","=""4s2.4p.5s""","=""3P*""","=""2""","=""4s2.4p.6p""","=""1D""","=""2""",5,5,,"=""""","=""L3476""",
"=""556.6287""","=""0.0005""","=""556.62861""","=""8""","=""""",,"=""4.85000174""","=""7.07741506""","=""4s2.4p.5s""","=""3P*""","=""2""","=""4s2.4p.6p""","=""3S""","=""1""",5,3,,"=""""","=""L3476""",
"=""560.8569""","=""0.0005""","=""560.85667""","=""8""","=""""",,"=""4.85000174""","=""7.06062353""","=""4s2.4p.5s""","=""3P*""","=""2""","=""4s2.4p.6p""","=""3P""","=""2""",5,5,,"=""""","=""L3476""",
"=""561.7696""","=""0.0005""","=""561.76944""","=""6""","=""""",,"=""4.67449011""","=""6.88152008""","=""4s2.4p.5s""","=""3P*""","=""1""","=""4s2.4p.6p""","=""3P""","=""0""",3,1,,"=""""","=""L3476""",
"=""562.2988""","=""0.0005""","=""562.29861""","=""7""","=""""",,"=""4.64341768""","=""6.84837065""","=""4s2.4p.5s""","=""3P*""","=""0""","=""4s2.4p.6p""","=""1P""","=""1""",1,3,,"=""""","=""L3476""",
"=""565.7532""","=""0.0005""","=""565.7530""","=""8""","=""""",,"=""4.85000174""","=""7.0414916""","=""4s2.4p.5s""","=""3P*""","=""2""","=""4s2.4p.6p""","=""3D""","=""3""",5,7,,"=""""","=""L3476""",
"=""566.5799""","=""0.0005""","=""566.5798""","=""6""","=""""",,"=""4.96191710""","=""7.1502091""","=""4s2.4p.5s""","=""1P*""","=""1""","=""4s2.4p.6p""","=""1S""","=""0""",3,1,,"=""""","=""L3476""",
