Initial State,Final State,Partial Lifetime /s,Delta Energy /eV
Ge 3Po;v=4s2.4p.5s,Ge 3P;v=4s2.4p2,3.5714e-09,-4.64331188869451
Ge 3Po;v=4s2.4p.5s,Ge 1D;v=4s2.4p2,3.4483e-08,-3.75990779469451
Ge 3Po;v=4s2.4p.5s,Ge 1S;v=4s2.4p2,1.0526e-07,-2.6140680136945096
Ge 1Po;v=4s2.4p.5s,Ge 1D;v=4s2.4p2,3.5714e-09,-4.07840345472777
Ge 1Po;v=4s2.4p.5s,Ge 3P;v=4s2.4p2,3.5587e-08,-4.96180754872777
Ge 1Po;v=4s2.4p.5s,Ge 1S;v=4s2.4p2,4.7619e-08,-2.93256367372777
Ge 1Do;v=4s2.4p.4d,Ge 1D;v=4s2.4p2,1.0417e-08,-5.127211188187729
Ge 1Do;v=4s2.4p.4d,Ge 3P;v=4s2.4p2,2.5e-08,-6.01061528218773
Ge 3Do;v=4s2.4p.4d,Ge 3P;v=4s2.4p2,5.1282e-09,-6.07047347233294
Ge 3Po;v=4s2.4p.4d,Ge 3P;v=4s2.4p2,1.4286e-08,-6.44432679993007
Ge 3Po;v=4s2.4p.4d,Ge 1D;v=4s2.4p2,3.125e-07,-5.56092270593007
