Initial State,Final State,Partial Lifetime /s,Delta Energy /eV
Be+ 2Po;v=1s2.2p,Be+ 2S;v=1s2.2s,8.8613e-09,-3.9585629571037
Be+ 2S;v=1s2.3s,Be+ 2Po;v=1s2.2p,2.4492e-09,-6.9805460882028
Be+ 2Po;v=1s2.3p,Be+ 2S;v=1s2.2s,5.8173e-09,-11.9636288345878
Be+ 2Po;v=1s2.3p,Be+ 2S;v=1s2.3s,7.9365e-08,-1.0245197892812996
Be+ 2D;v=1s2.3d,Be+ 2Po;v=1s2.2p,9.0416e-10,-8.1983775802066
Be+ 2D;v=1s2.3d,Be+ 2Po;v=1s2.3p,1.2676e-05,-0.1933117027225002
Be+ 2S;v=1s2.4s,Be+ 2Po;v=1s2.2p,6.8928e-09,-10.3568182917107
Be+ 2S;v=1s2.4s,Be+ 2Po;v=1s2.3p,1.0309e-08,-2.351752414226601
Be+ 2Po;v=1s2.4p,Be+ 2S;v=1s2.2s,1.0215e-08,-14.724147721285
Be+ 2Po;v=1s2.4p,Be+ 2S;v=1s2.3s,7.0922e-08,-3.7850386759785
Be+ 2Po;v=1s2.4p,Be+ 2D;v=1s2.3d,1.1416e-07,-2.5672071839747
Be+ 2Po;v=1s2.4p,Be+ 2S;v=1s2.4s,3.6364e-07,-0.4087664724705995
Be+ 2D;v=1s2.4d,Be+ 2Po;v=1s2.2p,2.6546e-09,-10.8474124474784
Be+ 2D;v=1s2.4d,Be+ 2Po;v=1s2.3p,9.1659e-09,-2.8423465699943
Be+ 2D;v=1s2.4d,Be+ 2Po;v=1s2.4p,3.9339e-05,-0.08182768329709944
Be+ 2Fo;v=1s2.4f,Be+ 2D;v=1s2.3d,4.5106e-09,-2.6522583820684
