obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""8.085""","=""0.003""","=""8.085""","=""0.003""","=""*""","=""""",,"=""121.2067+x""","=""274.56+x""","=""1s.2p2""","=""4P""","=""5/2""","=""2p3""","=""4S*""","=""3/2""",6,4,,"=""""","=""L12158""",
"=""8.085""","=""0.003""","=""8.085""","=""0.003""","=""*""","=""""",,"=""121.2067+x""","=""274.56+x""","=""1s.2p2""","=""4P""","=""3/2""","=""2p3""","=""4S*""","=""3/2""",4,4,,"=""""","=""L12158""",
"=""8.085""","=""0.003""","=""8.085""","=""0.003""","=""*""","=""""",,"=""121.2067+x""","=""274.56+x""","=""1s.2p2""","=""4P""","=""1/2""","=""2p3""","=""4S*""","=""3/2""",2,4,,"=""""","=""L12158""",
"=""8.258""","=""0.003""","=""8.258""","=""0.003""","=""a*""","=""""",,"=""0.000000""","=""150.13a?""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).3s.3p.(1P*)""","=""2P*""","=""3/2""",2,4,,"=""""","=""L12158""",
"=""8.258""","=""0.003""","=""8.258""","=""0.003""","=""a*""","=""""",,"=""0.000000""","=""150.13a?""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).3s.3p.(1P*)""","=""2P*""","=""1/2""",2,2,,"=""""","=""L12158""",
"=""8.364""","=""0.003""","=""8.364""","=""0.003""","=""a*""","=""""",,"=""0.000000""","=""148.24a""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).3s.3p.(3P*)""","=""2P*""","=""3/2""",2,4,,"=""""","=""L12158""",
"=""8.364""","=""0.003""","=""8.364""","=""0.003""","=""a*""","=""""",,"=""0.000000""","=""148.24a""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).3s.3p.(3P*)""","=""2P*""","=""1/2""",2,2,,"=""""","=""L12158""",
"=""9.149""","=""0.004""","=""9.1566""","=""0.0011""","=""a*""","=""""",,"=""3.958660""","=""139.363?""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p.(1P*).5p""","=""2P""","=""3/2""",2,4,,"=""""","=""L12158""",
"=""9.149""","=""0.004""","=""9.1566""","=""0.0011""","=""a*""","=""""",,"=""3.958660""","=""139.363?""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p.(1P*).5p""","=""2P""","=""1/2""",2,2,,"=""""","=""L12158""",
"=""9.149""","=""0.004""","=""9.1566""","=""0.0011""","=""a*""","=""""",,"=""3.959475""","=""139.363?""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p.(1P*).5p""","=""2P""","=""3/2""",4,4,,"=""""","=""L12158""",
"=""9.149""","=""0.004""","=""9.1566""","=""0.0011""","=""a*""","=""""",,"=""3.959475""","=""139.363?""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p.(1P*).5p""","=""2P""","=""1/2""",4,2,,"=""""","=""L12158""",
"=""9.253""","=""0.006""","=""9.253""","=""0.006""","=""4a*""","=""""",,"=""3.958660""","=""137.96""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p.(1P*).4p""","=""2P""","=""3/2""",2,4,,"=""""","=""L12158""",
