State,Lifetime /s,Energy /eV
B 2Po;v=2s2.2p,,0.0
B 4P;v=2s.2p2,6.38978,3.5517429916449
B 2S;v=2s2.3s,3.96825e-09,4.96417559228985
B 2D;v=2s.2p2,2.3116e-08,5.93338730654262
B 2Po;v=2s2.3p,5.81301e-08,6.02696842071331
B 2D;v=2s2.3d,4.61659e-09,6.79017274319869
B 2S;v=2s2.4s,9.08678e-09,6.82023821774346
B 2Po;v=2s2.4p,2.13744e-07,7.16443520921231
B 2D;v=2s2.4d,9.40209e-09,7.43806202290431
B 2Fo;v=2s2.4f,6.22045e-08,7.44273611935931
B 2S;v=2s.2p2,7.54148e-09,7.88032825299136
B 2P;v=2s.2p2,4.86657e-10,8.99148620149695
B 4Po;v=2s.2p(3Po)3s,4.58716e-09,9.5479516423188
B 2P;v=2s.2p(3Po)3p,3.36973e-09,10.7689694547177
B 2Do;v=2s.2p(3Po)3d,1.31638e-07,11.1217707510665
B 4Po;v=2s.2p(3Po)3d,5.95238e-09,11.3623937324954
B 2P;v=2s.2p(3Po)4p,4.16458e-08,11.8336963920191
B 4So;v=2p3,5e-10,12.0114112423798
B 2D;v=2s2.5d,,7.7470364121
