Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""3s2.3p4""","=""3P""","=""2""",5,"=""""","=""0.00000""","=""""","=""0.00025""","=""L7185"""
"=""3s2.3p4""","=""3P""","=""1""",3,"=""""","=""0.20726""","=""""","=""0.00004""","=""L7248"""
"=""3s2.3p4""","=""3P""","=""0""",1,"=""""","=""0.28779""","=""""","=""0.00025""","=""L3633"""
"=""3s2.3p4""","=""1D""","=""2""",5,"=""""","=""2.03136""","=""""","=""0.00004""","=""L3452"""
"=""3s2.3p4""","=""1S""","=""0""",1,"=""""","=""4.77913""","=""""","=""0.00006""","=""L3453"""
"=""3s.3p5""","=""3P*""","=""2""",5,"=""""","=""16.63642""","=""""","=""0.00025""","=""L3633"""
"=""3s.3p5""","=""3P*""","=""1""",3,"=""""","=""16.81949""","=""""","=""0.00025""","=""L3633"""
"=""3s.3p5""","=""3P*""","=""0""",1,"=""""","=""16.91802""","=""""","=""0.00025""","=""L3633"""
"=""3s.3p5""","=""1P*""","=""1""",3,"=""""","=""21.21859""","=""""","=""0.00025""","=""L3633"""
"=""3s2.3p3.(4S*).3d""","=""3D*""","=""3""",7,"=""""","=""23.5510""","=""""","=""0.0009""","=""L7185"""
"=""3s2.3p3.(4S*).3d""","=""3D*""","=""2""",5,"=""""","=""23.7062""","=""""","=""0.0009""","=""L7185"""
"=""3s2.3p3.(4S*).3d""","=""3D*""","=""1""",3,"=""""","=""23.7306""","=""""","=""0.0009""","=""L7185"""
"=""3s2.3p3.(2D*).3d""","=""1D*""","=""2""",5,"=""""","=""26.8286""","=""""","=""0.0011""","=""L7185"""
"=""3s2.3p3.(2D*).3d""","=""3P*""","=""2""",5,"=""""","=""27.9516""","=""""","=""0.0012""","=""L7185"""
"=""3s2.3p3.(2D*).3d""","=""3P*""","=""1""",3,"=""""","=""28.0306""","=""""","=""0.0012""","=""L7185"""
"=""3s2.3p3.(2D*).3d""","=""3P*""","=""0""",1,"=""""","=""28.2250""","=""""","=""0.0012""","=""L7185"""
"=""3s2.3p3.(2D*).3d""","=""1F*""","=""3""",7,"=""""","=""30.0631""","=""""","=""0.0015""","=""L7185"""
"=""3s2.3p3.(2D*).3d""","=""3S*""","=""1""",3,"=""""","=""30.9796""","=""""","=""0.0015""","=""L7185"""
"=""3s2.3p3.(2P*).3d""","=""3P*""","=""2""",5,"=""""","=""31.7439""","=""""","=""0.0016""","=""L7185"""
"=""3s2.3p3.(2P*).3d""","=""3P*""","=""1""",3,"=""""","=""31.8791""","=""""","=""0.0016""","=""L7185"""
"=""3s2.3p3.(2P*).3d""","=""3P*""","=""0""",1,"=""""","=""31.9642""","=""""","=""0.0016""","=""L7185"""
"=""3s2.3p3.(2D*).3d""","=""1P*""","=""1""",3,"=""""","=""32.3487""","=""""","=""0.0017""","=""L7185"""
"=""3s2.3p3.(2P*).3d""","=""3D*""","=""3""",7,"=""""","=""32.4371""","=""""","=""0.0017""","=""L7185"""
"=""3s2.3p3.(2P*).3d""","=""3D*""","=""2""",5,"=""""","=""32.5866""","=""""","=""0.0017""","=""L7185"""
"=""3s2.3p3.(2P*).3d""","=""3D*""","=""1""",3,"=""""","=""32.6894""","=""""","=""0.0017""","=""L7185"""
"=""3s2.3p3.(2P*).3d""","=""1D*""","=""2""",5,"=""""","=""33.8970""","=""""","=""0.0019""","=""L7185"""
"=""3s2.3p3.(2D*).4s""","=""3D*""","=""1""",3,"=""""","=""34.4418""","=""""","=""0.0019""","=""L7185"""
"=""3s2.3p3.(2D*).4s""","=""3D*""","=""2""",5,"=""""","=""34.4490""","=""""","=""0.0019""","=""L7185"""
"=""3s2.3p3.(2D*).4s""","=""3D*""","=""3""",7,"=""""","=""34.4659""","=""""","=""0.0019""","=""L7185"""
"=""3s2.3p3.(2P*).3d""","=""1F*""","=""3""",7,"=""""","=""34.6693""","=""""","=""0.0020""","=""L7185"""
"=""3s2.3p3.(2D*).4s""","=""1D*""","=""2""",5,"=""""","=""35.0095""","=""""","=""0.0020""","=""L7185"""
"=""3s2.3p3.(2P*).4s""","=""3P*""","=""0""",1,"=""""","=""36.3747""","=""""","=""0.0021""","=""L7185"""
"=""3s2.3p3.(2P*).4s""","=""3P*""","=""1""",3,"=""""","=""36.3858""","=""""","=""0.0021""","=""L7185"""
"=""3s2.3p3.(2P*).4s""","=""3P*""","=""2""",5,"=""""","=""36.4166""","=""""","=""0.0021""","=""L7185"""
"=""3s2.3p3.(2P*).4s""","=""1P*""","=""1""",3,"=""""","=""36.9637""","=""""","=""0.0022""","=""L7185"""
"=""3s2.3p3.(2P*).3d""","=""1P*""","=""1""",3,"=""""","=""37.0586""","=""""","=""0.0022""","=""L7185"""
"=""3s2.3p3.(4S*).5s""","=""3S*""","=""1""",3,"=""""","=""45.612""","=""""","=""0.004""","=""L7185"""
"=""K V (3p3 4S*<3/2>)""","=""Limit""","=""---""",,"=""[""","=""60.917""","=""]""","=""0.019""","=""L11770"""
