obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""""","=""62.9602""","=""""","=""4.9e+09""",E,"=""0.00000""","=""19.69247""","=""3s2.3p3""","=""4S*""","=""3/2""","=""3s.3p4""","=""4P""","=""1/2""",4,2,,"=""T668LS""","=""""",
"=""""","=""63.3844""","=""""","=""5.0e+09""",E,"=""0.00000""","=""19.56068""","=""3s2.3p3""","=""4S*""","=""3/2""","=""3s.3p4""","=""4P""","=""3/2""",4,4,,"=""T668LS""","=""""",
"=""""","=""64.1904""","=""""","=""4.7e+09""",E,"=""0.00000""","=""19.31506""","=""3s2.3p3""","=""4S*""","=""3/2""","=""3s.3p4""","=""4P""","=""5/2""",4,6,,"=""T668LS""","=""""",
"=""""","=""221.520""","=""""","=""1.2e+01""",C,"=""0.00000""","=""5.59698+x""","=""3s2.3p3""","=""4S*""","=""3/2""","=""3s2.3p3""","=""2P*""","=""3/2""",4,4,M1,"=""T233""","=""""",
"=""""","=""221.520""","=""""","=""2.9e-04""",D,"=""0.00000""","=""5.59698+x""","=""3s2.3p3""","=""4S*""","=""3/2""","=""3s2.3p3""","=""2P*""","=""3/2""",4,4,E2,"=""T233""","=""""",
"=""""","=""224.282""","=""""","=""4.8e+00""",C,"=""0.00000""","=""5.52805+x""","=""3s2.3p3""","=""4S*""","=""3/2""","=""3s2.3p3""","=""2P*""","=""1/2""",4,2,M1,"=""T233""","=""""",
"=""""","=""224.282""","=""""","=""2.0e-03""",D,"=""0.00000""","=""5.52805+x""","=""3s2.3p3""","=""4S*""","=""3/2""","=""3s2.3p3""","=""2P*""","=""1/2""",4,2,E2,"=""T233""","=""""",
"=""""","=""367.018""","=""""","=""""",,"=""0.00000""","=""3.37815+x""","=""3s2.3p3""","=""4S*""","=""3/2""","=""3s2.3p3""","=""2D*""","=""5/2""",4,6,M1+E2,"=""""","=""""",
"=""""","=""372.646""","=""""","=""""",,"=""0.00000""","=""3.32713+x""","=""3s2.3p3""","=""4S*""","=""3/2""","=""3s2.3p3""","=""2D*""","=""3/2""",4,4,M1,"=""""","=""""",
"=""""","=""546.221""","=""""","=""3.9e+00""",C,"=""3.32713+x""","=""5.59698+x""","=""3s2.3p3""","=""2D*""","=""3/2""","=""3s2.3p3""","=""2P*""","=""3/2""",4,4,M1,"=""T233""","=""""",
"=""""","=""546.221""","=""""","=""3.5e-01""",D,"=""3.32713+x""","=""5.59698+x""","=""3s2.3p3""","=""2D*""","=""3/2""","=""3s2.3p3""","=""2P*""","=""3/2""",4,4,E2,"=""T233""","=""""",
"=""""","=""558.781""","=""""","=""2.1e+00""",C,"=""3.37815+x""","=""5.59698+x""","=""3s2.3p3""","=""2D*""","=""5/2""","=""3s2.3p3""","=""2P*""","=""3/2""",6,4,M1,"=""T233""","=""""",
"=""""","=""558.781""","=""""","=""7.8e-01""",D,"=""3.37815+x""","=""5.59698+x""","=""3s2.3p3""","=""2D*""","=""5/2""","=""3s2.3p3""","=""2P*""","=""3/2""",6,4,E2,"=""T233""","=""""",
"=""""","=""563.33""","=""""","=""2.3e+00""",C,"=""3.32713+x""","=""5.52805+x""","=""3s2.3p3""","=""2D*""","=""3/2""","=""3s2.3p3""","=""2P*""","=""1/2""",4,2,M1,"=""T233""","=""""",
"=""""","=""563.33""","=""""","=""6.4e-01""",D,"=""3.32713+x""","=""5.52805+x""","=""3s2.3p3""","=""2D*""","=""3/2""","=""3s2.3p3""","=""2P*""","=""1/2""",4,2,E2,"=""T233""","=""""",
"=""""","=""576.70""","=""""","=""3.9e-01""",D,"=""3.37815+x""","=""5.52805+x""","=""3s2.3p3""","=""2D*""","=""5/2""","=""3s2.3p3""","=""2P*""","=""1/2""",6,2,E2,"=""T233""","=""""",
"=""""","=""17986""","=""""","=""1.54e-03""",B,"=""5.52805+x""","=""5.59698+x""","=""3s2.3p3""","=""2P*""","=""1/2""","=""3s2.3p3""","=""2P*""","=""3/2""",2,4,M1,"=""T233""","=""""",
"=""""","=""17986""","=""""","=""2.2e-10""",D,"=""5.52805+x""","=""5.59698+x""","=""3s2.3p3""","=""2P*""","=""1/2""","=""3s2.3p3""","=""2P*""","=""3/2""",2,4,E2,"=""T233""","=""""",
"=""""","=""24301""","=""""","=""8.2e-11""",D,"=""3.32713+x""","=""3.37815+x""","=""3s2.3p3""","=""2D*""","=""3/2""","=""3s2.3p3""","=""2D*""","=""5/2""",4,6,E2,"=""T233""","=""""",
"=""""","=""24301""","=""""","=""7.83e-04""",B,"=""3.32713+x""","=""3.37815+x""","=""3s2.3p3""","=""2D*""","=""3/2""","=""3s2.3p3""","=""2D*""","=""5/2""",4,6,M1,"=""T233""","=""""",
