Initial State,Final State,Partial Lifetime /s,Delta Energy /eV
Ar 2[3/2]o_1;v=3s2.3p5(2Po_3/2)4s,Ar 1S;v=3s2.3p6,7.57576e-09,-11.6233248571425
Ar 2[1/2]o_1;v=3s2.3p5(2Po_1/2)4s,Ar 1S;v=3s2.3p6,1.8797e-09,-11.8277948803146
Ar 2[1/2]_1;v=3s2.3p5(2Po_3/2)4p,Ar 2[3/2]o_2;v=3s2.3p5(2Po_3/2)4s,5.29101e-08,-1.3586172609208003
Ar 2[1/2]_1;v=3s2.3p5(2Po_3/2)4p,Ar 2[3/2]o_1;v=3s2.3p5(2Po_3/2)4s,1.85185e-07,-1.2833804255783008
Ar 2[1/2]_1;v=3s2.3p5(2Po_3/2)4p,Ar 2[1/2]o_0;v=3s2.3p5(2Po_1/2)4s,1.02041e-06,-1.1838153273208007
Ar 2[1/2]_1;v=3s2.3p5(2Po_3/2)4p,Ar 2[1/2]o_1;v=3s2.3p5(2Po_1/2)4s,5.26316e-06,-1.0789104024061995
Ar 2[5/2]_3;v=3s2.3p5(2Po_3/2)4p,Ar 2[3/2]o_2;v=3s2.3p5(2Po_3/2)4s,3.0303e-08,-1.5273558623865995
Ar 2[5/2]_2;v=3s2.3p5(2Po_3/2)4p,Ar 2[3/2]o_1;v=3s2.3p5(2Po_3/2)4s,4.65116e-08,-1.4712121531467002
Ar 2[5/2]_2;v=3s2.3p5(2Po_3/2)4p,Ar 2[3/2]o_2;v=3s2.3p5(2Po_3/2)4s,1.07527e-07,-1.5464489884891996
Ar 2[5/2]_2;v=3s2.3p5(2Po_3/2)4p,Ar 2[1/2]o_1;v=3s2.3p5(2Po_1/2)4s,6.80271e-07,-1.266742129974599
Ar 2[3/2]_1;v=3s2.3p5(2Po_3/2)4p,Ar 2[3/2]o_1;v=3s2.3p5(2Po_3/2)4s,4e-08,-1.5294833821613008
Ar 2[3/2]_1;v=3s2.3p5(2Po_3/2)4p,Ar 2[3/2]o_2;v=3s2.3p5(2Po_3/2)4s,1.92308e-07,-1.6047202175038002
Ar 2[3/2]_1;v=3s2.3p5(2Po_3/2)4p,Ar 2[1/2]o_0;v=3s2.3p5(2Po_1/2)4s,4.11523e-07,-1.4299182839038007
Ar 2[3/2]_1;v=3s2.3p5(2Po_3/2)4p,Ar 2[1/2]o_1;v=3s2.3p5(2Po_1/2)4s,9.43396e-07,-1.3250133589891995
