obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""106.6660""","=""106.6659865""","=""""","=""500r""","=""1.320e+08""",A+,"=""0.00000000""","=""11.62359272""","=""3s2.3p6""","=""1S""","=""0""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""",1,3,,"=""T7574""","=""L2131""",
"=""320.129""","=""""","=""""","=""8""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L2131""",
"=""332.030""","=""""","=""""","=""7""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3512""",
"=""337.444""","=""""","=""""","=""7""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3512""",
"=""339.470""","=""""","=""""","=""7""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3512""",
"=""""","=""340.71576""","=""""","=""""","=""3.9e+05""",D,"=""11.82807116""","=""15.4670046""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""3s2.3p5.(2P*<1/2>).7p""","=""2[1/2]""","=""0""",3,1,,"=""T1086n""","=""""",
"=""346.206""","=""346.20697""","=""""","=""7""","=""6.7e+04""",D,"=""11.62359272""","=""15.2048089""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""","=""3s2.3p5.(2P*<1/2>).6p""","=""2[3/2]""","=""2""",3,5,,"=""T1086n""","=""L3512""",
"=""355.5321""","=""355.53208""","=""""","=""7""","=""2.7e+05""",D,"=""11.54835442""","=""15.0356402""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""","=""3s2.3p5.(2P*<3/2>).6p""","=""2[3/2]""","=""2""",5,5,,"=""T1086n""","=""L2634""",
"=""""","=""356.43036""","=""""","=""""","=""1.2e+05""",D,"=""11.72316039""","=""15.2016576""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""0""","=""3s2.3p5.(2P*<1/2>).6p""","=""2[3/2]""","=""1""",1,3,,"=""T1086n""","=""""",
"=""""","=""356.86747""","=""""","=""""","=""1.1e+05""",D,"=""11.54835442""","=""15.0225909""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""","=""3s2.3p5.(2P*<3/2>).6p""","=""2[5/2]""","=""3""",5,7,,"=""T1086n""","=""""",
"=""""","=""357.33152""","=""""","=""""","=""5.1e+05""",D,"=""11.82807116""","=""15.2977958""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).7p""","=""2[1/2]""","=""0""",3,1,,"=""T1086n""","=""""",
"=""360.7551""","=""360.75504""","=""""","=""7""","=""7.6e+05""",D,"=""11.62359272""","=""15.0603901""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).6p""","=""2[1/2]""","=""0""",3,1,,"=""T1086n""","=""L2634""",
"=""""","=""363.37184""","=""""","=""""","=""6.6e+04""",D,"=""11.62359272""","=""15.0356402""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).6p""","=""2[3/2]""","=""2""",3,5,,"=""T1086n""","=""""",
"=""""","=""363.54960""","=""""","=""""","=""1.3e+05""",D,"=""11.62359272""","=""15.0339719""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).6p""","=""2[3/2]""","=""1""",3,3,,"=""T1086n""","=""""",
"=""""","=""364.41545""","=""""","=""""","=""2.4e+04""",D,"=""11.62359272""","=""15.0258688""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).6p""","=""2[5/2]""","=""2""",3,5,,"=""T1086n""","=""""",
"=""""","=""365.08716""","=""""","=""""","=""8.0e+05""",D,"=""11.82807116""","=""15.2240875""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""3s2.3p5.(2P*<1/2>).6p""","=""2[1/2]""","=""0""",3,1,,"=""T1086n""","=""""",
"=""""","=""366.05716""","=""""","=""""","=""4.4e+04""",D,"=""11.62359272""","=""15.0106102""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).6p""","=""2[1/2]""","=""1""",3,3,,"=""T1086n""","=""""",
"=""""","=""367.17154""","=""""","=""""","=""3.1e+04""",D,"=""11.82807116""","=""15.2048089""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""3s2.3p5.(2P*<1/2>).6p""","=""2[3/2]""","=""2""",3,5,,"=""T1086n""","=""""",
"=""""","=""367.62817""","=""""","=""""","=""4.9e+04""",D,"=""11.82807116""","=""15.2006146""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""3s2.3p5.(2P*<1/2>).6p""","=""2[1/2]""","=""1""",3,3,,"=""T1086n""","=""""",
"=""377.1440""","=""377.14401""","=""""","=""20""","=""7.0e+04""",D,"=""11.72316039""","=""15.0106102""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""0""","=""3s2.3p5.(2P*<3/2>).6p""","=""2[1/2]""","=""1""",1,3,,"=""T1086n""","=""L2634""",
"=""383.5767""","=""383.57662""","=""""","=""7""","=""7.5e+05""",D,"=""11.82807116""","=""15.0603901""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).6p""","=""2[1/2]""","=""0""",3,1,,"=""T1086n""","=""L2634""",
"=""""","=""389.57636""","=""""","=""""","=""5.7e+04""",D,"=""11.82807116""","=""15.0106102""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).6p""","=""2[1/2]""","=""1""",3,3,,"=""T1086n""","=""""",
"=""394.8622""","=""394.862198""","=""""","=""7""","=""5.6e+04""",C+,"=""11.54835442""","=""14.68829030""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""","=""3s2.3p5.(2P*<1/2>).5p""","=""2[3/2]""","=""2""",5,5,,"=""T5223""","=""L2634""",
"=""395.0097""","=""395.009646""","=""""","=""35""","=""4.6e+05""",B,"=""11.54835442""","=""14.68711824""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""","=""3s2.3p5.(2P*<1/2>).5p""","=""2[1/2]""","=""1""",5,3,,"=""T5223""","=""L2634""",
"=""404.5561""","=""404.556062""","=""""","=""50""","=""3.3e+05""",B,"=""11.62359272""","=""14.68829030""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""","=""3s2.3p5.(2P*<1/2>).5p""","=""2[3/2]""","=""2""",3,5,,"=""T5223""","=""L2634""",
"=""""","=""404.710839""","=""""","=""""","=""4.1e+04""",B,"=""11.62359272""","=""14.68711824""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""","=""3s2.3p5.(2P*<1/2>).5p""","=""2[1/2]""","=""1""",3,3,,"=""T5223""","=""""",
"=""""","=""405.567098""","=""""","=""""","=""2.7e+04""",C+,"=""11.62359272""","=""14.68065033""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""","=""3s2.3p5.(2P*<1/2>).5p""","=""2[3/2]""","=""1""",3,3,,"=""T5223""","=""""",
"=""415.9762""","=""415.976318""","=""""","=""400""","=""1.40e+06""",B,"=""11.54835442""","=""14.52891349""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""","=""3s2.3p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""",5,5,,"=""T5223""","=""L2634""",
"=""416.5354""","=""416.535347""","=""""","=""50""","=""2.9e+05""",B,"=""11.54835442""","=""14.52491330""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""","=""3s2.3p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""",5,3,,"=""T5223""","=""L2634""",
"=""418.3063""","=""418.306213""","=""""","=""50""","=""5.6e+05""",B,"=""11.72316039""","=""14.68711824""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""0""","=""3s2.3p5.(2P*<1/2>).5p""","=""2[1/2]""","=""1""",1,3,,"=""T5223""","=""L2634""",
"=""419.1894""","=""419.189385""","=""""","=""100""","=""2.80e+05""",B,"=""11.54835442""","=""14.50606764""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""","=""3s2.3p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""",5,5,,"=""T5223""","=""L2634""",
"=""419.2210""","=""419.221031""","=""""","=""50""","=""5.4e+05""",C+,"=""11.72316039""","=""14.68065033""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""0""","=""3s2.3p5.(2P*<1/2>).5p""","=""2[3/2]""","=""1""",1,3,,"=""T5223""","=""L2634""",
"=""419.9500""","=""419.950020""","=""""","=""200""","=""2.57e+06""",B,"=""11.62359272""","=""14.57594878""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).5p""","=""2[1/2]""","=""0""",3,1,,"=""T5223""","=""L2634""",
"=""420.1858""","=""420.185824""","=""""","=""400""","=""9.7e+05""",B+,"=""11.54835442""","=""14.49905364""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""","=""3s2.3p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""",5,7,,"=""T5223""","=""L2634""",
"=""425.2382""","=""425.23817""","=""""","=""25""","=""1.11e+05""",C+,"=""11.54835442""","=""14.46399577""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""","=""3s2.3p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""",5,3,,"=""T5223""","=""L2634""",
"=""426.0561""","=""426.05607""","=""""","=""200""","=""3.98e+06""",B+,"=""11.82807116""","=""14.73811536""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""3s2.3p5.(2P*<1/2>).5p""","=""2[1/2]""","=""0""",3,1,,"=""T5223""","=""L2634""",
"=""426.7487""","=""426.74874""","=""""","=""100""","=""3.1e+05""",C+,"=""11.62359272""","=""14.52891349""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""",3,5,,"=""T5223""","=""L2634""",
"=""427.3371""","=""427.33712""","=""""","=""150""","=""8.0e+05""",B,"=""11.62359272""","=""14.52491330""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""",3,3,,"=""T5223""","=""L2634""",
"=""430.1311""","=""430.13106""","=""""","=""100""","=""3.77e+05""",B+,"=""11.62359272""","=""14.50606764""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""",3,5,,"=""T5223""","=""L2634""",
"=""433.4779""","=""433.47797""","=""""","=""100""","=""5.7e+05""",B+,"=""11.82807116""","=""14.68829030""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""3s2.3p5.(2P*<1/2>).5p""","=""2[3/2]""","=""2""",3,5,,"=""T5223""","=""L2634""",
"=""433.6557""","=""433.65567""","=""""","=""50""","=""3.9e+05""",C+,"=""11.82807116""","=""14.68711824""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""3s2.3p5.(2P*<1/2>).5p""","=""2[1/2]""","=""1""",3,3,,"=""T5223""","=""L2634""",
"=""434.6390""","=""434.63894""","=""""","=""25""","=""3.0e+05""",B,"=""11.82807116""","=""14.68065033""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""3s2.3p5.(2P*<1/2>).5p""","=""2[3/2]""","=""1""",3,3,,"=""T5223""","=""L2634""",
"=""""","=""436.50213""","=""""","=""""","=""1.20e+04""",B,"=""11.62359272""","=""14.46399577""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""",3,3,,"=""T5223""","=""""",
"=""""","=""442.52367""","=""""","=""""","=""7.3e+03""",C+,"=""11.72316039""","=""14.52491330""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""0""","=""3s2.3p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""",1,3,,"=""T5223""","=""""",
"=""451.1998""","=""451.19985""","=""""","=""100""","=""1.18e+06""",B+,"=""11.82807116""","=""14.57594878""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).5p""","=""2[1/2]""","=""0""",3,1,,"=""T5223""","=""L2634""",
"=""452.3591""","=""452.35916""","=""""","=""20""","=""9.0e+04""",B,"=""11.72316039""","=""14.46399577""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""0""","=""3s2.3p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""",1,3,,"=""T5223""","=""L2634""",
"=""""","=""454.6021""","=""""","=""""","=""8.3e+04""",E,"=""12.90701530""","=""15.634328""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).11d""","=""2[1/2]*""","=""1""",3,3,,"=""T1164n""","=""""",
"=""""","=""455.5601""","=""""","=""""","=""3.8e+04""",E,"=""12.90701530""","=""15.628593""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).7d""","=""2[3/2]*""","=""2""",3,5,,"=""T1164n""","=""""",
"=""""","=""458.6241""","=""""","=""""","=""1.6e+05""",E,"=""12.90701530""","=""15.610410""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).10d""","=""2[3/2]*""","=""2""",3,5,,"=""T1164n""","=""""",
"=""""","=""458.7897""","=""""","=""""","=""2.3e+05""",E,"=""12.90701530""","=""15.609435""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).10d""","=""2[1/2]*""","=""1""",3,3,,"=""T1164n""","=""""",
"=""""","=""458.8494""","=""""","=""""","=""4.9e+05""",E,"=""12.90701530""","=""15.609082""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).10d""","=""2[1/2]*""","=""0""",3,1,,"=""T1164n""","=""""",
"=""""","=""459.05752""","=""""","=""""","=""6.2e+03""",C,"=""11.82807116""","=""14.52891349""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""",3,5,,"=""T5223""","=""""",
"=""459.7385""","=""459.73843""","=""""","=""15""","=""9.5e+04""",B,"=""11.82807116""","=""14.52491330""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""",3,3,,"=""T5223""","=""L2634""",
"=""462.9737""","=""462.97372""","=""""","=""7""","=""3.83e+04""",B+,"=""11.82807116""","=""14.50606764""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""",3,5,,"=""T5223""","=""L2634""",
"=""""","=""464.3437""","=""""","=""""","=""9.6e+04""",E,"=""12.90701530""","=""15.577111""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).9d""","=""2[3/2]*""","=""2""",3,5,,"=""T1164n""","=""""",
"=""""","=""464.8791""","=""""","=""""","=""1.2e+05""",E,"=""12.90701530""","=""15.574036""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).9d""","=""2[1/2]*""","=""1""",3,3,,"=""T1164n""","=""""",
"=""470.3632""","=""470.36322""","=""""","=""15""","=""1.09e+05""",B,"=""11.82807116""","=""14.46399577""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""",3,3,,"=""T5223""","=""L2634""",
"=""""","=""474.8148""","=""""","=""""","=""3.6e+05""",E,"=""12.90701530""","=""15.518227""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).8d""","=""2[1/2]*""","=""0""",3,1,,"=""T1164n""","=""""",
"=""""","=""475.42680""","=""""","=""""","=""4.5e+05""",E,"=""12.90701530""","=""15.5148657""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).8d""","=""2[1/2]*""","=""1""",3,3,,"=""T1164n""","=""""",
"=""""","=""477.00063""","=""""","=""""","=""8.6e+05""",D,"=""12.90701530""","=""15.5062613""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).6d""","=""2[3/2]*""","=""2""",3,5,,"=""T1218n""","=""""",
"=""""","=""480.0084""","=""""","=""""","=""8.8e+04""",E,"=""13.07571571""","=""15.658675""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).12d""","=""2[7/2]*""","=""4""",7,9,,"=""T1164n""","=""""",
"=""""","=""483.7321""","=""""","=""""","=""9.3e+04""",E,"=""13.07571571""","=""15.638792""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).11d""","=""2[7/2]*""","=""4""",7,9,,"=""T1164n""","=""""",
"=""""","=""483.8049""","=""""","=""""","=""1.02e+05""",C,"=""12.90701530""","=""15.469706""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""2""",3,5,,"=""T1164n""","=""""",
"=""""","=""487.76226""","=""""","=""""","=""7.8e+05""",D,"=""12.90701530""","=""15.4489134""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""2""",3,5,,"=""T1218n""","=""""",
"=""""","=""488.7655""","=""""","=""""","=""1.2e+05""",E,"=""13.07571571""","=""15.612397""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).10d""","=""2[7/2]*""","=""4""",7,9,,"=""T1164n""","=""""",
"=""""","=""488.93121""","=""""","=""""","=""1.3e+06""",D,"=""12.90701530""","=""15.4428362""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).7d""","=""2[1/2]*""","=""1""",3,3,,"=""T1218n""","=""""",
"=""""","=""489.60577""","=""""","=""""","=""1.8e+06""",D,"=""12.90701530""","=""15.4393425""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).7d""","=""2[1/2]*""","=""0""",3,1,,"=""T1218n""","=""""",
"=""""","=""492.2408""","=""""","=""""","=""5.9e+04""",E,"=""13.09487256""","=""15.613644""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).10d""","=""2[7/2]*""","=""3""",5,7,,"=""T1164n""","=""""",
"=""""","=""493.9098""","=""""","=""""","=""3.6e+04""",E,"=""13.07571571""","=""15.585975""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).11s""","=""2[3/2]*""","=""2""",7,5,,"=""T1164n""","=""""",
"=""""","=""495.8133""","=""""","=""""","=""1.8e+05""",E,"=""13.07571571""","=""15.576338""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).9d""","=""2[7/2]*""","=""4""",7,9,,"=""T1164n""","=""""",
"=""""","=""499.1335""","=""""","=""""","=""1.1e+05""",E,"=""13.09487256""","=""15.578861""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).9d""","=""2[7/2]*""","=""3""",5,7,,"=""T1164n""","=""""",
"=""""","=""503.3427""","=""""","=""""","=""8.2e+04""",E,"=""13.07571571""","=""15.538932""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""2""",7,5,,"=""T1164n""","=""""",
"=""""","=""505.0219""","=""""","=""""","=""4.6e+05""",D,"=""12.90701530""","=""15.3620414""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""2""",3,5,,"=""T1218n""","=""""",
"=""""","=""505.5585""","=""""","=""""","=""4.5e+05""",D,"=""12.90701530""","=""15.3594356""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).7s""","=""2[1/2]*""","=""1""",3,3,,"=""T1218n""","=""""",
"=""""","=""505.7938""","=""""","=""""","=""5.7e+05""",D,"=""12.90701530""","=""15.3582946""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).7s""","=""2[1/2]*""","=""0""",3,1,,"=""T1218n""","=""""",
"=""""","=""506.1490""","=""""","=""""","=""3.7e+05""",E,"=""13.07571571""","=""15.5252750""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).8d""","=""2[7/2]*""","=""4""",7,9,,"=""T1164n""","=""""",
"=""""","=""507.2391""","=""""","=""""","=""2.6e+05""",E,"=""13.09487256""","=""15.539168""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""1""",5,3,,"=""T1164n""","=""""",
"=""""","=""507.4490""","=""""","=""""","=""5.9e+04""",D,"=""12.90701530""","=""15.3502992""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""2""",3,5,,"=""T1164n""","=""""",
"=""""","=""507.9448""","=""""","=""""","=""4.7e+04""",E,"=""13.07571571""","=""15.5166146""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<1/2>).6d""","=""2[5/2]*""","=""3""",7,7,,"=""T1164n""","=""""",
