obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""""","=""""","=""2.90565""","=""0.00007""","=""""","=""""",,"=""9.97624""","=""(436.676)""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p2""","=""2S""","=""1/2""",2,2,,"=""""","=""""",
"=""""","=""""","=""2.90587""","=""0.00007""","=""""","=""""",,"=""10.00838""","=""(436.676)""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p2""","=""2S""","=""1/2""",4,2,,"=""""","=""""",
"=""2.9147""","=""0.0006""","=""2.91500""","=""0.00004""","=""*""","=""""",,"=""0.00000""","=""(425.332)""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).2s.2p.(1P*)""","=""2P*""","=""3/2""",2,4,,"=""""","=""L22456,L18552c220""",
"=""2.9147""","=""0.0006""","=""2.91501""","=""0.00004""","=""*""","=""""",,"=""0.00000""","=""(425.331)""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).2s.2p.(1P*)""","=""2P*""","=""1/2""",2,2,,"=""""","=""L22456,L18552c220""",
"=""2.9427""","=""0.0005""","=""2.943005""","=""0.000011""","=""*""","=""""",,"=""0.00000""","=""(421.2843)""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).2s.2p.(3P*)""","=""2P*""","=""3/2""",2,4,,"=""""","=""L22456,L18552c220,L4172""",
"=""2.9427""","=""0.0005""","=""2.943180""","=""0.000012""","=""*""","=""""",,"=""0.00000""","=""(421.2593)""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).2s.2p.(3P*)""","=""2P*""","=""1/2""",2,2,,"=""""","=""L22456,L18552c220,L4172""",
"=""2.9460""","=""0.0020""","=""2.946359""","=""0.000015""","=""*""","=""""",,"=""9.97624""","=""(430.7810)""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p2""","=""2P""","=""3/2""",2,4,,"=""""","=""L22456,L4172""",
"=""2.9460""","=""0.0020""","=""2.946584""","=""0.000015""","=""*""","=""""",,"=""10.00838""","=""(430.7810)""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p2""","=""2P""","=""3/2""",4,4,,"=""""","=""L22456,L4172""",
"=""2.9460""","=""0.0020""","=""2.946630""","=""0.000016""","=""*""","=""""",,"=""9.97624""","=""(430.7423)""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p2""","=""2P""","=""1/2""",2,2,,"=""""","=""L22456,L4172""",
"=""2.9460""","=""0.0020""","=""2.946855""","=""0.000016""","=""*""","=""""",,"=""10.00838""","=""(430.7423)""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p2""","=""2P""","=""1/2""",4,2,,"=""""","=""L22456,L4172""",
"=""2.9567""","=""0.0006""","=""2.95728""","=""0.00004""","=""*""","=""""",,"=""9.97624""","=""(429.227)""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p2""","=""2D""","=""3/2""",2,4,,"=""""","=""L22456,L4172""",
"=""2.9567""","=""0.0006""","=""2.95751""","=""0.00004""","=""*""","=""""",,"=""10.00838""","=""(429.227)""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p2""","=""2D""","=""3/2""",4,4,,"=""""","=""L22456,L4172""",
"=""2.9567""","=""0.0006""","=""2.95765""","=""0.00004""","=""*""","=""""",,"=""10.00838""","=""(429.207)""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p2""","=""2D""","=""5/2""",4,6,,"=""""","=""L22456,L4172""",
"=""""","=""""","=""2.987054""","=""0.000012""","=""""","=""""",,"=""9.97624""","=""425.0481+x""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p2""","=""4P""","=""5/2""",2,6,,"=""""","=""""",
"=""""","=""""","=""2.987155""","=""0.000012""","=""""","=""""",,"=""9.97624""","=""425.0341+x""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p2""","=""4P""","=""3/2""",2,4,,"=""""","=""""",
"=""""","=""""","=""2.987285""","=""0.000012""","=""""","=""""",,"=""10.00838""","=""425.0481+x""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p2""","=""4P""","=""5/2""",4,6,,"=""""","=""""",
"=""""","=""""","=""2.987300""","=""0.000012""","=""""","=""""",,"=""9.97624""","=""425.0139+x""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p2""","=""4P""","=""1/2""",2,2,,"=""""","=""""",
"=""""","=""""","=""2.987386""","=""0.000012""","=""""","=""""",,"=""10.00838""","=""425.0341+x""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p2""","=""4P""","=""3/2""",4,4,,"=""""","=""""",
"=""""","=""""","=""2.987532""","=""0.000012""","=""""","=""""",,"=""10.00838""","=""425.0139+x""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p2""","=""4P""","=""1/2""",4,2,,"=""""","=""""",
"=""""","=""""","=""2.995595""","=""0.000013""","=""""","=""""",,"=""0.00000""","=""413.8884+x""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).2s.2p.(3P*)""","=""4P*""","=""5/2""",2,6,,"=""""","=""""",
"=""""","=""""","=""2.995784""","=""0.000010""","=""""","=""""",,"=""0.00000""","=""(413.8622)+x""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).2s.2p.(3P*)""","=""4P*""","=""3/2""",2,4,,"=""""","=""""",
"=""""","=""""","=""2.995820""","=""0.000014""","=""""","=""""",,"=""0.00000""","=""413.8573+x""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).2s.2p.(3P*)""","=""4P*""","=""1/2""",2,2,,"=""""","=""""",
"=""""","=""""","=""3.09232""","=""0.00006""","=""""","=""""",,"=""9.97624""","=""(410.919)""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2s2""","=""2S""","=""1/2""",2,2,,"=""""","=""""",
"=""""","=""""","=""3.09256""","=""0.00006""","=""""","=""""",,"=""10.00838""","=""(410.919)""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2s2""","=""2S""","=""1/2""",4,2,,"=""""","=""""",
"=""""","=""""","=""13.124801""","=""""","=""""","=""3.88e+08""",B,"=""0.00000""","=""[94.46558]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.10p""","=""2P*""","=""1/2""",2,2,,"=""T3225LS""","=""""",
"=""""","=""""","=""13.124767""","=""""","=""""","=""3.88e+08""",B,"=""0.00000""","=""[94.46583]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.10p""","=""2P*""","=""3/2""",2,4,,"=""T3225LS""","=""""",
"=""""","=""""","=""13.237818""","=""""","=""""","=""5.31e+08""",B,"=""0.00000""","=""[93.65909]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.9p""","=""2P*""","=""1/2""",2,2,,"=""T3225LS""","=""""",
"=""""","=""""","=""13.237769""","=""""","=""""","=""5.31e+08""",B,"=""0.00000""","=""[93.65944]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.9p""","=""2P*""","=""3/2""",2,4,,"=""T3225LS""","=""""",
"=""""","=""""","=""13.399329""","=""""","=""""","=""7.72e+08""",B,"=""0.00000""","=""[92.53015]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.8p""","=""2P*""","=""1/2""",2,2,,"=""T5118LS""","=""""",
"=""""","=""""","=""13.399259""","=""""","=""""","=""7.72e+08""",B,"=""0.00000""","=""[92.53063]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.8p""","=""2P*""","=""3/2""",2,4,,"=""T5118LS""","=""""",
