obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""4.3350""","=""0.0020""","=""4.3368""","=""0.0008""","=""1*""","=""""",,"=""[202.9538]""","=""488.84""","=""1s.2p""","=""3P*""","=""1""","=""2p.3p""","=""3P""","=""0,1,2""",3,9,,"=""""","=""L4250,L12548""",
"=""4.3350""","=""0.0020""","=""4.3368""","=""0.0008""","=""1*""","=""""",,"=""[202.9558]""","=""488.84""","=""1s.2p""","=""3P*""","=""0""","=""2p.3p""","=""3P""","=""0,1,2""",1,9,,"=""""","=""L4250,L12548""",
"=""4.3350""","=""0.0020""","=""4.3369""","=""0.0008""","=""1*""","=""""",,"=""[202.9604]""","=""488.84""","=""1s.2p""","=""3P*""","=""2""","=""2p.3p""","=""3P""","=""0,1,2""",5,9,,"=""""","=""L4250,L12548""",
"=""4.3590""","=""0.0020""","=""4.3604""","=""0.0007""","=""2*""","=""""",,"=""[202.9558]""","=""487.30""","=""1s.2p""","=""3P*""","=""0""","=""2p.3p""","=""3D""","=""1,2,3""",1,15,,"=""""","=""L4250,L12548""",
"=""4.3590""","=""0.0020""","=""4.3604""","=""0.0008""","=""2*""","=""""",,"=""[202.9538]""","=""487.30""","=""1s.2p""","=""3P*""","=""1""","=""2p.3p""","=""3D""","=""1,2,3""",3,15,,"=""""","=""L4250,L12548""",
"=""4.3590""","=""0.0020""","=""4.3605""","=""0.0008""","=""2*""","=""""",,"=""[202.9604]""","=""487.30""","=""1s.2p""","=""3P*""","=""2""","=""2p.3p""","=""3D""","=""1,2,3""",5,15,,"=""""","=""L4250,L12548""",
"=""4.8304""","=""0.0008""","=""4.83007""","=""0.00005""","=""7bl*""","=""""",,"=""0.000000""","=""[256.6926]""","=""1s2""","=""1S""","=""0""","=""1s.9p""","=""1P*""","=""1""",1,3,,"=""""","=""L5145,L12548""",
"=""4.8304""","=""0.0008""","=""4.8306""","=""0.0011""","=""7bl*""","=""""",,"=""[235.1796]""","=""491.85""","=""1s.3d""","=""1D""","=""2""","=""2p.3d""","=""1F*""","=""3""",5,7,,"=""""","=""L5145,L12548""",
"=""4.8437""","=""0.0007""","=""4.84349""","=""0.00005""","=""6""","=""""",,"=""0.000000""","=""[255.9811]""","=""1s2""","=""1S""","=""0""","=""1s.8p""","=""1P*""","=""1""",1,3,,"=""""","=""L5145,L12548""",
"=""""","=""""","=""4.86319""","=""0.00005""","=""m""","=""""",,"=""0.000000""","=""[254.9439]""","=""1s2""","=""1S""","=""0""","=""1s.7p""","=""1P*""","=""1""",1,3,,"=""""","=""L12548""",
"=""4.8718""","=""0.0010""","=""4.8707""","=""0.0006""","=""5*""","=""""",,"=""[235.1615]""","=""489.71""","=""1s.3d""","=""3D""","=""1""","=""2p.3d""","=""3D*""","=""1,2,3""",3,15,,"=""""","=""L4172""",
"=""4.8718""","=""0.0010""","=""4.8707""","=""0.0006""","=""5*""","=""""",,"=""[235.1615]""","=""489.71""","=""1s.3d""","=""3D""","=""2""","=""2p.3d""","=""3D*""","=""1,2,3""",5,15,,"=""""","=""L4172""",
"=""4.8718""","=""0.0010""","=""4.8707""","=""0.0006""","=""5*""","=""""",,"=""[235.1615]""","=""489.71""","=""1s.3d""","=""3D""","=""3""","=""2p.3d""","=""3D*""","=""1,2,3""",7,15,,"=""""","=""L4172""",
"=""4.8770""","=""0.0010""","=""4.8767""","=""0.0010""","=""5*""","=""""",,"=""[234.6087]""","=""488.84""","=""1s.3p""","=""3P*""","=""0""","=""2p.3p""","=""3P""","=""0,1,2""",1,9,,"=""""","=""L4172""",
