Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""4d2.(3F).5s""","=""a 4F""","=""3/2""",4,"=""""","=""0.000000""","=""""","=""0""","=""L3465"""
"=""4d2.(3F).5s""","=""a 4F""","=""5/2""",6,"=""""","=""0.039014""","=""""","=""""","=""L3465"""
"=""4d2.(3F).5s""","=""a 4F""","=""7/2""",8,"=""""","=""0.094654""","=""""","=""""","=""L3465"""
"=""4d2.(3F).5s""","=""a 4F""","=""9/2""",10,"=""""","=""0.164020""","=""""","=""""","=""L3465"""
"=""4d3""","=""b 4F""","=""3/2""",4,"=""""","=""0.318913""","=""""","=""""","=""L3465"""
"=""4d3""","=""b 4F""","=""5/2""",6,"=""""","=""0.358940""","=""""","=""""","=""L3465"""
"=""4d3""","=""b 4F""","=""7/2""",8,"=""""","=""0.409103""","=""""","=""""","=""L3465"""
"=""4d3""","=""b 4F""","=""9/2""",10,"=""""","=""0.465890""","=""""","=""""","=""L3465"""
"=""4d2.(1D).5s""","=""a 2D""","=""3/2""",4,"=""""","=""0.526722""","=""""","=""""","=""L3465"""
"=""4d2.(1D).5s""","=""a 2D""","=""5/2""",6,"=""""","=""0.558611""","=""""","=""""","=""L3465"""
"=""4d2.(3P).5s""","=""a 2P""","=""1/2""",2,"=""""","=""0.709733""","=""""","=""""","=""L3465"""
"=""4d2.(3P).5s""","=""a 2P""","=""3/2""",4,"=""""","=""0.757754""","=""""","=""""","=""L3465"""
"=""4d2.(3F).5s""","=""a 2F""","=""5/2""",6,"=""""","=""0.713271""","=""""","=""""","=""L3465"""
"=""4d2.(3F).5s""","=""a 2F""","=""7/2""",8,"=""""","=""0.801881""","=""""","=""""","=""L3465"""
"=""4d2.(3P).5s""","=""a 4P""","=""1/2""",2,"=""""","=""0.931452""","=""""","=""""","=""L3465"""
"=""4d2.(3P).5s""","=""a 4P""","=""3/2""",4,"=""""","=""0.959144""","=""""","=""""","=""L3465"""
"=""4d2.(3P).5s""","=""a 4P""","=""5/2""",6,"=""""","=""0.999085""","=""""","=""""","=""L3465"""
"=""4d3""","=""a 2G""","=""7/2""",8,"=""""","=""0.971756""","=""""","=""""","=""L3465"""
"=""4d3""","=""a 2G""","=""9/2""",10,"=""""","=""1.010818""","=""""","=""""","=""L3465"""
"=""4d3""","=""b 4P""","=""1/2""",2,"=""""","=""1.184433""","=""""","=""""","=""L3465"""
"=""4d3""","=""b 4P""","=""3/2""",4,"=""""","=""1.207953""","=""""","=""""","=""L3465"""
"=""4d3""","=""b 4P""","=""5/2""",6,"=""""","=""1.235955""","=""""","=""""","=""L3465"""
"=""4d3""","=""a 2H""","=""9/2""",10,"=""""","=""1.485884""","=""""","=""""","=""L3465"""
"=""4d3""","=""a 2H""","=""11/2""",12,"=""""","=""1.532403""","=""""","=""""","=""L3465"""
"=""4d3""","=""b 2D""","=""3/2""",4,"=""""","=""1.664922""","=""""","=""""","=""L3465"""
"=""4d3""","=""b 2D""","=""5/2""",6,"=""""","=""1.755976""","=""""","=""""","=""L3465"""
"=""4d2.(1G).5s""","=""b 2G""","=""7/2""",8,"=""""","=""1.743188""","=""""","=""""","=""L3465"""
"=""4d2.(1G).5s""","=""b 2G""","=""9/2""",10,"=""""","=""1.759392""","=""""","=""""","=""L3465"""
"=""4d.5s2""","=""c 2D""","=""3/2""",4,"=""""","=""1.772805""","=""""","=""""","=""L3465"""
"=""4d.5s2""","=""c 2D""","=""5/2""",6,"=""""","=""1.826705""","=""""","=""""","=""L3465"""
"=""4d3""","=""b 2F""","=""7/2""",8,"=""""","=""2.409415""","=""""","=""""","=""L3465"""
"=""4d3""","=""b 2F""","=""5/2""",6,"=""""","=""2.419532""","=""""","=""""","=""L3465"""
"=""4d3""","=""b 2P""","=""1/2""",2,"=""""","=""2.431769""","=""""","=""""","=""L3465"""
"=""4d3""","=""b 2P""","=""3/2""",4,"=""""","=""2.489640""","=""""","=""""","=""L3465"""
"=""4d2.(1S).5s""","=""a 2S""","=""1/2""",2,"=""""","=""3.124596""","=""""","=""""","=""L3465"""
"=""4d3""","=""d 2D""","=""5/2""",6,"=""""","=""3.426998""","=""""","=""""","=""L807"""
"=""4d3""","=""d 2D""","=""3/2""",4,"=""""","=""3.434357""","=""""","=""""","=""L807"""
"=""4d2.(3F).5p""","=""z 4G*""","=""5/2""",6,"=""""","=""3.469553""","=""""","=""""","=""L3465"""
"=""4d2.(3F).5p""","=""z 4G*""","=""7/2""",8,"=""""","=""3.584264""","=""""","=""""","=""L3465"""
"=""4d2.(3F).5p""","=""z 4G*""","=""9/2""",10,"=""""","=""3.699672""","=""""","=""""","=""L3465"""
"=""4d2.(3F).5p""","=""z 4G*""","=""11/2""",12,"=""""","=""3.818185""","=""""","=""""","=""L3465"""
"=""4d2.(3F).5p""","=""z 2F*""","=""5/2""",6,"=""""","=""3.658150""","=""""","=""""","=""L3465"""
"=""4d2.(3F).5p""","=""z 2F*""","=""7/2""",8,"=""""","=""3.789174""","=""""","=""""","=""L3465"""
"=""4d2.(3F).5p""","=""z 4F*""","=""3/2""",4,"=""""","=""3.691952""","=""""","=""""","=""L3465"""
"=""4d2.(3F).5p""","=""z 4F*""","=""5/2""",6,"=""""","=""3.787901""","=""""","=""""","=""L3465"""
"=""4d2.(3F).5p""","=""z 4F*""","=""7/2""",8,"=""""","=""3.874417""","=""""","=""""","=""L3465"""
"=""4d2.(3F).5p""","=""z 4F*""","=""9/2""",10,"=""""","=""3.950941""","=""""","=""""","=""L3465"""
"=""4d2.(3F).5p""","=""z 2D*""","=""3/2""",4,"=""""","=""3.773506""","=""""","=""""","=""L3465"""
"=""4d2.(3F).5p""","=""z 2D*""","=""5/2""",6,"=""""","=""3.863353""","=""""","=""""","=""L3465"""
"=""4d2.(3F).5p""","=""z 4D*""","=""1/2""",2,"=""""","=""3.965170""","=""""","=""""","=""L3465"""
"=""4d2.(3F).5p""","=""z 4D*""","=""3/2""",4,"=""""","=""3.999322""","=""""","=""""","=""L3465"""
"=""4d2.(3F).5p""","=""z 4D*""","=""5/2""",6,"=""""","=""4.043709""","=""""","=""""","=""L3465"""
"=""4d2.(3F).5p""","=""z 4D*""","=""7/2""",8,"=""""","=""4.079013""","=""""","=""""","=""L3465"""
"=""4d2.(3P).5p""","=""y 2D*""","=""3/2""",4,"=""""","=""4.089461""","=""""","=""""","=""L3465"""
"=""4d2.(3P).5p""","=""y 2D*""","=""5/2""",6,"=""""","=""4.143484""","=""""","=""""","=""L3465"""
"=""4d2.(3F).5p""","=""z 2G*""","=""7/2""",8,"=""""","=""4.275647""","=""""","=""""","=""L3465"""
"=""4d2.(3F).5p""","=""z 2G*""","=""9/2""",10,"=""""","=""4.362463""","=""""","=""""","=""L3465"""
"=""4d2.(3P).5p""","=""z 2S*""","=""1/2""",2,"=""""","=""4.315894""","=""""","=""""","=""L3465"""
"=""4d2.(1D).5p""","=""z 2P*""","=""3/2""",4,"=""""","=""4.452869""","=""""","=""""","=""L3465"""
"=""4d2.(1D).5p""","=""z 2P*""","=""1/2""",2,"=""""","=""4.487803""","=""""","=""""","=""L3465"""
"=""4d2.(3P).5p""","=""y 4D*""","=""1/2""",2,"=""""","=""4.492820""","=""""","=""""","=""L3465"""
"=""4d2.(3P).5p""","=""y 4D*""","=""3/2""",4,"=""""","=""4.542595""","=""""","=""""","=""L3465"""
