Initial State,Final State,Partial Lifetime /s,Delta Energy /eV
Li+ 3S;v=1s.2s,Li+ 1S;v=1s2,49.044,-59.019456391424
Li+ 3Po;v=1s.2p,Li+ 3S;v=1s.2s,4.4002e-08,-2.2604277604134992
Li+ 3Po;v=1s.2p,Li+ 1S;v=1s2,0.028571,-61.2798841518375
Li+ 3Po;v=1s.2p,Li+ 1S;v=1s.2s,15.43,-0.35871396633749697
Li+ 1Po;v=1s.2p,Li+ 1S;v=1s2,3.911e-11,-62.2149514055144
Li+ 1Po;v=1s.2p,Li+ 1S;v=1s.2s,1.9447e-07,-1.2937812200143952
Li+ 1Po;v=1s.2p,Li+ 3S;v=1s.2s,0.026233,-3.1954950140903975
Li+ 3S;v=1s.3s,Li+ 3Po;v=1s.2p,3.4983e-09,-7.499259211503407
Li+ 1S;v=1s.3s,Li+ 1Po;v=1s.2p,4.8783e-09,-7.063092863262298
Li+ 3Po;v=1s.3p,Li+ 3S;v=1s.2s,3.4521e-09,-10.348350366302796
Li+ 3Po;v=1s.3p,Li+ 3S;v=1s.3s,3.8965e-07,-0.5886633943858897
Li+ 3Po;v=1s.3p,Li+ 1S;v=1s2,0.083333,-69.3678067577268
Li+ 3D;v=1s.3d,Li+ 3Po;v=1s.2p,8.916e-10,-8.303898097258404
Li+ 3D;v=1s.3d,Li+ 1Po;v=1s.2p,2.9403e-06,-7.368830843581506
Li+ 3D;v=1s.3d,Li+ 3Po;v=1s.3p,9.0823e-06,-0.21597549136910743
Li+ 1D;v=1s.3d,Li+ 1Po;v=1s.2p,9.9315e-10,-7.3725502837313
Li+ 1D;v=1s.3d,Li+ 3Po;v=1s.2p,2.681e-06,-8.307617537408198
Li+ 1D;v=1s.3d,Li+ 1S;v=1s2,1.2097e-05,-69.5875016892457
Li+ 1D;v=1s.3d,Li+ 1S;v=1s.2s,0.00021057,-8.666331503745695
Li+ 1D;v=1s.3d,Li+ 3Po;v=1s.3p,0.025661,-0.21969493151890163
Li+ 1Po;v=1s.3p,Li+ 1S;v=1s2,1.2882e-10,-69.6468887503053
Li+ 1Po;v=1s.3p,Li+ 1S;v=1s.2s,3.5326e-09,-8.725718564805291
Li+ 1Po;v=1s.3p,Li+ 1S;v=1s.3s,1.403e-06,-0.3688444815285976
Li+ 1Po;v=1s.3p,Li+ 1D;v=1s.3d,0.00026838,-0.05938706105959568
Li+ 1Po;v=1s.3p,Li+ 1Po;v=1s.2p,0.00066622,-7.431937344790896
