Initial State,Final State,Partial Lifetime /s,Delta Energy /eV
O 1D;v=2s2.2p4,O 3P;v=2s2.2p4,133.77,-1.96732347847002
O 1S;v=2s2.2p4,O 1D;v=2s2.2p4,0.79365,-2.22232829514502
O 1S;v=2s2.2p4,O 3P;v=2s2.2p4,13.22,-4.18965177361504
O 5So;v=2s2.2p3(4So)3s,O 3P;v=2s2.2p4,0.00017986,-9.145880162118
O 5So;v=2s2.2p3(4So)3s,O 1D;v=2s2.2p4,187.97,-7.178556683647981
O 3So;v=2s2.2p3(4So)3s,O 3P;v=2s2.2p4,1.6351e-09,-9.52114687697208
O 3So;v=2s2.2p3(4So)3s,O 1D;v=2s2.2p4,0.00054645,-7.553823398502061
O 3So;v=2s2.2p3(4So)3s,O 1S;v=2s2.2p4,0.21692,-5.331495103357041
O 5P;v=2s2.2p3(4So)3p,O 5So;v=2s2.2p3(4So)3s,2.71e-08,-1.5941024556983994
O 5P;v=2s2.2p3(4So)3p,O 3So;v=2s2.2p3(4So)3s,0.0050761,-1.2188357408443196
O 3P;v=2s2.2p3(4So)3p,O 3So;v=2s2.2p3(4So)3s,3.1056e-08,-1.4674803148630193
O 3P;v=2s2.2p3(4So)3p,O 5So;v=2s2.2p3(4So)3s,0.0015528,-1.8427470297170991
O 5So;v=2s2.2p3(4So)4s,O 5P;v=2s2.2p3(4So)3p,3.7397e-08,-1.0973464274156992
O 3So;v=2s2.2p3(4So)4s,O 3P;v=2s2.2p4,5.8997e-09,-11.9301042807037
O 3So;v=2s2.2p3(4So)4s,O 3P;v=2s2.2p3(4So)3p,4.6685e-08,-0.9414770888686004
O 5Do;v=2s2.2p3(4So)3d,O 5P;v=2s2.2p3(4So)3p,2.2422e-08,-1.3384033435287002
O 5Do;v=2s2.2p3(4So)3d,O 3P;v=2s2.2p3(4So)3p,0.0025126,-1.0897587695100004
O 3Do;v=2s2.2p3(4So)3d,O 3P;v=2s2.2p4,1.3156e-08,-12.0867423035485
O 3Do;v=2s2.2p3(4So)3d,O 3P;v=2s2.2p3(4So)3p,3.23e-08,-1.0981151117133994
O 3Do;v=2s2.2p3(4So)3d,O 5P;v=2s2.2p3(4So)3p,0.00060241,-1.3467596857320991
O 5P;v=2s2.2p3(4So)4p,O 5So;v=2s2.2p3(4So)4s,2.331e-07,-0.44835371379900124
O 5P;v=2s2.2p3(4So)4p,O 5Do;v=2s2.2p3(4So)3d,2.0153e-06,-0.2072967976860003
O 5P;v=2s2.2p3(4So)4p,O 5So;v=2s2.2p3(4So)3s,2.0534e-06,-3.1398025969131
O 5P;v=2s2.2p3(4So)4p,O 3So;v=2s2.2p3(4So)4s,0.021186,-0.3555784783274003
O 5P;v=2s2.2p3(4So)4p,O 3Do;v=2s2.2p3(4So)3d,0.05848,-0.1989404554826013
O 3P;v=2s2.2p3(4So)4p,O 3So;v=2s2.2p3(4So)4s,2.439e-07,-0.4285166996663001
O 3P;v=2s2.2p3(4So)4p,O 3Do;v=2s2.2p3(4So)3d,1.0142e-06,-0.27187867682150113
O 3P;v=2s2.2p3(4So)4p,O 3So;v=2s2.2p3(4So)3s,1.3227e-06,-2.83747410339792
O 3Do;v=2s2.2p3(2Do)3s,O 3P;v=2s2.2p4,4.4215e-09,-12.5413322786654
O 3Do;v=2s2.2p3(2Do)3s,O 3P;v=2s2.2p3(4So)3p,1.7857e-05,-1.5527050868303007
O 3Do;v=2s2.2p3(2Do)3s,O 1D;v=2s2.2p4,2.008e-05,-10.574008800195381
O 3Do;v=2s2.2p3(2Do)3s,O 1S;v=2s2.2p4,0.0001105,-8.35168050505036
O 1Do;v=2s2.2p3(2Do)3s,O 1D;v=2s2.2p4,1.8939e-09,-10.760848677057181
O 1Do;v=2s2.2p3(2Do)3s,O 3P;v=2s2.2p4,7.5643e-06,-12.7281721555272
O 5Do;v=2s2.2p3(4So)4d,O 5P;v=2s2.2p3(4So)3p,1.3123e-07,-2.0134817307299
O 5Do;v=2s2.2p3(4So)4d,O 5P;v=2s2.2p3(4So)4p,1.5504e-07,-0.46778158951519977
O 5Do;v=2s2.2p3(4So)4d,O 3P;v=2s2.2p3(4So)4p,0.015949,-0.39484336817629995
