obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""68.5544""","=""""","=""70""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3760""",
"=""""","=""69.7528""","=""""","=""2.05e+07""",C,"=""0.0000000""","=""17.77480""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2P*).4d""","=""3D*""","=""3""",5,7,,"=""T5803""","=""""",
"=""""","=""69.7528""","=""""","=""5.30e+06""",D,"=""0.0000000""","=""17.77480""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2P*).4d""","=""3D*""","=""2""",5,5,,"=""T5803""","=""""",
"=""""","=""69.7528""","=""""","=""6.02e+05""",D,"=""0.0000000""","=""17.77480""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2P*).4d""","=""3D*""","=""1""",5,3,,"=""T5803""","=""""",
"=""""","=""69.8299""","=""""","=""1.58e+07""",C,"=""0.0196224""","=""17.77480""","=""2s2.2p4""","=""3P""","=""1""","=""2s2.2p3.(2P*).4d""","=""3D*""","=""2""",3,5,,"=""T5803""","=""""",
"=""""","=""69.8299""","=""""","=""8.97e+06""",C,"=""0.0196224""","=""17.77480""","=""2s2.2p4""","=""3P""","=""1""","=""2s2.2p3.(2P*).4d""","=""3D*""","=""1""",3,3,,"=""T5803""","=""""",
"=""""","=""69.8634""","=""""","=""1.19e+07""",C,"=""0.0281416""","=""17.77480""","=""2s2.2p4""","=""3P""","=""0""","=""2s2.2p3.(2P*).4d""","=""3D*""","=""1""",1,3,,"=""T5803""","=""""",
"=""""","=""72.4835""","=""""","=""4.60e+07""",C+,"=""0.0000000""","=""17.10517""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2P*).3d""","=""3D*""","=""3""",5,7,,"=""T5803""","=""""",
"=""""","=""72.4835""","=""""","=""1.19e+07""",C,"=""0.0000000""","=""17.10517""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2P*).3d""","=""3D*""","=""2""",5,5,,"=""T5803""","=""""",
"=""""","=""72.4835""","=""""","=""1.35e+06""",D,"=""0.0000000""","=""17.10517""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2P*).3d""","=""3D*""","=""1""",5,3,,"=""T5803""","=""""",
"=""""","=""72.5667""","=""""","=""3.53e+07""",C+,"=""0.0196224""","=""17.10517""","=""2s2.2p4""","=""3P""","=""1""","=""2s2.2p3.(2P*).3d""","=""3D*""","=""2""",3,5,,"=""T5803""","=""""",
"=""""","=""72.5667""","=""""","=""2.01e+07""",C,"=""0.0196224""","=""17.10517""","=""2s2.2p4""","=""3P""","=""1""","=""2s2.2p3.(2P*).3d""","=""3D*""","=""1""",3,3,,"=""T5803""","=""""",
"=""""","=""72.6029""","=""""","=""2.66e+07""",C,"=""0.0281416""","=""17.10517""","=""2s2.2p4""","=""3P""","=""0""","=""2s2.2p3.(2P*).3d""","=""3D*""","=""1""",1,3,,"=""T5803""","=""""",
"=""74.4794""","=""74.4794+""","=""70""","=""""",,"=""0.0000000""","=""16.64678""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2D*).8s""","=""3D*""","=""3""",5,7,,"=""""","=""L3760""",
"=""""","=""76.935278""","=""""","=""8.84e+07""",C+,"=""0.0000000""","=""16.1153897""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2D*<3/2>).4d""","=""3P*""","=""1""",5,3,,"=""T5713LS""","=""""",
"=""""","=""76.940832""","=""""","=""1.59e+08""",C+,"=""0.0000000""","=""16.1142263""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2D*<3/2>).4d""","=""3P*""","=""2""",5,5,,"=""T5713LS""","=""""",
"=""""","=""77.026003""","=""""","=""2.11e+08""",C+,"=""0.0196224""","=""16.1160306""","=""2s2.2p4""","=""3P""","=""1""","=""2s2.2p3.(2D*<3/2>).4d""","=""3P*""","=""0""",3,1,,"=""T5713LS""","=""""",
"=""""","=""77.029070""","=""""","=""5.29e+07""",C+,"=""0.0196224""","=""16.1153897""","=""2s2.2p4""","=""3P""","=""1""","=""2s2.2p3.(2D*<3/2>).4d""","=""3P*""","=""1""",3,3,,"=""T5713LS""","=""""",
"=""""","=""77.034638""","=""""","=""5.29e+07""",C+,"=""0.0196224""","=""16.1142263""","=""2s2.2p4""","=""3P""","=""1""","=""2s2.2p3.(2D*<3/2>).4d""","=""3P*""","=""2""",3,5,,"=""T5713LS""","=""""",
"=""""","=""77.069861""","=""""","=""7.04e+07""",C+,"=""0.0281416""","=""16.1153897""","=""2s2.2p4""","=""3P""","=""0""","=""2s2.2p3.(2D*<3/2>).4d""","=""3P*""","=""1""",1,3,,"=""T5713LS""","=""""",
"=""77.0793""","=""77.0793""","=""70""","=""2.58e+07""",C,"=""0.0000000""","=""16.08529""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2D*<3/2>).4d""","=""3S*""","=""1""",5,3,,"=""T5803""","=""L3760""",
"=""""","=""77.0992""","=""""","=""4.83e+05""",C,"=""0.0000000""","=""16.08112""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2D*<5/2>).4d""","=""3D*""","=""1""",5,3,,"=""T5803""","=""""",
"=""""","=""77.1025""","=""""","=""4.40e+06""",C,"=""0.0000000""","=""16.08044""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2D*<5/2>).4d""","=""3D*""","=""2""",5,5,,"=""T5803""","=""""",
"=""77.1056""","=""77.1056""","=""90""","=""1.79e+07""",C+,"=""0.0000000""","=""16.07980""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2D*<5/2>).4d""","=""3D*""","=""3""",5,7,,"=""T5803""","=""L3760""",
"=""""","=""77.1734""","=""""","=""1.54e+07""",C,"=""0.0196224""","=""16.08529""","=""2s2.2p4""","=""3P""","=""1""","=""2s2.2p3.(2D*<3/2>).4d""","=""3S*""","=""1""",3,3,,"=""T5803""","=""""",
"=""""","=""77.1934""","=""""","=""7.20e+06""",C,"=""0.0196224""","=""16.08112""","=""2s2.2p4""","=""3P""","=""1""","=""2s2.2p3.(2D*<5/2>).4d""","=""3D*""","=""1""",3,3,,"=""T5803""","=""""",
"=""""","=""77.1967""","=""""","=""1.31e+07""",C+,"=""0.0196224""","=""16.08044""","=""2s2.2p4""","=""3P""","=""1""","=""2s2.2p3.(2D*<5/2>).4d""","=""3D*""","=""2""",3,5,,"=""T5803""","=""""",
"=""""","=""77.2143""","=""""","=""5.12e+06""",C,"=""0.0281416""","=""16.08529""","=""2s2.2p4""","=""3P""","=""0""","=""2s2.2p3.(2D*<3/2>).4d""","=""3S*""","=""1""",1,3,,"=""T5803""","=""""",
"=""""","=""77.2344""","=""""","=""9.58e+06""",C,"=""0.0281416""","=""16.08112""","=""2s2.2p4""","=""3P""","=""0""","=""2s2.2p3.(2D*<5/2>).4d""","=""3D*""","=""1""",1,3,,"=""T5803""","=""""",
"=""77.5321""","=""77.5321+""","=""70""","=""""",,"=""0.0000000""","=""15.99133""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2D*).5s""","=""3D*""","=""3""",5,7,,"=""""","=""L3760""",
"=""""","=""79.151355""","=""""","=""2.75e+08""",B,"=""0.0000000""","=""15.6641915""","=""2s2.2p4""","=""3P""","=""2""","=""2s.2p5""","=""3P*""","=""1""",5,3,,"=""T5713LS""","=""""",
"=""79.1973""","=""79.197322""","=""70""","=""4.94e+08""",B,"=""0.0000000""","=""15.6550999""","=""2s2.2p4""","=""3P""","=""2""","=""2s.2p5""","=""3P*""","=""2""",5,5,,"=""T5713LS""","=""L3760""",
"=""""","=""79.223304""","=""""","=""6.59e+08""",B,"=""0.0196224""","=""15.6695881""","=""2s2.2p4""","=""3P""","=""1""","=""2s.2p5""","=""3P*""","=""0""",3,1,,"=""T5713LS""","=""""",
"=""""","=""79.250631""","=""""","=""1.64e+08""",B,"=""0.0196224""","=""15.6641915""","=""2s2.2p4""","=""3P""","=""1""","=""2s.2p5""","=""3P*""","=""1""",3,3,,"=""T5713LS""","=""""",
"=""""","=""79.293811""","=""""","=""2.19e+08""",B,"=""0.0281416""","=""15.6641915""","=""2s2.2p4""","=""3P""","=""0""","=""2s.2p5""","=""3P*""","=""1""",1,3,,"=""T5713LS""","=""""",
"=""""","=""79.296714""","=""""","=""1.64e+08""",B,"=""0.0196224""","=""15.6550999""","=""2s2.2p4""","=""3P""","=""1""","=""2s.2p5""","=""3P*""","=""2""",3,5,,"=""T5713LS""","=""""",
"=""80.4267""","=""80.4270""","=""90""","=""7.02e+07""",C,"=""0.0000000""","=""15.41574""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2D*<3/2>).3d""","=""3S*""","=""1""",5,3,,"=""T5803""","=""L3760""",
"=""""","=""80.4738""","=""""","=""1.21e+06""",D,"=""0.0000000""","=""15.40677""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2D*<5/2>).3d""","=""3D*""","=""1""",5,3,,"=""T5803""","=""""",
