obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""0.7934""","=""0.79130""","=""90bl*""","=""""",,"=""55.7597""","=""[1622.61]""","=""1s2.2p2""","=""1D""","=""2""","=""1s.2p3""","=""1P*""","=""1""",5,3,,"=""""","=""L4330""",
"=""0.7934""","=""0.79240""","=""90g,bl*""","=""""",,"=""0.0000""","=""[1564.67]""","=""1s2.2s2""","=""1S""","=""0""","=""1s.2s2.2p""","=""1P*""","=""1""",1,3,,"=""""","=""L4330""",
"=""0.7934""","=""0.79294""","=""90bl*""","=""""",,"=""50.795""","=""[1614.40]""","=""1s2.2p2""","=""3P""","=""2""","=""1s.2p3""","=""3P*""","=""2""",5,5,,"=""""","=""L4330""",
"=""0.7934""","=""0.79332""","=""90bl*""","=""""",,"=""37.256""","=""[1600.10]""","=""1s2.2s.2p""","=""1P*""","=""1""","=""1s.(2S).2s.2p2.(2P)""","=""1P""","=""1""",3,3,,"=""""","=""L4330""",
"=""0.7934""","=""0.79462""","=""90bl*""","=""""",,"=""19.4405""","=""[1579.73]""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s.(2S).2s.2p2.(4P)""","=""3P""","=""1""",3,3,,"=""""","=""L4330""",
"=""0.7934""","=""0.79464""","=""90bl*""","=""""",,"=""19.8907""","=""[1580.14]""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s.(2S).2s.2p2.(4P)""","=""3P""","=""2""",5,5,,"=""""","=""L4330""",
"=""0.7951""","=""0.79475""","=""150bl*""","=""""",,"=""19.2359""","=""[1579.27]""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s.(2S).2s.2p2.(2D)""","=""3D""","=""1""",1,3,,"=""""","=""L4330""",
"=""0.7951""","=""0.79476""","=""150bl*""","=""""",,"=""19.4405""","=""[1579.46]""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s.(2S).2s.2p2.(4P)""","=""3P""","=""0""",3,1,,"=""""","=""L4330""",
"=""0.7951""","=""0.79485""","=""150bl*""","=""""",,"=""19.8907""","=""[1579.73]""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s.(2S).2s.2p2.(4P)""","=""3P""","=""1""",5,3,,"=""""","=""L4330""",
"=""0.7951""","=""0.79489""","=""150bl*""","=""""",,"=""19.4405""","=""[1579.21]""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s.(2S).2s.2p2.(2D)""","=""3D""","=""2""",3,5,,"=""""","=""L4330""",
"=""0.7951""","=""0.79516""","=""150bl*""","=""""",,"=""19.8907""","=""[1579.12]""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s.(2S).2s.2p2.(2D)""","=""3D""","=""3""",5,7,,"=""""","=""L4330""",
"=""0.7951""","=""0.79621""","=""150bl*""","=""""",,"=""55.7597""","=""[1612.94]""","=""1s2.2p2""","=""1D""","=""2""","=""1s.2p3""","=""1D*""","=""2""",5,5,,"=""""","=""L4330""",
"=""0.7951""","=""0.79749""","=""150bl*""","=""""",,"=""50.1608""","=""[1604.84]""","=""1s2.2p2""","=""3P""","=""0""","=""1s.2p3""","=""3D*""","=""1""",1,3,,"=""""","=""L4330""",
"=""0.7951""","=""0.79749""","=""150bl*""","=""""",,"=""37.256""","=""[1591.93]""","=""1s2.2s.2p""","=""1P*""","=""1""","=""1s.(2S).2s.2p2.(2D)""","=""1D""","=""2""",3,5,,"=""""","=""L4330""",
"=""0.7951""","=""0.79762""","=""150bl*""","=""""",,"=""50.4017""","=""[1604.83]""","=""1s2.2p2""","=""3P""","=""1""","=""1s.2p3""","=""3D*""","=""2""",3,5,,"=""""","=""L4330""",
"=""0.7951""","=""0.79787""","=""150bl*""","=""""",,"=""68.6603""","=""[1622.61]""","=""1s2.2p2""","=""1S""","=""0""","=""1s.2p3""","=""1P*""","=""1""",1,3,,"=""""","=""L4330""",
"=""0.7951""","=""0.79791""","=""150bl*""","=""""",,"=""50.795""","=""[1604.65]""","=""1s2.2p2""","=""3P""","=""2""","=""1s.2p3""","=""3D*""","=""3""",5,7,,"=""""","=""L4330""",
"=""3.8255""","=""3.82552""","=""100""","=""""",,"=""19.8907""","=""343.988?""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.5d""","=""1D""","=""2""",5,5,,"=""""","=""L753""",
"=""4.0421""","=""4.04210""","=""25""","=""1.15e+11""",C,"=""37.256""","=""343.988?""","=""1s2.2s.2p""","=""1P*""","=""1""","=""1s2.2s.5d""","=""1D""","=""2""",3,5,,"=""T5633c4""","=""L753""",
"=""4.1730""","=""4.17300""","=""100""","=""1.28e+11""",C,"=""37.256""","=""334.367?""","=""1s2.2s.2p""","=""1P*""","=""1""","=""1s2.2p.4p""","=""1D""","=""2""",3,5,,"=""T5633c4""","=""L753""",
"=""4.4902""","=""4.49020""","=""10""","=""2.30e+11""",C+,"=""37.256""","=""313.378?""","=""1s2.2s.2p""","=""1P*""","=""1""","=""1s2.2s.4d""","=""1D""","=""2""",3,5,,"=""T5633c4""","=""L3463""",
"=""""","=""4.78041""","=""""","=""2.23e+10""",A,"=""0.0000""","=""259.359?""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2p.3s""","=""1P*""","=""1""",1,3,,"=""u35,T7067c18""","=""""",
"=""5.0670""","=""5.0669""","=""50""","=""5.00e+10""",A,"=""19.4405""","=""264.137""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.3p""","=""3P""","=""2""",3,5,,"=""T7067c18""","=""L3463""",
"=""""","=""5.0671""","=""""","=""5.61e+10""",A,"=""19.2359""","=""263.923""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s2.2p.3p""","=""3P""","=""1""",1,3,,"=""T7067c18""","=""""",
