obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""9.1295""","=""0.0003""","=""9.1295""","=""0.0003""","=""""","=""""",,"=""0.00000""","=""135.806""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.11p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L4421""",
"=""9.2436""","=""0.0003""","=""9.24376""","=""0.00003""","=""""","=""""",,"=""0.00000""","=""134.1275""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.10p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L4421""",
"=""9.4035""","=""0.0003""","=""9.403688""","=""0.000019""","=""""","=""""",,"=""0.00000""","=""131.84636""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.9p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L4421""",
"=""9.6435""","=""0.0003""","=""9.6435""","=""0.0003""","=""bl""","=""""",,"=""0.00000""","=""128.568""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.8p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L4421""",
"=""10.0142""","=""0.0003""","=""10.0142""","=""0.0003""","=""""","=""""",,"=""0.00000""","=""123.808""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.7p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L4421""",
"=""10.3666""","=""0.0003""","=""10.36660""","=""0.00005""","=""""","=""""",,"=""17.70596""","=""137.3057""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.12d""","=""2D""","=""5/2""",4,6,,"=""""","=""L4421""",
"=""10.4683""","=""0.0003""","=""10.4683""","=""0.0003""","=""""","=""""",,"=""17.70596""","=""136.144""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.11d""","=""2D""","=""5/2""",4,6,,"=""""","=""L4421""",
"=""10.5780""","=""0.0003""","=""10.5780""","=""0.0003""","=""""","=""""",,"=""17.36957""","=""134.579""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.10d""","=""2D""","=""3/2""",2,4,,"=""""","=""L4421""",
"=""10.6080""","=""0.0003""","=""10.6080""","=""0.0003""","=""""","=""""",,"=""17.70596""","=""134.584""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.10d""","=""2D""","=""5/2""",4,6,,"=""""","=""L4421""",
"=""10.6663""","=""0.0003""","=""10.66644""","=""0.00013""","=""""","=""""",,"=""0.00000""","=""116.2377""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.6p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L4421""",
