Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""1s2""","=""1S""","=""0""",1,"=""""","=""0.0000""","=""""","=""0.0003""","=""L21139"""
"=""1s.2s""","=""3S""","=""1""",3,"=""(""","=""722.82326""","="")""","=""0.00003""","=""L21139"""
"=""1s.2p""","=""3P*""","=""0""",1,"=""(""","=""731.451468""","="")""","=""0.000006""","=""L21139"""
"=""1s.2p""","=""3P*""","=""1""",3,"=""(""","=""731.470216""","="")""","=""0.000005""","=""L21139"""
"=""1s.2p""","=""3P*""","=""2""",5,"=""(""","=""731.588968""","="")""","=""0.000005""","=""L21139"""
"=""1s.2s""","=""1S""","=""0""",1,"=""(""","=""731.86274""","="")""","=""0.00003""","=""L21139"""
"=""1s.2p""","=""1P*""","=""1""",3,"=""(""","=""737.7216251""","="")""","=""0.0000025""","=""L21139"""
"=""1s.3s""","=""3S""","=""1""",3,"=""(""","=""853.4184""","="")""","=""0.0012""","=""L21139"""
"=""1s.3p""","=""3P*""","=""0""",1,"=""(""","=""855.7725""","="")""","=""0.0006""","=""L21139"""
"=""1s.3p""","=""3P*""","=""1""",3,"=""(""","=""855.7791""","="")""","=""0.0006""","=""L21139"""
"=""1s.3p""","=""3P*""","=""2""",5,"=""(""","=""855.8141""","="")""","=""0.0006""","=""L21139"""
"=""1s.3s""","=""1S""","=""0""",1,"=""(""","=""855.8093""","="")""","=""0.0012""","=""L21139"""
"=""1s.3d""","=""3D""","=""1""",3,"=""(""","=""857.0671""","="")""","=""0.0006""","=""L22382c208,L19700"""
"=""1s.3d""","=""3D""","=""2""",5,"=""(""","=""857.0689""","="")""","=""0.0006""","=""L22382c208,L19700"""
"=""1s.3d""","=""3D""","=""3""",7,"=""(""","=""857.0802""","="")""","=""0.0006""","=""L22382c208,L19700"""
"=""1s.3d""","=""1D""","=""2""",5,"=""(""","=""857.1371""","="")""","=""0.0006""","=""L22382c208,L19700"""
"=""1s.3p""","=""1P*""","=""1""",3,"=""(""","=""857.5108""","="")""","=""0.0007""","=""L21139"""
"=""1s.4s""","=""3S""","=""1""",3,"=""(""","=""897.9357""","="")""","=""0.0012""","=""L21139"""
"=""1s.4p""","=""3P*""","=""0""",1,"=""(""","=""898.9003""","="")""","=""0.0006""","=""L21139"""
"=""1s.4p""","=""3P*""","=""1""",3,"=""(""","=""898.9032""","="")""","=""0.0006""","=""L21139"""
"=""1s.4p""","=""3P*""","=""2""",5,"=""(""","=""898.9180""","="")""","=""0.0006""","=""L21139"""
"=""1s.4s""","=""1S""","=""0""",1,"=""(""","=""898.9039""","="")""","=""0.0012""","=""L21139"""
"=""1s.4d""","=""3D""","=""1""",3,"=""(""","=""899.4331""","="")""","=""0.0017""","=""L11959c209"""
"=""1s.4d""","=""3D""","=""2""",5,"=""(""","=""899.4339""","="")""","=""0.0016""","=""L11959c209"""
"=""1s.4d""","=""3D""","=""3""",7,"=""(""","=""899.4385""","="")""","=""0.0019""","=""L11959c209"""
"=""1s.4f""","=""3F*""","=""3""",7,"=""(""","=""899.4671""","="")""","=""0.0009""","=""L19700c210"""
