obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""297.0172""","=""0.0005""","=""297.0170""","=""""","=""""",,"=""0.0000000""","=""4.174314""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.72p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""297.0226""","=""0.0005""","=""297.0224""","=""""","=""""",,"=""0.0000000""","=""4.174237""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.71p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""297.0226""","=""0.0005""","=""297.0224""","=""""","=""""",,"=""0.0000000""","=""4.174237""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.71p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""297.0289""","=""0.0005""","=""297.0287""","=""""","=""""",,"=""0.0000000""","=""4.174149""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.70p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""297.0289""","=""0.0005""","=""297.0287""","=""""","=""""",,"=""0.0000000""","=""4.174149""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.70p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""297.0354""","=""0.0005""","=""297.0352""","=""""","=""""",,"=""0.0000000""","=""4.174057""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.69p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""297.0354""","=""0.0005""","=""297.0352""","=""""","=""""",,"=""0.0000000""","=""4.174057""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.69p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""297.0421""","=""0.0005""","=""297.0419""","=""""","=""""",,"=""0.0000000""","=""4.173963""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.68p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""297.0421""","=""0.0005""","=""297.0419""","=""""","=""""",,"=""0.0000000""","=""4.173963""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.68p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""297.0492""","=""0.0005""","=""297.0490""","=""""","=""""",,"=""0.0000000""","=""4.173864""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.67p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""297.0492""","=""0.0005""","=""297.0490""","=""""","=""""",,"=""0.0000000""","=""4.173864""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.67p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""297.0567""","=""0.0005""","=""297.0565""","=""""","=""""",,"=""0.0000000""","=""4.173758""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.66p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""297.0567""","=""0.0005""","=""297.0565""","=""""","=""""",,"=""0.0000000""","=""4.173758""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.66p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""297.0586""","=""0.0005""","=""297.0644""","=""""","=""""",,"=""0.0000000""","=""4.173647""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.65p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""297.0586""","=""0.0005""","=""297.0644""","=""""","=""""",,"=""0.0000000""","=""4.173647""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.65p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""297.0728""","=""0.0005""","=""297.0726""","=""""","=""""",,"=""0.0000000""","=""4.173533""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.64p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""297.0728""","=""0.0005""","=""297.0726""","=""""","=""""",,"=""0.0000000""","=""4.173533""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.64p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""297.0815""","=""0.0005""","=""297.0813""","=""""","=""""",,"=""0.0000000""","=""4.173410""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.63p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""297.0815""","=""0.0005""","=""297.0813""","=""""","=""""",,"=""0.0000000""","=""4.173410""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.63p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""297.0905""","=""0.0005""","=""297.0903""","=""""","=""""",,"=""0.0000000""","=""4.173283""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.62p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""297.0905""","=""0.0005""","=""297.0903""","=""""","=""""",,"=""0.0000000""","=""4.173283""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.62p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""297.1003""","=""0.0005""","=""297.1001""","=""""","=""""",,"=""0.0000000""","=""4.173146""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.61p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""297.1003""","=""0.0005""","=""297.1001""","=""""","=""""",,"=""0.0000000""","=""4.173146""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.61p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""297.1104""","=""0.0005""","=""297.1102""","=""""","=""""",,"=""0.0000000""","=""4.173004""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.60p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""297.1104""","=""0.0005""","=""297.1102""","=""""","=""""",,"=""0.0000000""","=""4.173004""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.60p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""297.1206""","=""0.0005""","=""297.1204""","=""""","=""""",,"=""0.0000000""","=""4.172861""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.59p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""297.1206""","=""0.0005""","=""297.1204""","=""""","=""""",,"=""0.0000000""","=""4.172861""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.59p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""297.1319""","=""0.0005""","=""297.1317""","=""""","=""""",,"=""0.0000000""","=""4.172702""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.58p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""297.1319""","=""0.0005""","=""297.1317""","=""""","=""""",,"=""0.0000000""","=""4.172702""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.58p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""297.1435""","=""0.0005""","=""297.1433""","=""""","=""""",,"=""0.0000000""","=""4.172539""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.57p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""297.1435""","=""0.0005""","=""297.1433""","=""""","=""""",,"=""0.0000000""","=""4.172539""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.57p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""297.1557""","=""0.0005""","=""297.1555""","=""""","=""""",,"=""0.0000000""","=""4.172367""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.56p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""297.1557""","=""0.0005""","=""297.1555""","=""""","=""""",,"=""0.0000000""","=""4.172367""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.56p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""297.1686""","=""0.0005""","=""297.1684""","=""""","=""""",,"=""0.0000000""","=""4.172186""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.55p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""297.1686""","=""0.0005""","=""297.1684""","=""""","=""""",,"=""0.0000000""","=""4.172186""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.55p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""297.1829""","=""0.0005""","=""297.1827""","=""""","=""""",,"=""0.0000000""","=""4.171985""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.54p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""297.1829""","=""0.0005""","=""297.1827""","=""""","=""""",,"=""0.0000000""","=""4.171985""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.54p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""297.1972""","=""0.0005""","=""297.1970""","=""""","=""""",,"=""0.0000000""","=""4.171786""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.53p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""297.1972""","=""0.0005""","=""297.1970""","=""""","=""""",,"=""0.0000000""","=""4.171786""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.53p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""297.2131""","=""0.0005""","=""297.2125""","=""""","=""""",,"=""0.0000000""","=""4.171567""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.52p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""297.2131""","=""0.0005""","=""297.2125""","=""""","=""""",,"=""0.0000000""","=""4.171567""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.52p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""297.2299""","=""0.0005""","=""297.2296""","=""""","=""""",,"=""0.0000000""","=""4.171327""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.51p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""297.2299""","=""0.0005""","=""297.2296""","=""""","=""""",,"=""0.0000000""","=""4.171327""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.51p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""297.2477""","=""0.0005""","=""297.2474""","=""""","=""""",,"=""0.0000000""","=""4.171078""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.50p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""297.2477""","=""0.0005""","=""297.2474""","=""""","=""""",,"=""0.0000000""","=""4.171078""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.50p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""297.2664""","=""0.0005""","=""297.2661""","=""""","=""""",,"=""0.0000000""","=""4.170815""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.49p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""297.2664""","=""0.0005""","=""297.2661""","=""""","=""""",,"=""0.0000000""","=""4.170815""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.49p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""297.2864""","=""0.0005""","=""297.2861""","=""""","=""""",,"=""0.0000000""","=""4.170535""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.48p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""297.2864""","=""0.0005""","=""297.2861""","=""""","=""""",,"=""0.0000000""","=""4.170535""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.48p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""297.3078""","=""0.0005""","=""297.3075""","=""""","=""""",,"=""0.0000000""","=""4.170235""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.47p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""297.3078""","=""0.0005""","=""297.3075""","=""""","=""""",,"=""0.0000000""","=""4.170235""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.47p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""297.3309""","=""0.0005""","=""297.3359""","=""""","=""""",,"=""0.0000000""","=""4.169837""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.46p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""297.3309""","=""0.0005""","=""297.3359""","=""""","=""""",,"=""0.0000000""","=""4.169837""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.46p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""297.3556""","=""0.0005""","=""297.3553""","=""""","=""""",,"=""0.0000000""","=""4.169564""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.45p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""297.3556""","=""0.0005""","=""297.3553""","=""""","=""""",,"=""0.0000000""","=""4.169564""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.45p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""297.3819""","=""0.0005""","=""297.3816""","=""""","=""""",,"=""0.0000000""","=""4.169196""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.44p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""297.3819""","=""0.0005""","=""297.3816""","=""""","=""""",,"=""0.0000000""","=""4.169196""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.44p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""297.4104""","=""0.0005""","=""297.4101""","=""""","=""""",,"=""0.0000000""","=""4.168796""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.43p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""297.4104""","=""0.0005""","=""297.4101""","=""""","=""""",,"=""0.0000000""","=""4.168796""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.43p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""297.4409""","=""0.0005""","=""297.4407""","=""""","=""""",,"=""0.0000000""","=""4.168367""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.42p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""297.4409""","=""0.0005""","=""297.4407""","=""""","=""""",,"=""0.0000000""","=""4.168367""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.42p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""297.4742""","=""0.0005""","=""297.4740""","=""""","=""""",,"=""0.0000000""","=""4.167900""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.41p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""297.4742""","=""0.0005""","=""297.4740""","=""""","=""""",,"=""0.0000000""","=""4.167900""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.41p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""297.5100""","=""0.0005""","=""297.5098""","=""""","=""""",,"=""0.0000000""","=""4.167399""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.40p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""297.5100""","=""0.0005""","=""297.5098""","=""""","=""""",,"=""0.0000000""","=""4.167399""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.40p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""297.5488""","=""0.0005""","=""297.5486""","=""""","=""""",,"=""0.0000000""","=""4.166856""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.39p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""297.5488""","=""0.0005""","=""297.5486""","=""""","=""""",,"=""0.0000000""","=""4.166856""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.39p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""297.5914""","=""0.0005""","=""297.5912""","=""""","=""""",,"=""0.0000000""","=""4.166258""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.38p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""297.5914""","=""0.0005""","=""297.5912""","=""""","=""""",,"=""0.0000000""","=""4.166258""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.38p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""297.6374""","=""0.0005""","=""297.6371""","=""""","=""""",,"=""0.0000000""","=""4.165616""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.37p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""297.6374""","=""0.0005""","=""297.6371""","=""""","=""""",,"=""0.0000000""","=""4.165616""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.37p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""297.6875""","=""0.0005""","=""297.6872""","=""""","=""""",,"=""0.0000000""","=""4.164916""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.36p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""297.6875""","=""0.0005""","=""297.6872""","=""""","=""""",,"=""0.0000000""","=""4.164916""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.36p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""297.7424""","=""0.0005""","=""297.7421""","=""""","=""""",,"=""0.0000000""","=""4.164147""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.35p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""297.7424""","=""0.0005""","=""297.7421""","=""""","=""""",,"=""0.0000000""","=""4.164147""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.35p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""297.8025""","=""0.0005""","=""297.8022""","=""""","=""""",,"=""0.0000000""","=""4.163308""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.34p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""297.8025""","=""0.0005""","=""297.8022""","=""""","=""""",,"=""0.0000000""","=""4.163308""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.34p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""297.8688""","=""0.0005""","=""297.8686""","=""""","=""""",,"=""0.0000000""","=""4.162379""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.33p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""297.8688""","=""0.0005""","=""297.8686""","=""""","=""""",,"=""0.0000000""","=""4.162379""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.33p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""297.9423""","=""0.0005""","=""297.9421""","=""""","=""""",,"=""0.0000000""","=""4.161352""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.32p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""297.9423""","=""0.0005""","=""297.9421""","=""""","=""""",,"=""0.0000000""","=""4.161352""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.32p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""298.0231""","=""0.0005""","=""298.0229""","=""""","=""""",,"=""0.0000000""","=""4.160224""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.31p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""298.0231""","=""0.0005""","=""298.0229""","=""""","=""""",,"=""0.0000000""","=""4.160224""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.31p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""298.1139""","=""0.0005""","=""298.1136""","=""""","=""""",,"=""0.0000000""","=""4.158958""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.30p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""298.1139""","=""0.0005""","=""298.1136""","=""""","=""""",,"=""0.0000000""","=""4.158958""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.30p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""298.2148""","=""0.0005""","=""298.2145""","=""""","=""""",,"=""0.0000000""","=""4.157551""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.29p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""298.2148""","=""0.0005""","=""298.2145""","=""""","=""""",,"=""0.0000000""","=""4.157551""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.29p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""298.3276""","=""0.0005""","=""298.3274""","=""""","=""""",,"=""0.0000000""","=""4.155978""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.28p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""298.3276""","=""0.0005""","=""298.3274""","=""""","=""""",,"=""0.0000000""","=""4.155978""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.28p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""298.4550""","=""0.0005""","=""298.4547""","=""""","=""""",,"=""0.0000000""","=""4.154205""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.27p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""298.4550""","=""0.0005""","=""298.4547""","=""""","=""""",,"=""0.0000000""","=""4.154205""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.27p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""298.5988""","=""0.0005""","=""298.5985""","=""""","=""""",,"=""0.0000000""","=""4.152205""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.26p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""298.6011""","=""0.0005""","=""298.6008""","=""""","=""""",,"=""0.0000000""","=""4.152173""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.26p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""298.7625""","=""0.0005""","=""298.7623""","=""""","=""""",,"=""0.0000000""","=""4.149928""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.25p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""298.7653""","=""0.0005""","=""298.7651""","=""""","=""""",,"=""0.0000000""","=""4.149889""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.25p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""298.9506""","=""0.0005""","=""298.9503""","=""""","=""""",,"=""0.0000000""","=""4.147319""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.24p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""298.9537""","=""0.0005""","=""298.9534""","=""""","=""""",,"=""0.0000000""","=""4.147275""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.24p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""299.1672""","=""0.0005""","=""299.1670""","=""""","=""""",,"=""0.0000000""","=""4.144314""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.23p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""299.1707""","=""0.0005""","=""299.1705""","=""""","=""""",,"=""0.0000000""","=""4.144266""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.23p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
"=""299.4186""","=""0.0005""","=""299.4183""","=""""","=""""",,"=""0.0000000""","=""4.140835""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.22p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3287""",
"=""299.4225""","=""0.0005""","=""299.4222""","=""""","=""""",,"=""0.0000000""","=""4.140782""","=""4p6.5s""","=""2S""","=""1/2""","=""4p6.22p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287""",
