Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Leading percentages,Reference
"=""3d7""","=""a 4F""","=""9/2""",10,"=""""","=""0.000000""","=""""","=""0.000021""","=""  99                                                ""","=""L19543"""
"=""3d7""","=""a 4F""","=""7/2""",8,"=""""","=""0.104315""","=""""","=""0.000020""","=""  99                                                ""","=""L19543"""
"=""3d7""","=""a 4F""","=""5/2""",6,"=""""","=""0.179942""","=""""","=""0.000020""","=""  99                                                ""","=""L19543"""
"=""3d7""","=""a 4F""","=""3/2""",4,"=""""","=""0.231540""","=""""","=""0.000024""","=""  99                                                ""","=""L19543"""
"=""3d7""","=""a 4P""","=""5/2""",6,"=""""","=""1.884877""","=""""","=""0.000020""","=""  98                                                ""","=""L19543"""
"=""3d7""","=""a 4P""","=""3/2""",4,"=""""","=""1.912899""","=""""","=""0.000019""","=""  95                                                ""","=""L19543"""
"=""3d7""","=""a 4P""","=""1/2""",2,"=""""","=""1.96048""","=""""","=""0.00003""","=""  97                                                ""","=""L19543"""
"=""3d7""","=""a 2G""","=""9/2""",10,"=""""","=""2.105197""","=""""","=""0.000015""","=""  97                                                ""","=""L19543"""
"=""3d7""","=""a 2G""","=""7/2""",8,"=""""","=""2.203059""","=""""","=""0.000016""","=""  99                                                ""","=""L19543"""
"=""3d7""","=""a 2P""","=""3/2""",4,"=""""","=""2.504152""","=""""","=""0.000019""","=""  83                         :    10  3d7           ""","=""L19543"""
"=""3d7""","=""a 2P""","=""1/2""",2,"=""""","=""2.59391""","=""""","=""0.00003""","=""  97                                                ""","=""L19543"""
"=""3d7""","=""a 2H""","=""11/2""",12,"=""""","=""2.81710""","=""""","=""0.00003""","=""  99                                                ""","=""L19543"""
"=""3d7""","=""a 2H""","=""9/2""",10,"=""""","=""2.905685""","=""""","=""0.000019""","=""  97                                                ""","=""L19543"""
"=""3d7""","=""a 2D2""","=""5/2""",6,"=""""","=""2.859193""","=""""","=""0.000016""","=""  76                         :    23  3d7           ""","=""L19543"""
"=""3d7""","=""a 2D2""","=""3/2""",4,"=""""","=""3.005229""","=""""","=""0.000021""","=""  68                         :    18  3d7           ""","=""L19543"""
"=""3d7""","=""a 2F""","=""5/2""",6,"=""""","=""4.590195""","=""""","=""0.000025""","=""  98                                                ""","=""L19543"""
"=""3d7""","=""a 2F""","=""7/2""",8,"=""""","=""4.626824""","=""""","=""0.000019""","=""  98                                                ""","=""L19543"""
"=""3d6.(5D).4s""","=""a 6D""","=""9/2""",10,"=""""","=""5.7576877""","=""""","=""0.0000007""","=""  99                                                ""","=""L19543"""
"=""3d6.(5D).4s""","=""a 6D""","=""7/2""",8,"=""""","=""5.8277190""","=""""","=""0.0000005""","=""  99                                                ""","=""L19543"""
"=""3d6.(5D).4s""","=""a 6D""","=""5/2""",6,"=""""","=""5.8788367""","=""""","=""0.0000005""","=""  99                                                ""","=""L19543"""
"=""3d6.(5D).4s""","=""a 6D""","=""3/2""",4,"=""""","=""5.9139546""","=""""","=""0.0000007""","=""  99                                                ""","=""L19543"""
"=""3d6.(5D).4s""","=""a 6D""","=""1/2""",2,"=""""","=""5.9345478""","=""""","=""0.0000006""","=""  99                                                ""","=""L19543"""
"=""3d6.(5D).4s""","=""a 4D""","=""7/2""",8,"=""""","=""6.9095728""","=""""","=""0.0000005""","=""  99                                                ""","=""L19543"""
"=""3d6.(5D).4s""","=""a 4D""","=""5/2""",6,"=""""","=""6.9894783""","=""""","=""0.0000009""","=""  99                                                ""","=""L19543"""
"=""3d6.(5D).4s""","=""a 4D""","=""3/2""",4,"=""""","=""7.0416752""","=""""","=""0.0000009""","=""  99                                                ""","=""L19543"""
"=""3d6.(5D).4s""","=""a 4D""","=""1/2""",2,"=""""","=""7.0716983""","=""""","=""0.0000010""","=""  99                                                ""","=""L19543"""
"=""3d7""","=""b 2D1""","=""3/2""",4,"=""""","=""7.09507""","=""""","=""0.00004""","=""  77                         :    21  3d7           ""","=""L19543"""
"=""3d7""","=""b 2D1""","=""5/2""",6,"=""""","=""7.15376""","=""""","=""0.00004""","=""  75                         :    23  3d7           ""","=""L19543"""
"=""3d6.(3P2).4s""","=""b 4P""","=""5/2""",6,"=""""","=""8.7948492""","=""""","=""0.0000009""","=""  62                         :    37  3d6.(3P1).4s  ""","=""L19543"""
"=""3d6.(3P2).4s""","=""b 4P""","=""3/2""",4,"=""""","=""8.9693971""","=""""","=""0.0000005""","=""  61                         :    36  3d6.(3P1).4s  ""","=""L19543"""
"=""3d6.(3P2).4s""","=""b 4P""","=""1/2""",2,"=""""","=""9.0776340""","=""""","=""0.0000011""","=""  62                         :    36  3d6.(3P1).4s  ""","=""L19543"""
"=""3d6.(3H).4s""","=""a 4H""","=""13/2""",14,"=""""","=""8.8802806""","=""""","=""0.0000007""","=""  99                                                ""","=""L19543"""
"=""3d6.(3H).4s""","=""a 4H""","=""11/2""",12,"=""""","=""8.9113757""","=""""","=""0.0000003""","=""  98                                                ""","=""L19543"""
"=""3d6.(3H).4s""","=""a 4H""","=""9/2""",10,"=""""","=""8.9373568""","=""""","=""0.0000004""","=""  96                                                ""","=""L19543"""
"=""3d6.(3H).4s""","=""a 4H""","=""7/2""",8,"=""""","=""8.9605701""","=""""","=""0.0000006""","=""  97                                                ""","=""L19543"""
"=""3d6.(3F2).4s""","=""b 4F""","=""9/2""",10,"=""""","=""9.0864600""","=""""","=""0.0000006""","=""  73                         :    21  3d6.(3F1).4s  ""","=""L19543"""
"=""3d6.(3F2).4s""","=""b 4F""","=""7/2""",8,"=""""","=""9.1179938""","=""""","=""0.0000005""","=""  75                         :    20  3d6.(3F1).4s  ""","=""L19543"""
"=""3d6.(3F2).4s""","=""b 4F""","=""5/2""",6,"=""""","=""9.1411013""","=""""","=""0.0000006""","=""  77                         :    20  3d6.(3F1).4s  ""","=""L19543"""
"=""3d6.(3F2).4s""","=""b 4F""","=""3/2""",4,"=""""","=""9.1578483""","=""""","=""0.0000011""","=""  80                         :    19  3d6.(3F1).4s  ""","=""L19543"""
"=""3d6.(3G).4s""","=""a 4G""","=""11/2""",12,"=""""","=""9.4873214""","=""""","=""0.0000005""","=""  76                         :    22  3d6.(3H).4s   ""","=""L19543"""
"=""3d6.(3G).4s""","=""a 4G""","=""9/2""",10,"=""""","=""9.5619738""","=""""","=""0.0000004""","=""  84                         :    11  3d6.(3H).4s   ""","=""L19543"""
"=""3d6.(3G).4s""","=""a 4G""","=""7/2""",8,"=""""","=""9.5944297""","=""""","=""0.0000003""","=""  91                                                ""","=""L19543"""
"=""3d6.(3G).4s""","=""a 4G""","=""5/2""",6,"=""""","=""9.6054941""","=""""","=""0.0000015""","=""  92                                                ""","=""L19543"""
"=""3d6.(3P2).4s""","=""b 2P""","=""3/2""",4,"=""""","=""9.5210695""","=""""","=""0.0000005""","=""  60                         :    36  3d6.(3P1).4s  ""","=""L19543"""
"=""3d6.(3P2).4s""","=""b 2P""","=""1/2""",2,"=""""","=""9.7247776""","=""""","=""0.0000011""","=""  61                         :    36  3d6.(3P1).4s  ""","=""L19543"""
"=""3d6.(3H).4s""","=""b 2H""","=""11/2""",12,"=""""","=""9.5979831""","=""""","=""0.0000004""","=""  77                         :    22  3d6.(3G).4s   ""","=""L19543"""
"=""3d6.(3H).4s""","=""b 2H""","=""9/2""",10,"=""""","=""9.6241841""","=""""","=""0.0000007""","=""  86                         :    10  3d6.(3G).4s   ""","=""L19543"""
"=""3d6.(3F2).4s""","=""b 2F""","=""7/2""",8,"=""""","=""9.7859350""","=""""","=""0.0000004""","=""  71                         :    20  3d6.(3F1).4s  ""","=""L19543"""
"=""3d6.(3F2).4s""","=""b 2F""","=""5/2""",6,"=""""","=""9.8476387""","=""""","=""0.0000005""","=""  75                         :    19  3d6.(3F1).4s  ""","=""L19543"""
"=""3d6.(3G).4s""","=""b 2G""","=""9/2""",10,"=""""","=""10.2119090""","=""""","=""0.0000004""","=""  97                                                ""","=""L19543"""
