obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""55.9523""","=""0.0005""","=""55.9521""","=""0.0003""","=""230""","=""1.0e+08""",D+,"=""2.105197""","=""24.26418""","=""3d7""","=""a 2G""","=""9/2""","=""3d6.(1D1).4p""","=""r 2F*""","=""7/2""",10,8,,"=""u37""","=""L6156""",
"=""56.4422""","=""0.0005""","=""56.4420""","=""0.0004""","=""300p""","=""1.0e+08""",D+,"=""2.203059""","=""24.16972""","=""3d7""","=""a 2G""","=""7/2""","=""3d6.(1D1).4p""","=""r 2F*""","=""5/2""",8,6,,"=""u37""","=""L6156c153""",
"=""57.6948""","=""0.0005""","=""57.6945""","=""0.0003""","=""110p""","=""6.e+07""",D,"=""2.859193""","=""24.34897""","=""3d7""","=""a 2D2""","=""5/2""","=""3d6.(1D1).4p""","=""u 2P*""","=""3/2""",6,4,,"=""u37""","=""L6156c153""",
"=""57.9230""","=""0.0005""","=""57.9230""","=""0.0003""","=""98p""","=""1.6e+07""",D,"=""2.859193""","=""24.26418""","=""3d7""","=""a 2D2""","=""5/2""","=""3d6.(1D1).4p""","=""r 2F*""","=""7/2""",6,8,,"=""u37""","=""L6156c153""",
"=""57.9801""","=""0.0005""","=""57.9798""","=""0.0004""","=""62d""","=""6.e+07""",D,"=""3.005229""","=""24.38925""","=""3d7""","=""a 2D2""","=""3/2""","=""3d6.(1D1).4p""","=""u 2P*""","=""1/2""",4,2,,"=""u37""","=""L6156c153""",
"=""58.4416""","=""0.0005""","=""58.44141""","=""0.00020""","=""110d""","=""1.2e+07""",D,"=""2.504152""","=""23.71928""","=""3d7""","=""a 2P""","=""3/2""","=""3d6.(1D1).4p""","=""s 2D*""","=""5/2""",4,6,,"=""u37""","=""L6156c153""",
"=""58.5382""","=""0.0005""","=""58.5380""","=""0.0003""","=""63d""","=""1.7e+07""",D,"=""2.504152""","=""23.68429""","=""3d7""","=""a 2P""","=""3/2""","=""3d6.(1D1).4p""","=""s 2D*""","=""3/2""",4,4,,"=""u37""","=""L6156c153""",
"=""58.5815""","=""0.0005""","=""58.5812""","=""0.0004""","=""62d""","=""1.1e+07""",D,"=""3.005229""","=""24.16972""","=""3d7""","=""a 2D2""","=""3/2""","=""3d6.(1D1).4p""","=""r 2F*""","=""5/2""",4,6,,"=""u37""","=""L6156c153""",
"=""58.7876""","=""0.0005""","=""58.7871""","=""0.0003""","=""86p""","=""2.1e+07""",D,"=""2.59391""","=""23.68429""","=""3d7""","=""a 2P""","=""1/2""","=""3d6.(1D1).4p""","=""s 2D*""","=""3/2""",2,4,,"=""u37""","=""L6156c153""",
"=""59.4361""","=""0.0005""","=""59.43609""","=""0.00021""","=""130""","=""4.8e+07""",D,"=""2.859193""","=""23.71928""","=""3d7""","=""a 2D2""","=""5/2""","=""3d6.(1D1).4p""","=""s 2D*""","=""5/2""",6,6,,"=""u37""","=""L6156""",
"=""59.8552""","=""0.0005""","=""59.85512""","=""0.00021""","=""69d""","=""1.8e+07""",D,"=""3.005229""","=""23.71928""","=""3d7""","=""a 2D2""","=""3/2""","=""3d6.(1D1).4p""","=""s 2D*""","=""5/2""",4,6,,"=""u37""","=""L6156c153""",
"=""60.2929""","=""0.0005""","=""60.29270""","=""0.00006""","=""500""","=""1.0e+08""",D+,"=""0.000000""","=""20.563717""","=""3d7""","=""a 4F""","=""9/2""","=""3d6.(3P1).4p""","=""v 4D*""","=""7/2""",10,8,,"=""u37""","=""L6156""",
"=""60.3840""","=""0.0005""","=""60.38427""","=""0.00009""","=""570w""","=""1.6e+08""",D+,"=""0.000000""","=""20.53253""","=""3d7""","=""a 4F""","=""9/2""","=""3d6.(3F1).4p""","=""v 4F*""","=""9/2""",10,10,,"=""u37""","=""L6156c153""",
"=""60.5329""","=""0.0005""","=""60.53281""","=""0.00006""","=""46""","=""4.0e+06""",D,"=""0.000000""","=""20.482147""","=""3d7""","=""a 4F""","=""9/2""","=""3d6.(3F1).4p""","=""v 4F*""","=""7/2""",10,8,,"=""u37""","=""L6156""",
"=""60.6000""","=""0.0005""","=""60.60011""","=""0.00006""","=""160""","=""1.9e+07""",D,"=""0.104315""","=""20.563717""","=""3d7""","=""a 4F""","=""7/2""","=""3d6.(3P1).4p""","=""v 4D*""","=""7/2""",8,8,,"=""u37""","=""L6156""",
"=""60.6134""","=""0.0005""","=""60.61359""","=""0.00022""","=""77d""","=""""",,"=""0.231540""","=""20.68639""","=""3d7""","=""a 4F""","=""3/2""","=""3d6.(3P1).4p""","=""v 2P*""","=""1/2""",4,2,,"=""""","=""L6156c153""",
"=""60.6661""","=""0.0005""","=""60.66513""","=""0.00007""","=""46""","=""4.1e+06""",D,"=""0.179942""","=""20.617417""","=""3d7""","=""a 4F""","=""5/2""","=""3d6.(3P1).4p""","=""t 2D*""","=""3/2""",6,4,,"=""u37""","=""L6156""",
"=""60.6926""","=""0.0005""","=""60.69262""","=""0.00008""","=""440""","=""1.5e+07""",D,"=""0.104315""","=""20.53253""","=""3d7""","=""a 4F""","=""7/2""","=""3d6.(3F1).4p""","=""v 4F*""","=""9/2""",8,10,,"=""u37""","=""L6156""",
"=""60.7354""","=""0.0005""","=""60.73512""","=""0.00006""","=""510qs""","=""1.1e+08""",D+,"=""0.104315""","=""20.518238""","=""3d7""","=""a 4F""","=""7/2""","=""3d6.(3F1).4p""","=""v 4F*""","=""5/2""",8,6,,"=""u37""","=""L6156c153""",
"=""60.8425""","=""0.0005""","=""60.84268""","=""0.00006""","=""580w""","=""1.3e+08""",D+,"=""0.104315""","=""20.482147""","=""3d7""","=""a 4F""","=""7/2""","=""3d6.(3F1).4p""","=""v 4F*""","=""7/2""",8,8,,"=""u37""","=""L6156c153""",
"=""60.9607""","=""0.0005""","=""60.96096""","=""0.00006""","=""450""","=""3.0e+07""",D,"=""0.179942""","=""20.518238""","=""3d7""","=""a 4F""","=""5/2""","=""3d6.(3F1).4p""","=""v 4F*""","=""5/2""",6,6,,"=""u37""","=""L6156""",
"=""61.0459""","=""0.0005""","=""61.04614""","=""0.00011""","=""480""","=""1.2e+07""",D,"=""0.000000""","=""20.309917""","=""3d7""","=""a 4F""","=""9/2""","=""3d6.(3F1).4p""","=""u 2G*""","=""9/2""",10,10,,"=""u37""","=""L6156""",
"=""61.0691""","=""0.0005""","=""61.06933""","=""0.00006""","=""240""","=""2.0e+07""",D,"=""0.179942""","=""20.482147""","=""3d7""","=""a 4F""","=""5/2""","=""3d6.(3F1).4p""","=""v 4F*""","=""7/2""",6,8,,"=""u37""","=""L6156""",
"=""61.0867""","=""0.0005""","=""61.08713""","=""0.00006""","=""310""","=""9.e+07""",D,"=""0.179942""","=""20.476228""","=""3d7""","=""a 4F""","=""5/2""","=""3d6.(3F1).4p""","=""v 4F*""","=""3/2""",6,4,,"=""u37""","=""L6156""",
"=""61.1161""","=""0.0005""","=""61.11601""","=""0.00008""","=""82""","=""9.e+06""",D,"=""0.231540""","=""20.518238""","=""3d7""","=""a 4F""","=""3/2""","=""3d6.(3F1).4p""","=""v 4F*""","=""5/2""",4,6,,"=""u37""","=""L6156""",
"=""61.1580""","=""0.0005""","=""61.15769""","=""0.00007""","=""550""","=""1.1e+08""",D+,"=""0.179942""","=""20.452814""","=""3d7""","=""a 4F""","=""5/2""","=""3d6.(3P1).4p""","=""v 4D*""","=""5/2""",6,6,,"=""u37""","=""L6156""",
"=""61.1786""","=""0.0005""","=""61.17840""","=""0.00006""","=""48""","=""1.0e+07""",D,"=""0.104315""","=""20.3703227""","=""3d7""","=""a 4F""","=""7/2""","=""3d6.(3F1).4p""","=""u 2G*""","=""7/2""",8,8,,"=""u37""","=""L6156""",
"=""61.2428""","=""0.0005""","=""61.24283""","=""0.00008""","=""290""","=""9.e+07""",D,"=""0.231540""","=""20.476228""","=""3d7""","=""a 4F""","=""3/2""","=""3d6.(3F1).4p""","=""v 4F*""","=""3/2""",4,4,,"=""u37""","=""L6156""",
"=""61.2490""","=""0.0005""","=""61.24899""","=""0.00006""","=""210""","=""4.6e+07""",D,"=""0.179942""","=""20.422595""","=""3d7""","=""a 4F""","=""5/2""","=""3d6.(3F1).4p""","=""u 4D*""","=""3/2""",6,4,,"=""u37""","=""L6156""",
"=""61.2555""","=""0.0005""","=""61.25536""","=""0.00009""","=""97""","=""9.e+06""",D,"=""0.104315""","=""20.34486""","=""3d7""","=""a 4F""","=""7/2""","=""3d6.(3P1).4p""","=""w 4P*""","=""5/2""",8,6,,"=""u37""","=""L6156""",
"=""61.3137""","=""0.0005""","=""61.31374""","=""0.00008""","=""140""","=""1.6e+07""",D,"=""0.231540""","=""20.452814""","=""3d7""","=""a 4F""","=""3/2""","=""3d6.(3P1).4p""","=""v 4D*""","=""5/2""",4,6,,"=""u37""","=""L6156""",
"=""61.4054""","=""0.0005""","=""61.40551""","=""0.00008""","=""310""","=""9.e+07""",D,"=""0.231540""","=""20.422595""","=""3d7""","=""a 4F""","=""3/2""","=""3d6.(3F1).4p""","=""u 4D*""","=""3/2""",4,4,,"=""u37""","=""L6156""",
"=""61.4850""","=""0.0005""","=""61.48509""","=""0.00008""","=""110""","=""1.9e+07""",D,"=""0.179942""","=""20.34486""","=""3d7""","=""a 4F""","=""5/2""","=""3d6.(3P1).4p""","=""w 4P*""","=""5/2""",6,6,,"=""u37""","=""L6156""",
"=""61.4906""","=""0.0005""","=""61.49080""","=""0.00009""","=""230""","=""1.4e+08""",D,"=""0.231540""","=""20.394589""","=""3d7""","=""a 4F""","=""3/2""","=""3d6.(3F1).4p""","=""u 4D*""","=""1/2""",4,2,,"=""u37""","=""L6156""",
"=""62.0474""","=""0.0005""","=""62.04947""","=""0.00006""","=""620""","=""9.e+06""",D,"=""0.000000""","=""19.9815069""","=""3d7""","=""a 4F""","=""9/2""","=""3d6.(3F1).4p""","=""w 4G*""","=""11/2""",10,12,,"=""u37""","=""L6156""",
"=""62.4986""","=""0.0005""","=""62.49901""","=""0.00006""","=""170""","=""1.0e+07""",D,"=""0.104315""","=""19.9421010""","=""3d7""","=""a 4F""","=""7/2""","=""3d6.(3F1).4p""","=""w 4G*""","=""9/2""",8,10,,"=""u37""","=""L6156""",
"=""62.8462""","=""0.0005""","=""62.84648""","=""0.00006""","=""160""","=""1.0e+07""",D,"=""0.179942""","=""19.9080470""","=""3d7""","=""a 4F""","=""5/2""","=""3d6.(3F1).4p""","=""w 4G*""","=""7/2""",6,8,,"=""u37""","=""L6156""",
"=""63.1190""","=""0.0005""","=""63.11920""","=""0.00008""","=""150""","=""1.0e+07""",D,"=""0.231540""","=""19.8744061""","=""3d7""","=""a 4F""","=""3/2""","=""3d6.(3F1).4p""","=""w 4G*""","=""5/2""",4,6,,"=""u37""","=""L6156""",
"=""63.1368""","=""0.0005""","=""63.1369""","=""0.0004""","=""130""","=""7.e+07""",D+,"=""4.626824""","=""24.26418""","=""3d7""","=""a 2F""","=""7/2""","=""3d6.(1D1).4p""","=""r 2F*""","=""7/2""",8,8,,"=""u37""","=""L6156""",
"=""63.3234""","=""0.0005""","=""63.3234""","=""0.0005""","=""110""","=""5.4e+07""",D+,"=""4.590195""","=""24.16972""","=""3d7""","=""a 2F""","=""5/2""","=""3d6.(1D1).4p""","=""r 2F*""","=""5/2""",6,6,,"=""u37""","=""L6156""",
"=""63.4423""","=""0.0005""","=""63.4421""","=""0.0005""","=""89d""","=""2.4e+07""",D,"=""4.626824""","=""24.16972""","=""3d7""","=""a 2F""","=""7/2""","=""3d6.(1D1).4p""","=""r 2F*""","=""5/2""",8,6,,"=""u37""","=""L6156c153""",
