State,Lifetime /s,Energy /eV
Al 2Po;v=3s2.3p,,0.0
Al 2S;v=3s2.4s,6.73854e-09,3.14265416769468
Al 4P;v=3s.3p2,3086420.0,3.5979880308416
Al 2D;v=3s2.3d,1.42248e-08,4.02139669936881
Al 2Po;v=3s2.4p,6.28674e-08,4.08516030167139
Al 2S;v=3s2.5s,1.93798e-08,4.67278225281531
Al y2D;v=3s2.nd,2.69978e-08,4.82651911234321
Al 2Po;v=3s2.5p,2.48145e-07,4.99297645718366
Al 2Fo;v=3s2.4f,6.21929e-08,5.12283451094941
Al 2D;v=3s2.4d,1.07053e-08,5.23619064858357
Al 2Fo;v=3s2.5f,1.17752e-07,5.43423843843025
Al 2G;v=3s2.5g,2.33918e-07,5.43976800611972
Al 2D;v=3s2.5d,1.22477e-08,5.47580938117195
Al 2Po;v=3s2.6p,,5.372734272
