State,Lifetime /s,Energy /eV
Si 3P;v=3s2.3p2,,0.0
Si 1D;v=3s2.3p2,366.62,0.780939852933337
Si 1S;v=3s2.3p2,0.972597,1.90861831477126
Si 5So;v=3s.3p3,0.000227273,4.13181447928458
Si 3Po;v=3s2.3p.4s,4.44996e-09,4.91997624517558
Si 1Po;v=3s2.3p.4s,4.29952e-09,5.08223062264668
Si 3Do;v=3s.3p3,2.20507e-08,5.61340387044942
Si 1P;v=3s2.3p.4p,1.07958e-07,5.86234599968013
Si 1Do;v=3s2.3p.3d,2.25734e-08,5.87071474001733
Si 3D;v=3s2.3p.4p,5.8451e-08,5.95359626469024
Si 3P;v=3s2.3p.4p,3.94624e-08,6.07859424999349
Si 3S;v=3s2.3p.4p,4.42925e-08,6.12464091904886
Si 3Fo;v=3s2.3p.3d,4.27804e-06,6.18056890076906
Si 1D;v=3s2.3p.4p,4.5582e-08,6.22254898192724
Si 3Po;v=3s2.3p.3d,1.14978e-08,6.2737532746571
Si 1S;v=3s2.3p.4p,4.42478e-08,6.39892483383401
Si 1Fo;v=3s2.3p.3d,3.28577e-09,6.61591697217735
Si 1Po;v=3s2.3p.3d,6.83041e-09,6.61902890376941
Si 3Do;v=3s2.3p.3d,3.23975e-09,6.71796601175591
Si 3Po;v=3s2.3p.5s,1.19689e-08,6.72536769765415
Si 1Po;v=3s2.3p.5s,8.82496e-09,6.80298001544808
Si 1Do;v=3s2.3p.4d,3.41192e-08,7.00535475400243
Si 3Po;v=3s2.3p.4d,5.88235e-08,7.03388285995192
Si 1P;v=3s2.3p.5p,7.4953e-07,7.03970998285338
Si 3D;v=3s2.3p.5p,2.56335e-07,7.06424588970868
Si 3P;v=3s2.3p.5p,1.61827e-07,7.10362236276196
Si 3Fo;v=3s2.3p.4d,5.81645e-08,7.11309453701029
Si 3S;v=3s2.3p.5p,1.19677e-07,7.13412177199088
Si 1D;v=3s2.3p.5p,1.47332e-07,7.16588579087076
Si 1S;v=3s2.3p.5p,1.33511e-07,7.22956260623651
Si 2[7/2];v=3s2.3p(2Po_1/2)4f,0.0294118,7.28872650088709
Si 1Po;v=3s2.3p.4d,2.44831e-09,7.29028866575003
Si 1Fo;v=3s2.3p.4d,7.5838e-09,7.30168255074246
Si 3Do;v=3s2.3p.4d,0.0167645,7.31923830824984
Si 2[7/2];v=3s2.3p(2Po_3/2)4f,8.91048e-09,7.32190390702392
Si 2[5/2];v=3s2.3p(2Po_3/2)4f,0.0104305,7.32864849182901
Si 2[9/2];v=3s2.3p(2Po_3/2)4f,0.0107296,7.33125209993392
Si 2[3/2];v=3s2.3p(2Po_3/2)4f,7.45171e-08,7.33851740635999
Si a3Po;v=3s2.3p.nd,1.14655e-08,7.44414950661626
Si 1Do;v=3s2.3p.5d,5.88097e-08,7.47618628444047
Si 3Fo;v=3s2.3p.5d,1.15587e-07,7.51889785549479
Si 1Po;v=3s2.3p.5d,3.25839e-07,7.6007627331934
Si 1Fo;v=3s2.3p.5d,8.40407e-09,7.61533054044705
Si 3Do;v=3s2.3p.5d,7.60658e-09,7.626315287023
Si 2[9/2];v=3s2.3p(2Po_3/2)5f,9.8174e-08,7.63903577233555
Si 2[3/2];v=3s2.3p(2Po_3/2)5f,1.40607e-07,7.6431271565004
Si 3Po;v=3s2.3p.5d,2.61801e-06,7.68192091726353
