obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""57.13""","=""57.14+""","=""2a""","=""""",,"=""0.0000000""","=""21.698""","=""3d10.4s2.4p""","=""2P*""","=""1/2""","=""3d9.(2D).4s2.4p2.(1S)""","=""2D""","=""3/2""",2,4,,"=""""","=""L12180""",
"=""57.42""","=""57.41+""","=""0a""","=""""",,"=""0.1024345""","=""21.698""","=""3d10.4s2.4p""","=""2P*""","=""3/2""","=""3d9.(2D).4s2.4p2.(1S)""","=""2D""","=""3/2""",4,4,,"=""""","=""L12180""",
"=""58.49""","=""58.49+""","=""3a""","=""""",,"=""0.1024345""","=""21.299""","=""3d10.4s2.4p""","=""2P*""","=""3/2""","=""3d9.(2D).4s2.4p2.(1S)""","=""2D""","=""5/2""",4,6,,"=""""","=""L12180""",
"=""60.13""","=""60.22+""","=""7a""","=""""",,"=""0.0000000""","=""20.588""","=""3d10.4s2.4p""","=""2P*""","=""1/2""","=""3d9.(2D).4s2.4p2.(1D)""","=""2D""","=""3/2""",2,4,,"=""""","=""L12180""",
"=""60.61""","=""60.52+""","=""14a""","=""""",,"=""0.1024345""","=""20.588""","=""3d10.4s2.4p""","=""2P*""","=""3/2""","=""3d9.(2D).4s2.4p2.(1D)""","=""2D""","=""3/2""",4,4,,"=""""","=""L12180""",
"=""60.98""","=""61.00+""","=""15a""","=""""",,"=""0.0000000""","=""20.325""","=""3d10.4s2.4p""","=""2P*""","=""1/2""","=""3d9.(2D).4s2.4p2.(1D)""","=""2P""","=""1/2""",2,2,,"=""""","=""L12180""",
"=""61.33""","=""61.31+""","=""13a""","=""""",,"=""0.1024345""","=""20.325""","=""3d10.4s2.4p""","=""2P*""","=""3/2""","=""3d9.(2D).4s2.4p2.(1D)""","=""2P""","=""1/2""",4,2,,"=""""","=""L12180""",
"=""61.61""","=""61.61+""","=""7a""","=""""",,"=""0.1024345""","=""20.227""","=""3d10.4s2.4p""","=""2P*""","=""3/2""","=""3d9.(2D).4s2.4p2.(1D)""","=""2D""","=""5/2""",4,6,,"=""""","=""L12180""",
"=""61.86""","=""61.89+""","=""4a""","=""""",,"=""0.0000000""","=""20.033""","=""3d10.4s2.4p""","=""2P*""","=""1/2""","=""3d9.(2D).4s2.4p2.(1D)""","=""2P""","=""3/2""",2,4,,"=""""","=""L12180""",
"=""62.24""","=""62.21+""","=""7a""","=""""",,"=""0.1024345""","=""20.033""","=""3d10.4s2.4p""","=""2P*""","=""3/2""","=""3d9.(2D).4s2.4p2.(1D)""","=""2P""","=""3/2""",4,4,,"=""""","=""L12180""",
