label,energy_eV
Ga II (4s2 1S<0>),5.999302
Ga II (4s.4p 3P*<0>),11.872124
Ga II (4s.4p 3P*<1>),11.927488
Ga II (4s.4p 3P*<2>),12.043499
Ga II (4s.4p 1P*<1>),14.765142
