obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""7.861""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L7358""",
"=""7.890""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L7358""",
"=""8.081""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L7358""",
"=""8.111""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L7358""",
"=""8.518""","=""""","=""10""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L7358""",
"=""8.558""","=""""","=""6""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L7358""",
"=""9.045""","=""""","=""4""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L7358""",
"=""""","=""9.08481""","=""""","=""4.54e+09""",D+,"=""0.0000""","=""136.4742""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""",1,3,,"=""c44""","=""""",
"=""9.085""","=""""","=""4""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L7358""",
"=""9.644""","=""9.64399""","=""15""","=""2.36e+11""",B+,"=""0.0000""","=""128.5611""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.3d""","=""1P*""","=""1""",1,3,,"=""c44,T6036""","=""L7358""",
"=""9.714""","=""9.71433""","=""10""","=""2.42e+10""",C,"=""0.0000""","=""127.6302""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.3d""","=""3D*""","=""1""",1,3,,"=""c44""","=""L7358""",
"=""9.821""","=""9.820911""","=""2""","=""6.88e+08""",D,"=""0.0000""","=""126.24511""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.3d""","=""3P*""","=""1""",1,3,,"=""c44""","=""L7358""",
"=""11.786""","=""11.785348""","=""20""","=""3.57e+10""",B+,"=""0.0000""","=""105.20198""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.3s""","=""1P*""","=""1""",1,3,,"=""T6577""","=""L7358""",
"=""11.897""","=""11.896406""","=""20""","=""3.84e+09""",D+,"=""0.0000""","=""104.21988""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.3s""","=""3P*""","=""1""",1,3,,"=""c44""","=""L7358""",
"=""""","=""46.8347""","=""""","=""3.73e+09""",D+,"=""126.6355""","=""153.1082""","=""2s2.2p5.3d""","=""3F*""","=""4""","=""2s2.2p5.(2P*<3/2>).5f""","=""2[9/2]""","=""5""",9,11,,"=""T6169c4,LS'""","=""""",
"=""""","=""50.1674""","=""""","=""2.66e+08""",C,"=""112.36096""","=""137.0751""","=""2s2.2p5.3p""","=""3S""","=""1""","=""2s2.2p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""",3,3,,"=""c44""","=""""",
"=""""","=""50.4559""","=""""","=""5.92e+07""",C+,"=""112.36096""","=""136.9337""","=""2s2.2p5.3p""","=""3S""","=""1""","=""2s2.2p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""0""",3,1,,"=""c44""","=""""",
"=""""","=""51.7808""","=""""","=""2.10e+08""",B,"=""112.36096""","=""136.3050""","=""2s2.2p5.3p""","=""3S""","=""1""","=""2s2.2p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""",3,5,,"=""c44""","=""""",
"=""""","=""53.5832""","=""""","=""1.81e+08""",C,"=""113.93644""","=""137.0751""","=""2s2.2p5.3p""","=""3D""","=""2""","=""2s2.2p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""",5,3,,"=""c44""","=""""",
"=""""","=""54.1357""","=""""","=""1.58e+08""",C,"=""114.17257""","=""137.0751""","=""2s2.2p5.3p""","=""3D""","=""1""","=""2s2.2p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""",3,3,,"=""c44""","=""""",
"=""""","=""54.4718""","=""""","=""1.03e+09""",B,"=""114.17257""","=""136.9337""","=""2s2.2p5.3p""","=""3D""","=""1""","=""2s2.2p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""0""",3,1,,"=""c44""","=""""",
"=""""","=""55.1130""","=""""","=""3.38e+09""",B+,"=""113.80863""","=""136.3050""","=""2s2.2p5.3p""","=""3D""","=""3""","=""2s2.2p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""",7,5,,"=""c44""","=""""",
"=""""","=""55.4279""","=""""","=""1.62e+08""",B,"=""113.93644""","=""136.3050""","=""2s2.2p5.3p""","=""3D""","=""2""","=""2s2.2p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""",5,5,,"=""c44""","=""""",
"=""""","=""56.0192""","=""""","=""3.41e+06""",C,"=""114.17257""","=""136.3050""","=""2s2.2p5.3p""","=""3D""","=""1""","=""2s2.2p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""",3,5,,"=""c44""","=""""",
"=""""","=""56.0231""","=""""","=""2.08e+09""",C+,"=""114.80283""","=""136.9337""","=""2s2.2p5.3p""","=""1P""","=""1""","=""2s2.2p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""0""",3,1,,"=""c44""","=""""",
"=""""","=""56.1209""","=""""","=""2.99e+09""",B,"=""114.98272""","=""137.0751""","=""2s2.2p5.3p""","=""3P""","=""2""","=""2s2.2p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""",5,3,,"=""c44""","=""""",
"=""""","=""56.250""","=""""","=""2.40e+08""",C,"=""115.03325""","=""137.0751""","=""2s2.2p5.3p""","=""3P""","=""0""","=""2s2.2p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""",1,3,,"=""c44""","=""""",
"=""""","=""56.440""","=""""","=""9.96e+08""",C+,"=""115.10760""","=""137.0751""","=""2s2.2p5.3p""","=""3P""","=""1""","=""2s2.2p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""",3,3,,"=""c44""","=""""",
"=""""","=""56.674""","=""""","=""1.47e+09""",C+,"=""114.59757""","=""136.4742""","=""2s2.2p5.3p""","=""1D""","=""2""","=""2s2.2p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""",5,3,,"=""c44""","=""""",
"=""""","=""56.805""","=""""","=""9.06e+08""",B,"=""115.10760""","=""136.9337""","=""2s2.2p5.3p""","=""3P""","=""1""","=""2s2.2p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""0""",3,1,,"=""c44""","=""""",
"=""""","=""57.116""","=""""","=""9.05e+08""",C+,"=""114.59757""","=""136.3050""","=""2s2.2p5.3p""","=""1D""","=""2""","=""2s2.2p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""",5,5,,"=""c44""","=""""",
"=""""","=""57.211""","=""""","=""4.89e+08""",C,"=""114.80283""","=""136.4742""","=""2s2.2p5.3p""","=""1P""","=""1""","=""2s2.2p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""",3,3,,"=""c44""","=""""",
"=""""","=""57.661""","=""""","=""7.01e+07""",C,"=""114.80283""","=""136.3050""","=""2s2.2p5.3p""","=""1P""","=""1""","=""2s2.2p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""",3,5,,"=""c44""","=""""",
"=""""","=""58.148""","=""""","=""1.76e+08""",C+,"=""114.98272""","=""136.3050""","=""2s2.2p5.3p""","=""3P""","=""2""","=""2s2.2p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""",5,5,,"=""c44""","=""""",
"=""""","=""58.490""","=""""","=""3.28e+07""",C+,"=""115.10760""","=""136.3050""","=""2s2.2p5.3p""","=""3P""","=""1""","=""2s2.2p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""",3,5,,"=""c44""","=""""",
"=""""","=""64.577""","=""""","=""4.71e+09""",D+,"=""126.16992""","=""145.3694""","=""2s2.2p5.3d""","=""3P*""","=""0""","=""2s2.2p5.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",1,3,,"=""T6169c4,LS'""","=""""",
"=""""","=""64.831""","=""""","=""3.49e+09""",D+,"=""126.24511""","=""145.3694""","=""2s2.2p5.3d""","=""3P*""","=""1""","=""2s2.2p5.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",3,3,,"=""T6169c4,LS'""","=""""",
"=""""","=""65.383""","=""""","=""2.27e+08""",E,"=""126.40653""","=""145.3694""","=""2s2.2p5.3d""","=""3P*""","=""2""","=""2s2.2p5.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",5,3,,"=""T6169c4,LS'""","=""""",
"=""""","=""66.006""","=""""","=""9.96e+09""",C+,"=""126.6355""","=""145.4193""","=""2s2.2p5.3d""","=""3F*""","=""4""","=""2s2.2p5.(2P*<3/2>).4f""","=""2[9/2]""","=""5""",9,11,,"=""T6169c4,LS'""","=""""",
"=""""","=""69.893""","=""""","=""1.04e+09""",D,"=""127.6302""","=""145.3694""","=""2s2.2p5.3d""","=""3D*""","=""1""","=""2s2.2p5.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",3,3,,"=""T6169c4,LS'""","=""""",
"=""""","=""70.388""","=""""","=""3.41e+08""",E,"=""127.7551""","=""145.3694""","=""2s2.2p5.3d""","=""3D*""","=""2""","=""2s2.2p5.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",5,3,,"=""T6169c4,LS'""","=""""",
"=""""","=""72.575""","=""""","=""2.99e+08""",C+,"=""119.391""","=""136.4742""","=""2s2.2p5.3p""","=""1S""","=""0""","=""2s2.2p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""",1,3,,"=""c44""","=""""",
"=""""","=""81.243""","=""""","=""2.57e+06""",D,"=""112.36096""","=""127.622""","=""2s2.2p5.3p""","=""3S""","=""1""","=""2s2.2p5.3d""","=""1D*""","=""2""",3,5,,"=""c44""","=""""",
"=""""","=""81.726""","=""""","=""2.60e+08""",C,"=""104.21988""","=""119.391""","=""2s2.2p5.3s""","=""3P*""","=""1""","=""2s2.2p5.3p""","=""1S""","=""0""",3,1,,"=""c44""","=""""",
"=""""","=""84.778""","=""""","=""2.28e+06""",D,"=""113.93644""","=""128.5611""","=""2s2.2p5.3p""","=""3D""","=""2""","=""2s2.2p5.3d""","=""1P*""","=""1""",5,3,,"=""c44""","=""""",
"=""""","=""86.169""","=""""","=""5.07e+06""",D+,"=""114.17257""","=""128.5611""","=""2s2.2p5.3p""","=""3D""","=""1""","=""2s2.2p5.3d""","=""1P*""","=""1""",3,3,,"=""c44""","=""""",
"=""""","=""87.383""","=""""","=""2.93e+09""",B+,"=""105.20198""","=""119.391""","=""2s2.2p5.3s""","=""1P*""","=""1""","=""2s2.2p5.3p""","=""1S""","=""0""",3,1,,"=""c44,T6036""","=""""",
"=""""","=""88.2729""","=""""","=""1.68e+09""",A,"=""112.36096""","=""126.40653""","=""2s2.2p5.3p""","=""3S""","=""1""","=""2s2.2p5.3d""","=""3P*""","=""2""",3,5,,"=""c44,T6036""","=""""",
"=""""","=""88.792""","=""""","=""3.70e+07""",B,"=""114.59757""","=""128.5611""","=""2s2.2p5.3p""","=""1D""","=""2""","=""2s2.2p5.3d""","=""1P*""","=""1""",5,3,,"=""c44,T6036""","=""""",
"=""""","=""88.900""","=""""","=""6.59e+07""",B+,"=""113.80863""","=""127.7551""","=""2s2.2p5.3p""","=""3D""","=""3""","=""2s2.2p5.3d""","=""3D*""","=""2""",7,5,,"=""c44,T6036""","=""""",
"=""""","=""89.2991""","=""""","=""1.97e+09""",A,"=""112.36096""","=""126.24511""","=""2s2.2p5.3p""","=""3S""","=""1""","=""2s2.2p5.3d""","=""3P*""","=""1""",3,3,,"=""c44,T6036""","=""""",
"=""""","=""89.328""","=""""","=""2.84e+08""",B+,"=""113.80863""","=""127.6882""","=""2s2.2p5.3p""","=""3D""","=""3""","=""2s2.2p5.3d""","=""3D*""","=""3""",7,7,,"=""c44,T6036""","=""""",
"=""""","=""89.723""","=""""","=""2.61e+08""",B+,"=""113.93644""","=""127.7551""","=""2s2.2p5.3p""","=""3D""","=""2""","=""2s2.2p5.3d""","=""3D*""","=""2""",5,5,,"=""c44,T6036""","=""""",
"=""""","=""89.757""","=""""","=""1.29e+07""",C,"=""113.80863""","=""127.622""","=""2s2.2p5.3p""","=""3D""","=""3""","=""2s2.2p5.3d""","=""1D*""","=""2""",7,5,,"=""c44""","=""""",
"=""""","=""89.7854""","=""""","=""2.08e+09""",B+,"=""112.36096""","=""126.16992""","=""2s2.2p5.3p""","=""3S""","=""1""","=""2s2.2p5.3d""","=""3P*""","=""0""",3,1,,"=""c44,T6036""","=""""",
"=""""","=""90.116""","=""""","=""8.91e+08""",B+,"=""114.80283""","=""128.5611""","=""2s2.2p5.3p""","=""1P""","=""1""","=""2s2.2p5.3d""","=""1P*""","=""1""",3,3,,"=""c44,T6036""","=""""",
"=""""","=""90.159""","=""""","=""8.91e+07""",B+,"=""113.93644""","=""127.6882""","=""2s2.2p5.3p""","=""3D""","=""2""","=""2s2.2p5.3d""","=""3D*""","=""3""",5,7,,"=""c44,T6036""","=""""",
"=""""","=""90.541""","=""""","=""2.02e+08""",B+,"=""113.93644""","=""127.6302""","=""2s2.2p5.3p""","=""3D""","=""2""","=""2s2.2p5.3d""","=""3D*""","=""1""",5,3,,"=""c44,T6036""","=""""",
