obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""52.0194""","=""0.002""","=""52.01795+""","=""(1)""","=""""",,"=""1.214346""","=""25.049232""","=""5s2.5p4""","=""3P""","=""1""","=""5s2.5p3.(2D*).6d""","=""3P*""","=""1""",3,3,,"=""""","=""L10579""",
"=""52.1315""","=""0.002""","=""52.13109+""","=""(0)""","=""""",,"=""1.214346""","=""24.997506""","=""5s2.5p4""","=""3P""","=""1""","=""5s2.5p3.(2D*).6d""","=""3P*""","=""0""",3,1,,"=""""","=""L10579""",
"=""52.3644""","=""0.002""","=""52.36314+""","=""(-1)""","=""""",,"=""1.008001""","=""24.685765""","=""5s2.5p4""","=""3P""","=""0""","=""5s2.5p3.(2D*).6d""","=""3S*""","=""1""",1,3,,"=""""","=""L10579""",
"=""52.4258""","=""0.002""","=""52.42592+""","=""(2)""","=""""",,"=""1.214346""","=""24.863755""","=""5s2.5p4""","=""3P""","=""1""","=""5s2.5p3.(2D*).7s""","=""1D*""","=""2""",3,5,,"=""""","=""L10579""",
"=""52.8235""","=""0.002""","=""52.82348+""","=""(1)""","=""""",,"=""1.214346""","=""24.685765""","=""5s2.5p4""","=""3P""","=""1""","=""5s2.5p3.(2D*).6d""","=""3S*""","=""1""",3,3,,"=""""","=""L10579""",
"=""52.9826""","=""0.002""","=""52.98110+""","=""(-1)""","=""""",,"=""1.008001""","=""24.409591""","=""5s2.5p4""","=""3P""","=""0""","=""5s2.5p3.(2D*).6d""","=""3D*""","=""1""",1,3,,"=""""","=""L10579""",
"=""52.9955""","=""0.002""","=""52.99484+""","=""(2)""","=""""",,"=""1.214346""","=""24.609869""","=""5s2.5p4""","=""3P""","=""1""","=""5s2.5p3.(2D*).6d""","=""3P*""","=""2""",3,5,,"=""""","=""L10579""",
"=""53.3910""","=""0.002""","=""53.39128+""","=""(-1)a""","=""""",,"=""1.214346""","=""24.436152""","=""5s2.5p4""","=""3P""","=""1""","=""5s2.5p3.(2D*).6d""","=""1S*""","=""0""",3,1,,"=""""","=""L10579""",
"=""53.4537""","=""0.002""","=""53.45242+""","=""(-2)""","=""""",,"=""1.214346""","=""24.409591""","=""5s2.5p4""","=""3P""","=""1""","=""5s2.5p3.(2D*).6d""","=""3D*""","=""1""",3,3,,"=""""","=""L10579""",
"=""53.5476""","=""0.002""","=""53.54849+""","=""(4)""","=""""",,"=""2.119972""","=""25.273604""","=""5s2.5p4""","=""1D""","=""2""","=""5s2.5p3.(2D*).6d""","=""1F*""","=""3""",5,7,,"=""""","=""L10579""",
"=""53.6524""","=""0.002""","=""53.65266+""","=""(5)""","=""""",,"=""0.000000""","=""23.108676""","=""5s2.5p4""","=""3P""","=""2""","=""5s2.5p3.(4S*).6d""","=""3D*""","=""3""",5,7,,"=""""","=""L10579""",
"=""53.6844""","=""0.002""","=""53.68340+""","=""(3)""","=""""",,"=""2.119972""","=""25.215415""","=""5s2.5p4""","=""1D""","=""2""","=""5s2.5p3.(2D*).6d""","=""1D*""","=""2""",5,5,,"=""""","=""L10579""",
"=""53.7106""","=""0.002""","=""53.71051+""","=""(-1)""","=""""",,"=""1.214346""","=""24.298134""","=""5s2.5p4""","=""3P""","=""1""","=""5s2.5p3.(2D*).6d""","=""3F*""","=""2""",3,5,,"=""""","=""L10579""",
"=""53.7287""","=""0.002""","=""53.73089+""","=""(0)""","=""""",,"=""1.214346""","=""24.289377""","=""5s2.5p4""","=""3P""","=""1""","=""5s2.5p3.(2D*).7s""","=""3D*""","=""1""",3,3,,"=""""","=""L10579""",
"=""53.8490""","=""0.002""","=""53.84822+""","=""(1)""","=""""",,"=""2.119972""","=""25.144727""","=""5s2.5p4""","=""1D""","=""2""","=""5s2.5p3.(2D*).6d""","=""1P*""","=""1""",5,3,,"=""""","=""L10579""",
"=""54.0190""","=""0.002""","=""54.01875+""","=""(4)""","=""""",,"=""0.000000""","=""22.952066""","=""5s2.5p4""","=""3P""","=""2""","=""5s2.5p3.(4S*).6d""","=""3D*""","=""2""",5,5,,"=""""","=""L10579""",
"=""54.4108""","=""0.002""","=""54.41104+""","=""(5)""","=""""",,"=""0.000000""","=""22.786590""","=""5s2.5p4""","=""3P""","=""2""","=""5s2.5p3.(4S*).7s""","=""3S*""","=""1""",5,3,,"=""""","=""L10579""",
"=""54.7790""","=""0.002""","=""54.77912+""","=""(0)""","=""""",,"=""0.000000""","=""22.633479""","=""5s2.5p4""","=""3P""","=""2""","=""5s2.5p3.(4S*).6d""","=""5D*""","=""1""",5,3,,"=""""","=""L10579""",
"=""54.8021""","=""0.002""","=""54.80519+""","=""""","=""""",,"=""0.000000""","=""22.622712""","=""5s2.5p4""","=""3P""","=""2""","=""5s2.5p3.(4S*).6d""","=""5D*""","=""3""",5,7,,"=""""","=""L10579""",
"=""54.8021""","=""0.002""","=""54.79970+""","=""(-1)*""","=""""",,"=""0.000000""","=""22.624976""","=""5s2.5p4""","=""3P""","=""2""","=""5s2.5p3.(4S*).7s""","=""5S*""","=""2""",5,5,,"=""""","=""L10579""",
"=""54.8444""","=""0.002""","=""54.84324+""","=""(4)""","=""""",,"=""0.000000""","=""22.607016""","=""5s2.5p4""","=""3P""","=""2""","=""5s2.5p3.(4S*).6d""","=""5D*""","=""2""",5,5,,"=""""","=""L10579""",
"=""54.9447""","=""0.002""","=""54.94343+""","=""(-1)""","=""""",,"=""2.119972""","=""24.685765""","=""5s2.5p4""","=""1D""","=""2""","=""5s2.5p3.(2D*).6d""","=""3S*""","=""1""",5,3,,"=""""","=""L10579""",
"=""55.9030""","=""0.002""","=""55.90373+""","=""(0)""","=""""",,"=""2.119972""","=""24.298134""","=""5s2.5p4""","=""1D""","=""2""","=""5s2.5p3.(2D*).6d""","=""3F*""","=""2""",5,5,,"=""""","=""L10579""",
"=""55.9256""","=""0.002""","=""55.92581+""","=""(0)""","=""""",,"=""2.119972""","=""24.289377""","=""5s2.5p4""","=""1D""","=""2""","=""5s2.5p3.(2D*).7s""","=""3D*""","=""1""",5,3,,"=""""","=""L10579""",
"=""56.0355""","=""0.002""","=""56.03526+""","=""(5)""","=""""",,"=""1.008001""","=""23.134106""","=""5s2.5p4""","=""3P""","=""0""","=""5s2.5p3.(4S*).6d""","=""3D*""","=""1""",1,3,,"=""""","=""L10579""",
"=""56.5620""","=""0.002""","=""56.56275+""","=""(3)""","=""""",,"=""1.214346""","=""23.134106""","=""5s2.5p4""","=""3P""","=""1""","=""5s2.5p3.(4S*).6d""","=""3D*""","=""1""",3,3,,"=""""","=""L10579""",
"=""56.9292""","=""0.002""","=""56.92940+""","=""(1)""","=""""",,"=""1.008001""","=""22.786590""","=""5s2.5p4""","=""3P""","=""0""","=""5s2.5p3.(4S*).7s""","=""3S*""","=""1""",1,3,,"=""""","=""L10579""",
"=""57.0365""","=""0.002""","=""57.03643+""","=""(5)""","=""""",,"=""1.214346""","=""22.952066""","=""5s2.5p4""","=""3P""","=""1""","=""5s2.5p3.(4S*).6d""","=""3D*""","=""2""",3,5,,"=""""","=""L10579""",
"=""57.4738""","=""0.002""","=""57.47395+""","=""(3)""","=""""",,"=""1.214346""","=""22.786590""","=""5s2.5p4""","=""3P""","=""1""","=""5s2.5p3.(4S*).7s""","=""3S*""","=""1""",3,3,,"=""""","=""L10579""",
"=""59.0707""","=""0.002""","=""59.07187+""","=""(1)""","=""""",,"=""2.119972""","=""23.108676""","=""5s2.5p4""","=""1D""","=""2""","=""5s2.5p3.(4S*).6d""","=""3D*""","=""3""",5,7,,"=""""","=""L10579""",
"=""61.1511""","=""0.002""","=""61.15183+""","=""(0)""","=""""",,"=""0.000000""","=""20.274814""","=""5s2.5p4""","=""3P""","=""2""","=""5s.5p5""","=""1P*""","=""1""",5,3,,"=""""","=""L10579""",
"=""62.7403""","=""0.002""","=""62.73991+""","=""1""","=""""",,"=""0.000000""","=""19.761616""","=""5s2.5p4""","=""3P""","=""2""","=""5s2.5p3.(2P*).6s""","=""1P*""","=""1""",5,3,,"=""""","=""L10579""",
"=""62.9216""","=""0.002""","=""62.92153+""","=""7""","=""""",,"=""0.000000""","=""19.704573""","=""5s2.5p4""","=""3P""","=""2""","=""5s2.5p3.(2P*).6s""","=""3P*""","=""2""",5,5,,"=""""","=""L10579""",
"=""63.3089""","=""0.002""","=""63.30972+""","=""(1)""","=""""",,"=""2.119972""","=""21.703727""","=""5s2.5p4""","=""1D""","=""2""","=""5s2.5p3.(2P*).5d""","=""1P*""","=""1""",5,3,,"=""""","=""L10579""",
"=""63.9419""","=""0.002""","=""63.94161+""","=""8""","=""""",,"=""0.000000""","=""19.390221""","=""5s2.5p4""","=""3P""","=""2""","=""5s2.5p3.(2P*).5d""","=""3D*""","=""3""",5,7,,"=""""","=""L10579""",
"=""64.6667""","=""0.002""","=""64.66659+""","=""10""","=""""",,"=""0.000000""","=""19.172838""","=""5s2.5p4""","=""3P""","=""2""","=""5s2.5p3.(2D*).5d""","=""3P*""","=""1""",5,3,,"=""""","=""L10579""",
"=""65.0479""","=""0.002""","=""65.04783+""","=""12""","=""""",,"=""1.214346""","=""20.274814""","=""5s2.5p4""","=""3P""","=""1""","=""5s.5p5""","=""1P*""","=""1""",3,3,,"=""""","=""L10579""",
"=""65.7831""","=""0.002""","=""65.78271+""","=""0""","=""""",,"=""1.214346""","=""20.061881""","=""5s2.5p4""","=""3P""","=""1""","=""5s2.5p3.(2D*).5d""","=""1D*""","=""2""",3,5,,"=""""","=""L10579""",
"=""66.0133""","=""0.002""","=""66.01426+""","=""1""","=""""",,"=""0.000000""","=""18.781428""","=""5s2.5p4""","=""3P""","=""2""","=""5s2.5p3.(2P*).6s""","=""3P*""","=""1""",5,3,,"=""""","=""L10579""",
"=""66.1125""","=""0.002""","=""66.11216+""","=""1""","=""""",,"=""1.008001""","=""19.761616""","=""5s2.5p4""","=""3P""","=""0""","=""5s2.5p3.(2P*).6s""","=""1P*""","=""1""",1,3,,"=""""","=""L10579""",
"=""66.2516""","=""0.002""","=""66.25175+""","=""2""","=""""",,"=""1.214346""","=""19.928448""","=""5s2.5p4""","=""3P""","=""1""","=""5s2.5p3.(2D*).5d""","=""3P*""","=""0""",3,1,,"=""""","=""L10579""",
"=""66.4878""","=""0.002""","=""66.48749+""","=""8""","=""""",,"=""0.000000""","=""18.647749""","=""5s2.5p4""","=""3P""","=""2""","=""5s2.5p3.(2P*).5d""","=""3P*""","=""2""",5,5,,"=""""","=""L10579""",
"=""66.8476""","=""0.002""","=""66.84768+""","=""1""","=""""",,"=""1.214346""","=""19.761616""","=""5s2.5p4""","=""3P""","=""1""","=""5s2.5p3.(2P*).6s""","=""1P*""","=""1""",3,3,,"=""""","=""L10579""",
"=""67.0550""","=""0.002""","=""67.05391+""","=""(1)""","=""""",,"=""1.214346""","=""19.704573""","=""5s2.5p4""","=""3P""","=""1""","=""5s2.5p3.(2P*).6s""","=""3P*""","=""2""",3,5,,"=""""","=""L10579""",
"=""67.3798""","=""0.002""","=""67.37961+""","=""7""","=""""",,"=""0.000000""","=""18.400847""","=""5s2.5p4""","=""3P""","=""2""","=""5s2.5p3.(2D*).5d""","=""1F*""","=""3""",5,7,,"=""""","=""L10579""",
"=""67.3991""","=""0.002""","=""67.39901+""","=""9""","=""""",,"=""0.000000""","=""18.395552""","=""5s2.5p4""","=""3P""","=""2""","=""5s2.5p3.(2D*).5d""","=""3P*""","=""2""",5,5,,"=""""","=""L10579""",
"=""67.6602""","=""0.002""","=""67.66018+""","=""9""","=""""",,"=""0.000000""","=""18.324543""","=""5s2.5p4""","=""3P""","=""2""","=""5s2.5p3.(2D*).5d""","=""3S*""","=""1""",5,3,,"=""""","=""L10579""",
"=""67.9022""","=""0.002""","=""67.90211+""","=""6""","=""""",,"=""1.008001""","=""19.267256""","=""5s2.5p4""","=""3P""","=""0""","=""5s2.5p3.(2P*).5d""","=""3D*""","=""1""",1,3,,"=""""","=""L10579""",
"=""68.2563""","=""0.002""","=""68.25506+""","=""12""","=""""",,"=""1.008001""","=""19.172838""","=""5s2.5p4""","=""3P""","=""0""","=""5s2.5p3.(2D*).5d""","=""3P*""","=""1""",1,3,,"=""""","=""L10579""",
"=""68.2926""","=""0.002""","=""68.29264+""","=""13""","=""""",,"=""2.119972""","=""20.274814""","=""5s2.5p4""","=""1D""","=""2""","=""5s.5p5""","=""1P*""","=""1""",5,3,,"=""""","=""L10579""",
"=""68.5599""","=""0.002""","=""68.55947+""","=""10""","=""""",,"=""2.119972""","=""20.204155""","=""5s2.5p4""","=""1D""","=""2""","=""5s2.5p3.(2P*).5d""","=""1F*""","=""3""",5,7,,"=""""","=""L10579""",
"=""68.6792""","=""0.002""","=""68.67823+""","=""(5)""","=""""",,"=""1.214346""","=""19.267256""","=""5s2.5p4""","=""3P""","=""1""","=""5s2.5p3.(2P*).5d""","=""3D*""","=""1""",3,3,,"=""""","=""L10579""",
"=""68.8044""","=""0.002""","=""68.80375+""","=""10""","=""""",,"=""0.000000""","=""18.019976""","=""5s2.5p4""","=""3P""","=""2""","=""5s2.5p3.(2P*).5d""","=""3F*""","=""3""",5,7,,"=""""","=""L10579""",
"=""68.8239""","=""0.002""","=""68.82306+""","=""1""","=""""",,"=""0.000000""","=""18.014920""","=""5s2.5p4""","=""3P""","=""2""","=""5s2.5p3.(2P*).5d""","=""3F*""","=""2""",5,5,,"=""""","=""L10579""",
"=""69.0400""","=""0.002""","=""69.03931+""","=""12""","=""""",,"=""1.214346""","=""19.172838""","=""5s2.5p4""","=""3P""","=""1""","=""5s2.5p3.(2D*).5d""","=""3P*""","=""1""",3,3,,"=""""","=""L10579""",
"=""69.1036""","=""0.002""","=""69.10313+""","=""8""","=""""",,"=""2.119972""","=""20.061881""","=""5s2.5p4""","=""1D""","=""2""","=""5s2.5p3.(2D*).5d""","=""1D*""","=""2""",5,5,,"=""""","=""L10579""",
"=""69.3971""","=""0.002""","=""69.39681+""","=""10""","=""""",,"=""1.214346""","=""19.080325""","=""5s2.5p4""","=""3P""","=""1""","=""5s2.5p3.(2P*).5d""","=""3D*""","=""2""",3,5,,"=""""","=""L10579""",
"=""69.7584""","=""0.002""","=""69.75819+""","=""7""","=""""",,"=""1.008001""","=""18.781428""","=""5s2.5p4""","=""3P""","=""0""","=""5s2.5p3.(2P*).6s""","=""3P*""","=""1""",1,3,,"=""""","=""L10579""",
"=""69.8550""","=""0.002""","=""69.85375+""","=""12""","=""""",,"=""0.000000""","=""17.749112""","=""5s2.5p4""","=""3P""","=""2""","=""5s2.5p3.(2D*).5d""","=""3D*""","=""3""",5,7,,"=""""","=""L10579""",
"=""69.9069""","=""0.002""","=""69.90651+""","=""5""","=""""",,"=""0.000000""","=""17.735716""","=""5s2.5p4""","=""3P""","=""2""","=""5s2.5p3.(2D*).6s""","=""1D*""","=""2""",5,5,,"=""""","=""L10579""",
"=""70.2795""","=""0.002""","=""70.27928+""","=""10""","=""""",,"=""2.119972""","=""19.761616""","=""5s2.5p4""","=""1D""","=""2""","=""5s2.5p3.(2P*).6s""","=""1P*""","=""1""",5,3,,"=""""","=""L10579""",
"=""70.3906""","=""0.002""","=""70.39068+""","=""3""","=""""",,"=""0.000000""","=""17.613725""","=""5s2.5p4""","=""3P""","=""2""","=""5s2.5p3.(2D*).5d""","=""3D*""","=""2""",5,5,,"=""""","=""L10579""",
"=""70.5095""","=""0.002""","=""70.50726+""","=""12""","=""""",,"=""2.119972""","=""19.704573""","=""5s2.5p4""","=""1D""","=""2""","=""5s2.5p3.(2P*).6s""","=""3P*""","=""2""",5,5,,"=""""","=""L10579""",
"=""70.5777""","=""0.002""","=""70.57757+""","=""2""","=""""",,"=""1.214346""","=""18.781428""","=""5s2.5p4""","=""3P""","=""1""","=""5s2.5p3.(2P*).6s""","=""3P*""","=""1""",3,3,,"=""""","=""L10579""",
"=""71.0575""","=""0.002""","=""71.05758+""","=""4""","=""""",,"=""0.000000""","=""17.448412""","=""5s2.5p4""","=""3P""","=""2""","=""5s2.5p3.(2P*).5d""","=""3P*""","=""1""",5,3,,"=""""","=""L10579""",
"=""71.0680""","=""0.002""","=""71.06767+""","=""4""","=""""",,"=""1.214346""","=""18.660280""","=""5s2.5p4""","=""3P""","=""1""","=""5s2.5p3.(2P*).6s""","=""3P*""","=""0""",3,1,,"=""""","=""L10579""",
"=""71.1190""","=""0.002""","=""71.11876+""","=""(4)""","=""""",,"=""1.214346""","=""18.647749""","=""5s2.5p4""","=""3P""","=""1""","=""5s2.5p3.(2P*).5d""","=""3P*""","=""2""",3,5,,"=""""","=""L10579""",
"=""71.5986""","=""0.002""","=""71.59871+""","=""(2)""","=""""",,"=""1.008001""","=""18.324543""","=""5s2.5p4""","=""3P""","=""0""","=""5s2.5p3.(2D*).5d""","=""3S*""","=""1""",1,3,,"=""""","=""L10579""",
"=""71.7911""","=""0.002""","=""71.79063+""","=""2""","=""""",,"=""2.119972""","=""19.390221""","=""5s2.5p4""","=""1D""","=""2""","=""5s2.5p3.(2P*).5d""","=""3D*""","=""3""",5,7,,"=""""","=""L10579""",
"=""71.9694""","=""0.002""","=""71.96863+""","=""12""","=""""",,"=""4.476194""","=""21.703727""","=""5s2.5p4""","=""1S""","=""0""","=""5s2.5p3.(2P*).5d""","=""1P*""","=""1""",1,3,,"=""""","=""L10579""",
"=""72.1199""","=""0.002""","=""72.11979+""","=""13""","=""""",,"=""0.000000""","=""17.191426""","=""5s2.5p4""","=""3P""","=""2""","=""5s2.5p3.(2D*).6s""","=""3D*""","=""3""",5,7,,"=""""","=""L10579""",
"=""72.1630""","=""0.002""","=""72.16269+""","=""(2d)""","=""""",,"=""1.214346""","=""18.395552""","=""5s2.5p4""","=""3P""","=""1""","=""5s2.5p3.(2D*).5d""","=""3P*""","=""2""",3,5,,"=""""","=""L10579""",
"=""72.3055""","=""0.002""","=""72.30545+""","=""(-1)""","=""""",,"=""2.119972""","=""19.267256""","=""5s2.5p4""","=""1D""","=""2""","=""5s2.5p3.(2P*).5d""","=""3D*""","=""1""",5,3,,"=""""","=""L10579""",
"=""72.3873""","=""0.002""","=""72.38745+""","=""(5)""","=""""",,"=""0.000000""","=""17.127858""","=""5s2.5p4""","=""3P""","=""2""","=""5s2.5p3.(2D*).6s""","=""3D*""","=""1""",5,3,,"=""""","=""L10579""",
"=""72.4623""","=""0.002""","=""72.46217+""","=""(1)""","=""""",,"=""1.214346""","=""18.324543""","=""5s2.5p4""","=""3P""","=""1""","=""5s2.5p3.(2D*).5d""","=""3S*""","=""1""",3,3,,"=""""","=""L10579""",
"=""72.7042""","=""0.002""","=""72.70578+""","=""12""","=""""",,"=""2.119972""","=""19.172838""","=""5s2.5p4""","=""1D""","=""2""","=""5s2.5p3.(2D*).5d""","=""3P*""","=""1""",5,3,,"=""""","=""L10579""",
"=""73.1023""","=""0.002""","=""73.10237+""","=""5""","=""""",,"=""2.119972""","=""19.080325""","=""5s2.5p4""","=""1D""","=""2""","=""5s2.5p3.(2P*).5d""","=""3D*""","=""2""",5,5,,"=""""","=""L10579""",
"=""73.3314""","=""0.002""","=""73.33127+""","=""12""","=""""",,"=""0.000000""","=""16.907413""","=""5s2.5p4""","=""3P""","=""2""","=""5s2.5p3.(2P*).5d""","=""1D*""","=""2""",5,5,,"=""""","=""L10579""",
"=""73.7977""","=""0.002""","=""73.79760+""","=""7""","=""""",,"=""1.214346""","=""18.014920""","=""5s2.5p4""","=""3P""","=""1""","=""5s2.5p3.(2P*).5d""","=""3F*""","=""2""",3,5,,"=""""","=""L10579""",
"=""74.2570""","=""0.002""","=""74.25701+""","=""13""","=""""",,"=""0.000000""","=""16.696632""","=""5s2.5p4""","=""3P""","=""2""","=""5s2.5p3.(2D*).6s""","=""3D*""","=""2""",5,5,,"=""""","=""L10579""",
"=""74.4142""","=""0.002""","=""74.41379+""","=""2""","=""""",,"=""2.119972""","=""18.781428""","=""5s2.5p4""","=""1D""","=""2""","=""5s2.5p3.(2P*).6s""","=""3P*""","=""1""",5,3,,"=""""","=""L10579""",
"=""75.0160""","=""0.002""","=""75.01565+""","=""4""","=""""",,"=""2.119972""","=""18.647749""","=""5s2.5p4""","=""1D""","=""2""","=""5s2.5p3.(2P*).5d""","=""3P*""","=""2""",5,5,,"=""""","=""L10579""",
"=""75.0451""","=""0.002""","=""75.04474+""","=""5""","=""""",,"=""1.214346""","=""17.735716""","=""5s2.5p4""","=""3P""","=""1""","=""5s2.5p3.(2D*).6s""","=""1D*""","=""2""",3,5,,"=""""","=""L10579""",
"=""75.4144""","=""0.002""","=""75.41430+""","=""(6)""","=""""",,"=""1.008001""","=""17.448412""","=""5s2.5p4""","=""3P""","=""0""","=""5s2.5p3.(2P*).5d""","=""3P*""","=""1""",1,3,,"=""""","=""L10579""",
"=""75.6031""","=""0.002""","=""75.60298+""","=""6""","=""""",,"=""1.214346""","=""17.613725""","=""5s2.5p4""","=""3P""","=""1""","=""5s2.5p3.(2D*).5d""","=""3D*""","=""2""",3,5,,"=""""","=""L10579""",
"=""76.1532""","=""0.002""","=""76.15328+""","=""1""","=""""",,"=""2.119972""","=""18.400847""","=""5s2.5p4""","=""1D""","=""2""","=""5s2.5p3.(2D*).5d""","=""1F*""","=""3""",5,7,,"=""""","=""L10579""",
"=""76.1790""","=""0.002""","=""76.17806+""","=""(5)""","=""""",,"=""2.119972""","=""18.395552""","=""5s2.5p4""","=""1D""","=""2""","=""5s2.5p3.(2D*).5d""","=""3P*""","=""2""",5,5,,"=""""","=""L10579""",
"=""76.3729""","=""0.002""","=""76.37286+""","=""9""","=""""",,"=""1.214346""","=""17.448412""","=""5s2.5p4""","=""3P""","=""1""","=""5s2.5p3.(2P*).5d""","=""3P*""","=""1""",3,3,,"=""""","=""L10579""",
"=""76.5120""","=""0.002""","=""76.51187+""","=""(7)""","=""""",,"=""2.119972""","=""18.324543""","=""5s2.5p4""","=""1D""","=""2""","=""5s2.5p3.(2D*).5d""","=""3S*""","=""1""",5,3,,"=""""","=""L10579""",
"=""76.5442""","=""0.002""","=""76.54422+""","=""2""","=""""",,"=""1.214346""","=""17.412067""","=""5s2.5p4""","=""3P""","=""1""","=""5s2.5p3.(2P*).5d""","=""3P*""","=""0""",3,1,,"=""""","=""L10579""",
"=""76.9140""","=""0.002""","=""76.91396+""","=""8""","=""""",,"=""1.008001""","=""17.127858""","=""5s2.5p4""","=""3P""","=""0""","=""5s2.5p3.(2D*).6s""","=""3D*""","=""1""",1,3,,"=""""","=""L10579""",
"=""77.9124""","=""0.002""","=""77.91127+""","=""13*""","=""""",,"=""1.214346""","=""17.127858""","=""5s2.5p4""","=""3P""","=""1""","=""5s2.5p3.(2D*).6s""","=""3D*""","=""1""",3,3,,"=""""","=""L10579""",
"=""77.9124""","=""0.002""","=""77.91248+""","=""13*""","=""""",,"=""0.000000""","=""15.913266""","=""5s2.5p4""","=""3P""","=""2""","=""5s2.5p3.(2D*).5d""","=""3G*""","=""3""",5,7,,"=""""","=""L10579""",
"=""77.9782""","=""0.002""","=""77.97746+""","=""(4)""","=""""",,"=""2.119972""","=""18.019976""","=""5s2.5p4""","=""1D""","=""2""","=""5s2.5p3.(2P*).5d""","=""3F*""","=""3""",5,7,,"=""""","=""L10579""",
"=""78.0027""","=""0.002""","=""78.00227+""","=""8""","=""""",,"=""2.119972""","=""18.014920""","=""5s2.5p4""","=""1D""","=""2""","=""5s2.5p3.(2P*).5d""","=""3F*""","=""2""",5,5,,"=""""","=""L10579""",
"=""78.4785""","=""0.002""","=""78.47787+""","=""(1)""","=""""",,"=""4.476194""","=""20.274814""","=""5s2.5p4""","=""1S""","=""0""","=""5s.5p5""","=""1P*""","=""1""",1,3,,"=""""","=""L10579""",
"=""79.0056""","=""0.002""","=""79.00572+""","=""4""","=""""",,"=""1.214346""","=""16.907413""","=""5s2.5p4""","=""3P""","=""1""","=""5s2.5p3.(2P*).5d""","=""1D*""","=""2""",3,5,,"=""""","=""L10579""",
"=""79.2896""","=""0.002""","=""79.28971+""","=""12""","=""""",,"=""0.000000""","=""15.636859""","=""5s2.5p4""","=""3P""","=""2""","=""5s2.5p3.(2D*).5d""","=""3F*""","=""3""",5,7,,"=""""","=""L10579""",
"=""79.3282""","=""0.002""","=""79.32887+""","=""0""","=""""",,"=""2.119972""","=""17.749112""","=""5s2.5p4""","=""1D""","=""2""","=""5s2.5p3.(2D*).5d""","=""3D*""","=""3""",5,7,,"=""""","=""L10579""",
