State,Lifetime /s,Energy /eV
Kr+ 4P;v=4s2.4p4(3P)5s,,13.9885664409793
Kr+ 4Po;v=4s2.4p4(3P)5p,1.25e-08,16.8343100996438
Kr+ 2Po;v=4s2.4p4(3P)5p,8.33333e-09,17.3741248467281
Kr+ 4Do;v=4s2.4p4(3P)5p,5.55556e-09,17.3773483615246
Kr+ 4So;v=4s2.4p4(3P)5p,5.26316e-08,17.5707592493178
Kr+ 2Do;v=4s2.4p4(3P)5p,1.85185e-08,17.6046061546816
Kr+ 2Fo;v=4s2.4p4(1D)5p,1.40845e-08,18.4945442012068
Kr+ 4P;v=4s2.4p4(3P)6s,1.31579e-08,19.5746696207287
Kr+ 2D;v=4s2.4p4(1D)5s,,15.8197075776
Kr+ 4D;v=4s2.4p4(3P)4d,,14.9037805629
Kr+ 2P;v=4s2.4p4(3P)5s,,14.6886095865
