obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""55.1328""","=""55.13329+""","=""1""","=""""",,"=""0.000000""","=""22.488084""","=""4s2.4p5""","=""2P*""","=""3/2""","=""4s2.4p4.(3P).8s""","=""4P""","=""3/2""",4,4,,"=""""","=""L353""",
"=""55.9315""","=""55.93283+""","=""3""","=""""",,"=""0.000000""","=""22.166624""","=""4s2.4p5""","=""2P*""","=""3/2""","=""4s2.4p4.(3P).7s""","=""2P""","=""1/2""",4,2,,"=""""","=""L353""",
"=""56.0792""","=""56.07937+""","=""1""","=""""",,"=""0.000000""","=""22.108700""","=""4s2.4p5""","=""2P*""","=""3/2""","=""4s2.4p4.(1D).5d""","=""2D""","=""5/2""",4,6,,"=""""","=""L353""",
"=""56.1932""","=""56.19396+""","=""1""","=""""",,"=""0.000000""","=""22.063618""","=""4s2.4p5""","=""2P*""","=""3/2""","=""4s2.4p4.(3P).7s""","=""2P""","=""3/2""",4,4,,"=""""","=""L353""",
"=""56.2792""","=""56.28029+""","=""1""","=""""",,"=""0.000000""","=""22.029774""","=""4s2.4p5""","=""2P*""","=""3/2""","=""4s2.4p4.(1D).5d""","=""2P""","=""3/2""",4,4,,"=""""","=""L353""",
"=""57.0013""","=""57.00238+""","=""6""","=""""",,"=""0.000000""","=""21.750707""","=""4s2.4p5""","=""2P*""","=""3/2""","=""4s2.4p4.(3P).6d""","=""4D""","=""5/2""",4,6,,"=""""","=""L353""",
"=""57.5907""","=""57.59099+""","=""2""","=""""",,"=""0.000000""","=""21.528403""","=""4s2.4p5""","=""2P*""","=""3/2""","=""4s2.4p4.(3P).7s""","=""4P""","=""3/2""",4,4,,"=""""","=""L353""",
"=""57.6653""","=""57.66488+""","=""1""","=""""",,"=""0.665808""","=""22.166624""","=""4s2.4p5""","=""2P*""","=""1/2""","=""4s2.4p4.(3P).7s""","=""2P""","=""1/2""",2,2,,"=""""","=""L353""",
"=""57.6998""","=""57.70076+""","=""0""","=""""",,"=""0.000000""","=""21.487447""","=""4s2.4p5""","=""2P*""","=""3/2""","=""4s2.4p4.(3P).7s""","=""4P""","=""5/2""",4,6,,"=""""","=""L353""",
"=""57.9101""","=""57.90960+""","=""0""","=""""",,"=""0.665808""","=""22.075765""","=""4s2.4p5""","=""2P*""","=""1/2""","=""4s2.4p4.(3P).7s""","=""4P""","=""1/2""",2,2,,"=""""","=""L353""",
"=""57.9414""","=""57.94247+""","=""1""","=""""",,"=""0.665808""","=""22.063618""","=""4s2.4p5""","=""2P*""","=""1/2""","=""4s2.4p4.(3P).7s""","=""2P""","=""3/2""",2,4,,"=""""","=""L353""",
"=""58.0345""","=""58.03426+""","=""0""","=""""",,"=""0.665808""","=""22.029774""","=""4s2.4p5""","=""2P*""","=""1/2""","=""4s2.4p4.(1D).5d""","=""2P""","=""3/2""",2,4,,"=""""","=""L353""",
"=""58.1219""","=""58.12260+""","=""1""","=""""",,"=""0.000000""","=""21.331495""","=""4s2.4p5""","=""2P*""","=""3/2""","=""4s2.4p4.(1D).6s""","=""2D""","=""3/2""",4,4,,"=""""","=""L353""",
"=""58.1500""","=""58.15007+""","=""3""","=""""",,"=""0.000000""","=""21.321420""","=""4s2.4p5""","=""2P*""","=""3/2""","=""4s2.4p4.(1D).6s""","=""2D""","=""5/2""",4,6,,"=""""","=""L353""",
"=""58.5688""","=""58.56888+""","=""2""","=""""",,"=""0.665808""","=""21.834763""","=""4s2.4p5""","=""2P*""","=""1/2""","=""4s2.4p4.(1D).5d""","=""2D""","=""3/2""",2,4,,"=""""","=""L353""",
"=""58.6269""","=""58.62717+""","=""1""","=""""",,"=""0.000000""","=""21.147908""","=""4s2.4p5""","=""2P*""","=""3/2""","=""4s2.4p4.(3P).5d""","=""2D""","=""3/2""",4,4,,"=""""","=""L353""",
"=""58.9265""","=""58.92643+""","=""5""","=""""",,"=""0.000000""","=""21.040507""","=""4s2.4p5""","=""2P*""","=""3/2""","=""4s2.4p4.(3P).5d""","=""2D""","=""5/2""",4,6,,"=""""","=""L353""",
"=""59.4286""","=""59.42894+""","=""1""","=""""",,"=""0.665808""","=""21.528403""","=""4s2.4p5""","=""2P*""","=""1/2""","=""4s2.4p4.(3P).7s""","=""4P""","=""3/2""",2,4,,"=""""","=""L353""",
"=""59.5539""","=""59.55524+""","=""8bl""","=""""",,"=""0.000000""","=""20.818353""","=""4s2.4p5""","=""2P*""","=""3/2""","=""4s2.4p4.(3P).5d""","=""2P""","=""3/2""",4,4,,"=""""","=""L353""",
"=""59.6956""","=""59.69538+""","=""4""","=""""",,"=""0.000000""","=""20.769481""","=""4s2.4p5""","=""2P*""","=""3/2""","=""4s2.4p4.(3P).5d""","=""4P""","=""5/2""",4,6,,"=""""","=""L353""",
"=""59.8643""","=""59.86397+""","=""1""","=""""",,"=""0.000000""","=""20.710988""","=""4s2.4p5""","=""2P*""","=""3/2""","=""4s2.4p4.(3P).5d""","=""4P""","=""3/2""",4,4,,"=""""","=""L353""",
"=""59.8805""","=""59.88035+""","=""5""","=""""",,"=""0.000000""","=""20.705323""","=""4s2.4p5""","=""2P*""","=""3/2""","=""4s2.4p4.(3P).5d""","=""2F""","=""5/2""",4,6,,"=""""","=""L353""",
"=""59.8978""","=""59.89761+""","=""4""","=""""",,"=""0.000000""","=""20.699355""","=""4s2.4p5""","=""2P*""","=""3/2""","=""4s2.4p4.(3P).5d""","=""2P""","=""1/2""",4,2,,"=""""","=""L353""",
"=""59.9954""","=""59.99520+""","=""5bl""","=""""",,"=""0.665808""","=""21.331495""","=""4s2.4p5""","=""2P*""","=""1/2""","=""4s2.4p4.(1D).6s""","=""2D""","=""3/2""",2,4,,"=""""","=""L353""",
"=""60.5331""","=""60.53295+""","=""5""","=""""",,"=""0.665808""","=""21.147908""","=""4s2.4p5""","=""2P*""","=""1/2""","=""4s2.4p4.(3P).5d""","=""2D""","=""3/2""",2,4,,"=""""","=""L353""",
"=""60.5547""","=""60.55461+""","=""5""","=""""",,"=""0.000000""","=""20.474773""","=""4s2.4p5""","=""2P*""","=""3/2""","=""4s2.4p4.(3P).5d""","=""4F""","=""3/2""",4,4,,"=""""","=""L353""",
"=""60.5782""","=""60.57830+""","=""3""","=""""",,"=""0.000000""","=""20.466766""","=""4s2.4p5""","=""2P*""","=""3/2""","=""4s2.4p4.(3P).5d""","=""4F""","=""5/2""",4,6,,"=""""","=""L353""",
"=""60.8134""","=""60.81340+""","=""6""","=""""",,"=""0.000000""","=""20.387645""","=""4s2.4p5""","=""2P*""","=""3/2""","=""4s2.4p4.(3P).5d""","=""4P""","=""1/2""",4,2,,"=""""","=""L353""",
