obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""89.9916""","=""0.0002""","=""89.991588""","=""0.000004""","=""1300""","=""""",,"=""0.23217279""","=""14.0094825""","=""3d7""","=""a 4F""","=""9/2""","=""3d6.(5D<4>).5f""","=""2[6]*""","=""11/2""",10,12,,"=""""","=""L18349c140""",
"=""92.3878""","=""0.0002""","=""92.387821""","=""0.000004""","=""8000""","=""2.8e+07""",D,"=""0.00000000""","=""13.4199721""","=""3d6.(5D).4s""","=""a 6D""","=""9/2""","=""3d5.(2F1).4s.4p.(3P*)""","=""4D*""","=""7/2""",10,8,,"=""T6892c83""","=""L18349c140""",
"=""92.6204""","=""0.0002""","=""92.621201""","=""0.000004""","=""9000""","=""2.6e+08""",E,"=""0.00000000""","=""13.3861576""","=""3d6.(5D).4s""","=""a 6D""","=""9/2""","=""3d5.(4F).4s.4p.(3P*)""","=""6D*""","=""9/2""",10,10,,"=""T6892c83""","=""L18349c140""",
"=""92.6898""","=""0.0002""","=""92.689687""","=""0.000004""","=""4000""","=""3.2e+07""",D,"=""0.00000000""","=""13.3762669""","=""3d6.(5D).4s""","=""a 6D""","=""9/2""","=""3d5.(4F).4s.4p.(3P*)""","=""6D*""","=""7/2""",10,8,,"=""T6892c83""","=""L18349c140""",
"=""92.7172""","=""0.0002""","=""92.717428""","=""0.000004""","=""9000""","=""7.e+07""",E,"=""0.04770753""","=""13.4199721""","=""3d6.(5D).4s""","=""a 6D""","=""7/2""","=""3d5.(2F1).4s.4p.(3P*)""","=""4D*""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c140""",
"=""92.8110""","=""0.0002""","=""92.811081""","=""0.000004""","=""9000""","=""1.0e+08""",E,"=""0.04770753""","=""13.4064786""","=""3d6.(5D).4s""","=""a 6D""","=""7/2""","=""3d5.(4F).4s.4p.(3P*)""","=""6D*""","=""5/2""",8,6,,"=""T6892c83""","=""L18349c140""",
"=""92.8469""","=""0.0002""","=""92.846583""","=""0.000004""","=""4000""","=""""",,"=""0.08278213""","=""13.4364452""","=""3d6.(5D).4s""","=""a 6D""","=""5/2""","=""3d6.(3P2).5p""","=""4S*""","=""3/2""",6,4,,"=""""","=""L18349c140""",
"=""92.9523""","=""0.0002""","=""92.952478""","=""0.000004""","=""7000""","=""3.4e+07""",D,"=""0.04770753""","=""13.3861576""","=""3d6.(5D).4s""","=""a 6D""","=""7/2""","=""3d5.(4F).4s.4p.(3P*)""","=""6D*""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c140""",
"=""92.9612""","=""0.0002""","=""92.961260""","=""0.000004""","=""9000""","=""2.8e+07""",D,"=""0.08278213""","=""13.4199721""","=""3d6.(5D).4s""","=""a 6D""","=""5/2""","=""3d5.(2F1).4s.4p.(3P*)""","=""4D*""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c140""",
"=""93.0023""","=""0.0002""","=""93.002310""","=""0.000004""","=""9000""","=""1.3e+08""",E,"=""0.08278213""","=""13.4140853""","=""3d6.(5D).4s""","=""a 6D""","=""5/2""","=""3d5.(4F).4s.4p.(3P*)""","=""6D*""","=""3/2""",6,4,,"=""T6892c83""","=""L18349c140""",
"=""93.0152""","=""0.0002""","=""93.014926""","=""0.000004""","=""5000""","=""""",,"=""0.10695023""","=""13.4364452""","=""3d6.(5D).4s""","=""a 6D""","=""3/2""","=""3d6.(3P2).5p""","=""4S*""","=""3/2""",4,4,,"=""""","=""L18349c140""",
"=""93.0214""","=""0.0002""","=""93.021455""","=""0.000004""","=""9000""","=""7.e+07""",E,"=""0.04770753""","=""13.3762669""","=""3d6.(5D).4s""","=""a 6D""","=""7/2""","=""3d5.(4F).4s.4p.(3P*)""","=""6D*""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c140""",
"=""93.0554""","=""0.0002""","=""93.055406""","=""0.000004""","=""9000""","=""5.e+07""",D,"=""0.08278213""","=""13.4064786""","=""3d6.(5D).4s""","=""a 6D""","=""5/2""","=""3d5.(4F).4s.4p.(3P*)""","=""6D*""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c140""",
"=""93.1142""","=""0.0002""","=""93.114041""","=""0.000004""","=""2300""","=""""",,"=""0.12113874""","=""13.4364452""","=""3d6.(5D).4s""","=""a 6D""","=""1/2""","=""3d6.(3P2).5p""","=""4S*""","=""3/2""",2,4,,"=""""","=""L18349c140""",
"=""93.2052""","=""0.0002""","=""93.205860""","=""0.000004""","=""9000bl(Fe II)*""","=""""",,"=""0.38651921""","=""13.6887084""","=""3d7""","=""a 4F""","=""3/2""","=""3d6.(3F2).5p""","=""4F*""","=""3/2""",4,4,,"=""""","=""L18349c140""",
"=""93.2052""","=""0.0002""","=""93.205894""","=""0.000004""","=""9000bl(Fe II)*""","=""""",,"=""0.04770753""","=""13.3498919""","=""3d6.(5D).4s""","=""a 6D""","=""7/2""","=""3d5.(2F1).4s.4p.(3P*)""","=""4G*""","=""9/2""",8,10,,"=""""","=""L18349c140""",
"=""93.2244""","=""0.0002""","=""93.224508""","=""0.000004""","=""9000""","=""8.e+07""",E,"=""0.10695023""","=""13.4064786""","=""3d6.(5D).4s""","=""a 6D""","=""3/2""","=""3d5.(4F).4s.4p.(3P*)""","=""6D*""","=""5/2""",4,6,,"=""T6892c83""","=""L18349c140""",
"=""93.2670""","=""0.0002""","=""93.266891""","=""0.000004""","=""6000bl(Fe II)*""","=""3.8e+07""",D,"=""0.08278213""","=""13.3762669""","=""3d6.(5D).4s""","=""a 6D""","=""5/2""","=""3d5.(4F).4s.4p.(3P*)""","=""6D*""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c140""",
"=""93.2670""","=""0.0002""","=""93.268048""","=""0.000004""","=""6000bl(Fe II)*""","=""""",,"=""0.00000000""","=""13.2933197""","=""3d6.(5D).4s""","=""a 6D""","=""9/2""","=""3d6.(5D).6p""","=""6F*""","=""9/2""",10,10,,"=""""","=""L18349c140""",
"=""93.2707""","=""0.0002""","=""93.270667""","=""0.000004""","=""8000""","=""8.e+07""",D,"=""0.12113874""","=""13.4140853""","=""3d6.(5D).4s""","=""a 6D""","=""1/2""","=""3d5.(4F).4s.4p.(3P*)""","=""6D*""","=""3/2""",2,4,,"=""T6892c83""","=""L18349c140""",
"=""93.4701""","=""0.0002""","=""93.469389""","=""0.000004""","=""1600""","=""""",,"=""0.04770753""","=""13.3123923""","=""3d6.(5D).4s""","=""a 6D""","=""7/2""","=""3d5.(2D1).4s.4p.(3P*)""","=""4D*""","=""5/2""",8,6,,"=""""","=""L18349c140""",
"=""93.5517""","=""0.0002""","=""93.551743""","=""0.000004""","=""9000""","=""""",,"=""0.00000000""","=""13.2530078""","=""3d6.(5D).4s""","=""a 6D""","=""9/2""","=""3d6.(5D).6p""","=""6F*""","=""11/2""",10,12,,"=""""","=""L18349c140""",
"=""93.7651""","=""0.0002""","=""93.765133""","=""0.000004""","=""9000""","=""4.4e+07""",E,"=""0.00000000""","=""13.2228468""","=""3d6.(5D).4s""","=""a 6D""","=""9/2""","=""3d5.(4F).4s.4p.(3P*)""","=""6F*""","=""11/2""",10,12,,"=""T6892c83""","=""L18349c140""",
"=""94.0193""","=""0.0002""","=""94.019214""","=""0.000004""","=""2000""","=""""",,"=""0.00000000""","=""13.1871128""","=""3d6.(5D).4s""","=""a 6D""","=""9/2""","=""3d6.(5D).6p""","=""6D*""","=""9/2""",10,10,,"=""""","=""L18349c140""",
"=""94.1264""","=""0.0002""","=""94.126644""","=""0.000004""","=""11000""","=""7.e+07""",E,"=""0.04770753""","=""13.2197694""","=""3d6.(5D).4s""","=""a 6D""","=""7/2""","=""3d5.(4F).4s.4p.(3P*)""","=""6F*""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c140""",
"=""94.5086""","=""0.0002""","=""94.508683""","=""0.000004""","=""11000""","=""4.1e+07""",D,"=""0.08278213""","=""13.2015978""","=""3d6.(5D).4s""","=""a 6D""","=""5/2""","=""3d5.(4F).4s.4p.(3P*)""","=""6F*""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c140""",
"=""94.5808""","=""0.0002""","=""94.579889""","=""0.000005""","=""6000bl(Fe II)*""","=""""",,"=""0.08278213""","=""13.1917210""","=""3d6.(5D).4s""","=""a 6D""","=""5/2""","=""3d5.(4D).4s.4p.(3P*)""","=""2P*""","=""3/2""",6,4,,"=""""","=""L18349c140""",
"=""94.5808""","=""0.0002""","=""94.580820""","=""0.000004""","=""6000bl(Fe II)*""","=""""",,"=""0.10695023""","=""13.2157601""","=""3d6.(5D).4s""","=""a 6D""","=""3/2""","=""3d5.(2D3).4s.4p.(3P*)""","=""4P*""","=""5/2""",4,6,,"=""""","=""L18349c140""",
