obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""8.0345""","=""0.0010""","=""8.0345""","=""0.0007""","=""10""","=""""",,"=""4.4012""","=""158.716""","=""2s2.2p2""","=""1D""","=""2""","=""2s2.2p.6d""","=""1F*""","=""3""",5,7,,"=""""","=""L7482""",
"=""8.0645""","=""0.0010""","=""8.0645""","=""0.0007""","=""10""","=""4.81e+10""",D,"=""12.7716+x""","=""166.512+x?""","=""2s.2p3""","=""5S*""","=""2""","=""2s.2p2.(4P).5d""","=""5P""","=""3""",5,7,,"=""T5520c2,LS""","=""L7482""",
"=""8.1498""","=""0.0010""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L7482""",
"=""8.1543""","=""0.0010""","=""8.1543""","=""0.0007""","=""100""","=""3.91e+10""",D,"=""0.230112""","=""152.279?""","=""2s2.2p2""","=""3P""","=""2""","=""2s2.2p.5d""","=""3D*""","=""3""",5,7,,"=""T5520c2,LS""","=""L7482""",
"=""8.1584""","=""0.0010""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L7482""",
"=""8.3639""","=""0.0010""","=""8.3639""","=""0.0007""","=""100""","=""5.11e+10""",D,"=""4.4012""","=""152.638""","=""2s2.2p2""","=""1D""","=""2""","=""2s2.2p.5d""","=""1F*""","=""3""",5,7,,"=""T5520c2""","=""L7482""",
"=""8.7141""","=""0.0010""","=""8.7141""","=""0.0008""","=""100""","=""8.20e+10""",D,"=""12.7716+x""","=""155.052+x?""","=""2s.2p3""","=""5S*""","=""2""","=""2s.2p2.(4P).4d""","=""5P""","=""2""",5,5,,"=""T5520c2,LS""","=""L7482""",
"=""8.7211""","=""0.0010""","=""8.7211""","=""0.0008""","=""700""","=""8.21e+10""",D,"=""12.7716+x""","=""154.938+x?""","=""2s.2p3""","=""5S*""","=""2""","=""2s.2p2.(4P).4d""","=""5P""","=""3""",5,7,,"=""T5520c2,LS""","=""L7482""",
"=""8.8038""","=""0.0010""","=""8.8053""","=""0.0008""","=""100""","=""""",,"=""0.086122""","=""140.893""","=""2s2.2p2""","=""3P""","=""1""","=""2s2.2p.4d""","=""3P*""","=""2""",3,5,,"=""""","=""L7482""",
"=""8.8143""","=""0.0010""","=""8.8143""","=""0.0008""","=""200""","=""""",,"=""0.230112""","=""140.893""","=""2s2.2p2""","=""3P""","=""2""","=""2s2.2p.4d""","=""3P*""","=""2""",5,5,,"=""""","=""L7482""",
"=""8.8223""","=""0.0010""","=""8.8223""","=""0.0008""","=""100""","=""5.66e+10""",E,"=""0.000000""","=""140.535""","=""2s2.2p2""","=""3P""","=""0""","=""2s2.2p.4d""","=""3D*""","=""1""",1,3,,"=""T5520c2,LS""","=""L7482""",
"=""8.8246""","=""0.0010""","=""8.8248""","=""0.0008""","=""200""","=""7.61e+10""",D,"=""0.086122""","=""140.582""","=""2s2.2p2""","=""3P""","=""1""","=""2s2.2p.4d""","=""3D*""","=""2""",3,5,,"=""T5520c2,LS""","=""L7482""",
"=""8.8270""","=""0.0010""","=""8.8270""","=""0.0008""","=""300""","=""1.02e+11""",D+,"=""0.230112""","=""140.691""","=""2s2.2p2""","=""3P""","=""2""","=""2s2.2p.4d""","=""3D*""","=""3""",5,7,,"=""T5520c2,LS""","=""L7482""",
"=""""","=""""","=""8.8277""","=""0.0008""","=""""","=""4.24e+10""",E,"=""0.086122""","=""140.535""","=""2s2.2p2""","=""3P""","=""1""","=""2s2.2p.4d""","=""3D*""","=""1""",3,3,,"=""T5520c2,LS""","=""""",
"=""8.8340""","=""0.0010""","=""8.8338""","=""0.0008""","=""100""","=""2.54e+10""",E,"=""0.230112""","=""140.582""","=""2s2.2p2""","=""3P""","=""2""","=""2s2.2p.4d""","=""3D*""","=""2""",5,5,,"=""T5520c2,LS""","=""L7482""",
"=""""","=""""","=""8.8368""","=""0.0008""","=""""","=""2.82e+09""",E,"=""0.230112""","=""140.535""","=""2s2.2p2""","=""3P""","=""2""","=""2s2.2p.4d""","=""3D*""","=""1""",5,3,,"=""T5520c2,LS""","=""""",
"=""8.8387""","=""0.0010""","=""8.8387""","=""0.0008""","=""10""","=""""",,"=""25.3091""","=""165.583""","=""2s.2p3""","=""3D*""","=""3""","=""2s.2p2.(2D).4d""","=""3P""","=""2""",7,5,,"=""""","=""L7482""",
"=""8.8460""","=""0.0010""","=""8.8461""","=""0.0008""","=""100""","=""2.61e+10""",D,"=""25.3091""","=""165.467""","=""2s.2p3""","=""3D*""","=""3""","=""2s.2p2.(2D).4d""","=""3F""","=""4""",7,9,,"=""T5520c2,LS""","=""L7482""",
"=""""","=""""","=""8.8461""","=""0.0008""","=""""","=""1.15e+08""",E,"=""25.3091""","=""165.467""","=""2s.2p3""","=""3D*""","=""3""","=""2s.2p2.(2D).4d""","=""3F""","=""2""",7,5,,"=""T5520c2,LS""","=""""",
"=""""","=""""","=""8.8461""","=""0.0008""","=""""","=""2.91e+09""",E,"=""25.3091""","=""165.467""","=""2s.2p3""","=""3D*""","=""3""","=""2s.2p2.(2D).4d""","=""3F""","=""3""",7,7,,"=""T5520c2,LS""","=""""",
"=""""","=""""","=""8.8468""","=""0.0008""","=""""","=""4.07e+09""",E,"=""25.3204""","=""165.467""","=""2s.2p3""","=""3D*""","=""2""","=""2s.2p2.(2D).4d""","=""3F""","=""2""",5,5,,"=""T5520c2,LS""","=""""",
"=""""","=""""","=""8.8468""","=""0.0008""","=""""","=""2.31e+10""",E,"=""25.3204""","=""165.467""","=""2s.2p3""","=""3D*""","=""2""","=""2s.2p2.(2D).4d""","=""3F""","=""3""",5,7,,"=""T5520c2,LS""","=""""",
"=""""","=""""","=""8.8471""","=""0.0008""","=""""","=""2.19e+10""",E,"=""25.3251""","=""165.467""","=""2s.2p3""","=""3D*""","=""1""","=""2s.2p2.(2D).4d""","=""3F""","=""2""",3,5,,"=""T5520c2,LS""","=""""",
"=""8.8583""","=""0.0010""","=""8.8549""","=""0.0008""","=""100""","=""""",,"=""0.230112""","=""140.247""","=""2s2.2p2""","=""3P""","=""2""","=""2s2.2p.4d""","=""1D*""","=""2""",5,5,,"=""""","=""L7482""",
"=""9.0468""","=""0.0010""","=""9.0468""","=""0.0008""","=""300""","=""1.04e+11""",D+,"=""4.4012""","=""141.449""","=""2s2.2p2""","=""1D""","=""2""","=""2s2.2p.4d""","=""1F*""","=""3""",5,7,,"=""T5520c2""","=""L7482""",
