Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""2s2.2p2""","=""3P""","=""0""",1,"=""""","=""0.000000""","=""""","=""0""","=""L13237"""
"=""2s2.2p2""","=""3P""","=""1""",3,"=""""","=""0.086122""","=""""","=""0.000012""","="""""
"=""2s2.2p2""","=""3P""","=""2""",5,"=""""","=""0.230112""","=""""","=""0.000024""","="""""
"=""2s2.2p2""","=""1D""","=""2""",5,"=""""","=""4.4012""","=""""","=""0.0019""","="""""
"=""2s2.2p2""","=""1S""","=""0""",1,"=""""","=""9.2262""","=""""","=""0.0019""","="""""
"=""2s.2p3""","=""5S*""","=""2""",5,"=""""","=""12.7716""","=""+x""","=""0.0019""","="""""
"=""2s.2p3""","=""3D*""","=""3""",7,"=""""","=""25.3091""","=""""","=""0.0019""","="""""
"=""2s.2p3""","=""3D*""","=""2""",5,"=""""","=""25.3204""","=""""","=""0.0019""","="""""
"=""2s.2p3""","=""3D*""","=""1""",3,"=""""","=""25.3251""","=""""","=""0.0019""","="""""
"=""2s.2p3""","=""3P*""","=""2""",5,"=""""","=""29.9225""","=""""","=""0.0019""","="""""
"=""2s.2p3""","=""3P*""","=""1""",3,"=""""","=""29.9225""","=""""","=""0.0019""","="""""
"=""2s.2p3""","=""3P*""","=""0""",1,"=""""","=""29.9225""","=""""","=""0.0019""","="""""
"=""2s.2p3""","=""1D*""","=""2""",5,"=""""","=""38.7221""","=""""","=""0.0019""","="""""
"=""2s.2p3""","=""3S*""","=""1""",3,"=""""","=""39.7480""","=""""","=""0.0019""","="""""
"=""2s.2p3""","=""1P*""","=""1""",3,"=""""","=""43.4340""","=""""","=""0.0019""","="""""
"=""2p4""","=""3P""","=""2""",5,"=""""","=""59.1748""","=""""","=""0.0019""","="""""
"=""2p4""","=""3P""","=""1""",3,"=""""","=""59.3385""","=""""","=""0.0019""","="""""
"=""2p4""","=""3P""","=""0""",1,"=""""","=""59.4079""","=""""","=""0.0019""","="""""
"=""2p4""","=""1D""","=""2""",5,"=""""","=""62.7501""","=""""","=""0.0019""","="""""
"=""2p4""","=""1S""","=""0""",1,"=""""","=""71.8083""","=""""","=""0.0019""","="""""
"=""2s2.2p.3s""","=""3P*""","=""1""",3,"=""""","=""100.095""","=""""","=""0.012""","="""""
"=""2s2.2p.3s""","=""3P*""","=""2""",5,"=""""","=""100.278""","=""""","=""0.012""","="""""
"=""2s2.2p.3s""","=""1P*""","=""1""",3,"=""""","=""101.387""","=""""","=""0.012""","="""""
"=""2s2.2p.3p""","=""3P""","=""1""",3,"=""""","=""108.186""","=""""","=""0.012""","="""""
"=""2s2.2p.3p""","=""3P""","=""2""",5,"=""""","=""108.274""","=""""","=""0.012""","="""""
"=""2s2.2p.3p""","=""1D""","=""2""",5,"=""""","=""108.802""","=""""","=""0.012""","="""""
"=""2s2.2p.3d""","=""3F*""","=""2""",5,"=""""","=""114.001""","=""""","=""0.012""","="""""
"=""2s2.2p.3d""","=""1D*""","=""2""",5,"=""""","=""114.171""","=""""","=""0.012""","="""""
"=""2s.2p2.(4P).3s""","=""5P""","=""1""",3,"=""""","=""114.383""","=""+x""","=""0.012""","="""""
"=""2s.2p2.(4P).3s""","=""5P""","=""2""",5,"=""""","=""114.471""","=""+x""","=""0.012""","="""""
"=""2s.2p2.(4P).3s""","=""5P""","=""3""",7,"=""""","=""114.587""","=""+x""","=""0.012""","="""""
"=""2s2.2p.3d""","=""3D*""","=""1""",3,"=""""","=""115.277""","=""""","=""0.012""","="""""
"=""2s2.2p.3d""","=""3D*""","=""2""",5,"=""""","=""115.305""","=""""","=""0.012""","="""""
"=""2s2.2p.3d""","=""3D*""","=""3""",7,"=""""","=""115.369""","=""""","=""0.012""","="""""
"=""2s2.2p.3d""","=""3P*""","=""2""",5,"=""""","=""115.791""","=""""","=""0.012""","="""""
"=""2s2.2p.3d""","=""3P*""","=""1""",3,"=""""","=""115.858""","=""""","=""0.012""","="""""
"=""2s2.2p.3d""","=""3P*""","=""0""",1,"=""""","=""115.893""","=""?""","=""0.012""","="""""
"=""2s2.2p.3d""","=""1F*""","=""3""",7,"=""""","=""117.221""","=""""","=""0.012""","="""""
"=""2s2.2p.3d""","=""1P*""","=""1""",3,"=""""","=""117.355""","=""""","=""0.012""","="""""
"=""2s.2p2.(4P).3s""","=""3P""","=""0""",1,"=""""","=""117.758""","=""""","=""0.012""","="""""
"=""2s.2p2.(4P).3s""","=""3P""","=""1""",3,"=""""","=""117.831""","=""""","=""0.012""","="""""
"=""2s.2p2.(4P).3s""","=""3P""","=""2""",5,"=""""","=""117.957""","=""""","=""0.012""","="""""
"=""2s.2p2.(4P).3p""","=""3S*""","=""1""",3,"=""""","=""120.369""","=""""","=""0.012""","="""""
"=""2s.2p2.(4P).3p""","=""3D*""","=""2""",5,"=""""","=""123.490""","=""""","=""0.012""","="""""
"=""2s.2p2.(4P).3p""","=""3D*""","=""3""",7,"=""""","=""123.580""","=""""","=""0.012""","="""""
"=""2s.2p2.(4P).3p""","=""3P*""","=""1""",3,"=""""","=""124.613""","=""?""","=""0.012""","="""""
"=""2s.2p2.(4P).3p""","=""3P*""","=""2""",5,"=""""","=""124.692""","=""""","=""0.012""","="""""
"=""2s.2p2.(2D).3s""","=""3D""","=""1""",3,"=""""","=""126.001""","=""""","=""0.012""","="""""
"=""2s.2p2.(2D).3s""","=""3D""","=""2""",5,"=""""","=""126.001""","=""""","=""0.012""","="""""
"=""2s.2p2.(2D).3s""","=""3D""","=""3""",7,"=""""","=""126.001""","=""""","=""0.012""","="""""
"=""2s.2p2.(2D).3s""","=""1D""","=""2""",5,"=""""","=""128.120""","=""""","=""0.012""","="""""
"=""2s.2p2.(2D).3p""","=""3D*""","=""1""",3,"=""""","=""128.971""","=""""","=""0.012""","="""""
"=""2s.2p2.(2D).3p""","=""3D*""","=""2""",5,"=""""","=""128.971""","=""""","=""0.012""","="""""
"=""2s.2p2.(2D).3p""","=""3D*""","=""3""",7,"=""""","=""128.971""","=""""","=""0.012""","="""""
"=""2s.2p2.(4P).3d""","=""5D""","=""2,3""",12,"=""""","=""129.102""","=""+x?""","=""0.012""","="""""
"=""2s.2p2.(4P).3d""","=""5P""","=""3""",7,"=""""","=""129.601""","=""+x""","=""0.012""","="""""
"=""2s.2p2.(4P).3d""","=""5P""","=""2""",5,"=""""","=""129.653""","=""+x""","=""0.012""","="""""
"=""2s.2p2.(4P).3d""","=""5P""","=""1""",3,"=""""","=""129.694""","=""+x""","=""0.012""","="""""
"=""2s.2p2.(4P).3d""","=""3P""","=""2""",5,"=""""","=""129.862""","=""""","=""0.012""","="""""
"=""2s.2p2.(4P).3d""","=""3P""","=""1""",3,"=""""","=""129.948""","=""""","=""0.012""","="""""
"=""2s.2p2.(4P).3d""","=""3F""","=""2""",5,"=""""","=""130.664""","=""""","=""0.012""","="""""
"=""2s.2p2.(4P).3d""","=""3F""","=""3""",7,"=""""","=""130.741""","=""""","=""0.012""","="""""
"=""2s.2p2.(4P).3d""","=""3F""","=""4""",9,"=""""","=""130.836""","=""""","=""0.012""","="""""
"=""2s.2p2.(4P).3d""","=""3D""","=""1""",3,"=""""","=""132.385""","=""""","=""0.012""","="""""
"=""2s.2p2.(4P).3d""","=""3D""","=""2""",5,"=""""","=""132.411""","=""""","=""0.012""","="""""
"=""2s.2p2.(4P).3d""","=""3D""","=""3""",7,"=""""","=""132.447""","=""""","=""0.012""","="""""
"=""2s.2p2.(2D).3p""","=""1F*""","=""3""",7,"=""""","=""132.916""","=""""","=""0.012""","="""""
"=""2s.2p2.(2D).3p""","=""1D*""","=""2""",5,"=""""","=""133.641""","=""""","=""0.012""","="""""
"=""2s2.2p.4s""","=""3P*""","=""2""",5,"=""""","=""135.237""","=""""","=""0.012""","="""""
