State,Lifetime /s,Energy /eV
Ca 1S;v=3p6.4s2,,0.0
Ca 3Po;v=3p6.4s.4p,0.000384615,1.88576855411723
Ca 1Po;v=3p6.4s.4p,4.58716e-09,2.93244380855794
Ca 3S;v=3p6.4s.5s,1.16279e-08,3.91030942022607
Ca 3Fo;v=3p6.3d.4p,1.91058e-08,4.42991520916272
Ca 1Do;v=3p6.3d.4p,9.61538e-08,4.44292085155342
Ca 3Po;v=3p6.4s.5p,4.54545e-08,4.53123275884514
Ca 1Po;v=3p6.4s.5p,8.14996e-08,4.55403292696383
Ca 3D;v=3p6.4s.4d,1.15674e-08,4.68007235550905
Ca 3Do;v=3p6.3d.4p,1.75389e-08,4.73514486599477
Ca 3P;v=3p6.4p2,5.02513e-09,4.76305306525262
Ca 3Po;v=3p6.3d.4p,1.66619e-08,4.87660757302811
Ca 3S;v=3p6.4s.6s,3.26371e-08,5.01804548379378
Ca 1D;v=3p6.4p2,1.51515e-08,5.04849530048737
Ca 1Po;v=3p6.4s.6p,2.01207e-08,5.1674182002125
Ca 1S;v=3p6.4p2,9.09091e-09,5.1807213978152
Ca 3Fo;v=3p6.4s.4f,4.71743e-08,5.22831783359969
Ca 1Fo;v=3p6.4s.4f,5.31915e-08,5.24981619766593
Ca 3D;v=3p6.4s.5d,2.67023e-08,5.29933434419451
Ca 1D;v=3p6.4s.5d,2.5e-08,5.32116745787424
Ca w1Po;v=3p6.4s.np,1.40647e-08,5.44693412747513
Ca 3Fo;v=3p6.4s.5f,7.59994e-08,5.54972705508367
Ca 1Fo;v=3p6.4s.5f,5.26316e-08,5.55497146569498
Ca 1D;v=3p6.4s.6d,1.25e-07,5.57789561515201
Ca 3D;v=3p6.4s.6d,3.73274e-08,5.58524770851491
Ca 3Fo;v=3p6.4s.6f,1.21729e-07,5.72354889142086
Ca 1Fo;v=3p6.4s.6f,1.11111e-08,5.72575575924312
Ca 3P;v=3p6.3d2,6.32911e-09,6.01608285920803
Ca 3D;v=3p6.3d.4s,,2.521205148
Ca 1D;v=3p6.3d.4s,,2.708946865
