obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""48.061""","=""48.06211+""","=""1""","=""""",,"=""0.00000""","=""25.79666""","=""4s2.4p3""","=""4S*""","=""3/2""","=""4s2.4p2.(3P).5s""","=""4P""","=""5/2""",4,6,,"=""""","=""L5117""",
"=""48.844""","=""48.84353+""","=""4""","=""""",,"=""0.00000""","=""25.38395""","=""4s2.4p3""","=""4S*""","=""3/2""","=""4s2.4p2.(3P).4d""","=""4P""","=""1/2""",4,2,,"=""""","=""L5117""",
"=""49.271""","=""49.2730+""","=""7""","=""""",,"=""2.11239""","=""27.27510""","=""4s2.4p3""","=""2D*""","=""3/2""","=""4s2.4p2.(3P).4d""","=""2F""","=""5/2""",4,6,,"=""""","=""L5117""",
"=""49.386""","=""49.3866+""","=""8""","=""""",,"=""2.31854""","=""27.42338""","=""4s2.4p3""","=""2D*""","=""5/2""","=""4s2.4p2.(3P).4d""","=""2F""","=""7/2""",6,8,,"=""""","=""L5117""",
"=""49.414""","=""49.41363+""","=""7""","=""""",,"=""0.00000""","=""25.09109""","=""4s2.4p3""","=""4S*""","=""3/2""","=""4s2.4p2.(3P).5s""","=""4P""","=""1/2""",4,2,,"=""""","=""L5117""",
"=""49.566""","=""49.5660+""","=""3""","=""""",,"=""3.85050""","=""28.86444""","=""4s2.4p3""","=""2P*""","=""1/2""","=""4s2.4p2.(1S).4d""","=""2D""","=""3/2""",2,4,,"=""""","=""L5117""",
"=""49.646""","=""49.64647+""","=""9""","=""""",,"=""0.00000""","=""24.97342""","=""4s2.4p3""","=""4S*""","=""3/2""","=""4s2.4p2.(3P).4d""","=""4P""","=""5/2""",4,6,,"=""""","=""L5117""",
"=""49.679""","=""49.6800+""","=""3""","=""""",,"=""2.31854""","=""27.27510""","=""4s2.4p3""","=""2D*""","=""5/2""","=""4s2.4p2.(3P).4d""","=""2F""","=""5/2""",6,6,,"=""""","=""L5117""",
"=""49.869""","=""49.8701+""","=""8""","=""""",,"=""2.11239""","=""26.97383""","=""4s2.4p3""","=""2D*""","=""3/2""","=""4s2.4p2.(1D).4d""","=""2D""","=""3/2""",4,4,,"=""""","=""L5117""",
"=""49.905""","=""49.9054+""","=""3""","=""""",,"=""2.11239""","=""26.95622""","=""4s2.4p3""","=""2D*""","=""3/2""","=""4s2.4p2.(1D).4d""","=""2D""","=""5/2""",4,6,,"=""""","=""L5117""",
