Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Leading percentages,Reference
"=""4s2.4p3""","=""4S*""","=""3/2""",4,"=""""","=""0.00000""","=""""","=""0""","=""  98                                       ""","=""L12196"""
"=""4s2.4p3""","=""2D*""","=""3/2""",4,"=""""","=""2.11239""","=""""","=""""","=""  90         :    10  4s2.4p2.(3P).5p 4P*  ""","="""""
"=""4s2.4p3""","=""2D*""","=""5/2""",6,"=""""","=""2.31854""","=""""","=""""","="" 100                                       ""","="""""
"=""4s2.4p3""","=""2P*""","=""1/2""",2,"=""""","=""3.85050""","=""""","=""""","="" 100                                       ""","="""""
"=""4s2.4p3""","=""2P*""","=""3/2""",4,"=""""","=""4.14177""","=""""","=""""","=""  88         :    10  4s2.4p3         2D*  ""","="""""
"=""4s.4p4""","=""4P""","=""5/2""",6,"=""""","=""14.72455""","=""""","=""""","=""  89         :    10  4s2.4p2.(3P).4d 4P   ""","="""""
"=""4s.4p4""","=""4P""","=""3/2""",4,"=""""","=""15.17895""","=""""","=""""","=""  89         :    10  4s2.4p2.(3P).4d 4P   ""","="""""
"=""4s.4p4""","=""4P""","=""1/2""",2,"=""""","=""15.38764""","=""""","=""""","=""  89         :    10  4s2.4p2.(3P).4d 4P   ""","="""""
"=""4s.4p4""","=""2D""","=""3/2""",4,"=""""","=""18.07352""","=""""","=""""","=""  75         :    19  4s2.4p2.(1D).4d 2D   ""","="""""
"=""4s.4p4""","=""2D""","=""5/2""",6,"=""""","=""18.18163""","=""""","=""""","=""  76         :    19  4s2.4p2.(1D).4d 2D   ""","="""""
"=""4s2.4p2.(3P).4d""","=""2P""","=""3/2""",4,"=""""","=""20.26461""","=""""","=""""","=""  55         :    37  4s.4p4          2P   ""","="""""
"=""4s.4p4""","=""2P""","=""1/2""",2,"=""""","=""20.60133""","=""""","=""""","=""  34         :    47  4s2.4p2.(3P).4d 2P   ""","="""""
"=""4s.4p4""","=""2P""","=""3/2""",4,"=""""","=""25.46630""","=""""","=""""","=""  21         :    23  4s2.4p2.(3P).4d 2D   ""","="""""
"=""4s2.4p2.(3P).4d""","=""4F""","=""3/2""",4,"=""""","=""21.41505""","=""""","=""""","=""  95                                       ""","="""""
"=""4s2.4p2.(3P).4d""","=""4F""","=""5/2""",6,"=""""","=""21.58636""","=""""","=""""","=""  91                                       ""","="""""
"=""4s2.4p2.(3P).4d""","=""4F""","=""7/2""",8,"=""""","=""21.84986""","=""""","=""""","=""  92                                       ""","="""""
"=""4s2.4p2.(3P).4d""","=""4F""","=""9/2""",10,"=""""","=""22.17792""","=""""","=""""","=""  97                                       ""","="""""
"=""4s.4p4""","=""2S""","=""1/2""",2,"=""""","=""21.56731""","=""""","=""""","=""  64         :    19  4s2.4p2.(1D).4d 2S   ""","="""""
"=""4s2.4p2.(1D).4d""","=""2F""","=""5/2""",6,"=""""","=""22.22148""","=""""","=""""","=""  41         :    31  4s2.4p2.(3P).4d 2F   ""","="""""
"=""4s2.4p2.(1D).4d""","=""2F""","=""7/2""",8,"=""""","=""23.13119""","=""""","=""""","=""  30         :    43  4s2.4p2.(3P).4d 4D   ""","="""""
"=""4s2.4p2.(3P).4d""","=""4D""","=""1/2""",2,"=""""","=""22.40230""","=""""","=""""","=""  97                                       ""","="""""
