State,Lifetime /s,Energy /eV
P+ 3P;v=3s2.3p2,,0.0
P+ 1S;v=3s2.3p2,4.41891,2.6749717632502
P+ 3Do;v=3s.3p3,7.72201e-08,8.08995589983796
P+ 3Po;v=3s.3p3,6.66667e-09,9.52463075257912
P+ 1P;v=3s2.3p.4p,3.0303e-08,12.6009673024016
P+ 3D;v=3s2.3p.4p,1.52207e-08,12.7906587500449
P+ 3P;v=3s2.3p.4p,1.07527e-08,13.0458123443259
P+ 3S;v=3s2.3p.4p,9.80392e-09,13.1421458442075
P+ 1D;v=3s2.3p.4p,1e-08,13.3804379764758
P+ 1S;v=3s2.3p.4p,6.25e-09,13.8249110743851
P+ 3Po;v=3s2.3p.5s,7.24638e-09,15.2923541948466
P+ 1Po;v=3s2.3p.5s,8.33333e-09,15.4272458909485
P+ 3Fo;v=3s2.3p.4d,5.23999e-09,15.4910962801879
P+ 3Po;v=3s2.3p.4d,2.5e-08,15.8393598595539
P+ 1Do;v=3s2.3p.4d,7.69231e-09,15.8557253962134
P+ 3Do;v=3s2.3p.4d,5.91716e-09,15.8572131722733
P+ 1Fo;v=3s2.3p.4d,7.14286e-09,16.1353033141452
P+ 1Po;v=3s2.3p.4d,1.5873e-08,16.3361530822381
P+ 1Po;v=3s2.3p.4s,,11.021100384
P+ 3Po;v=3s2.3p.4s,,10.736480145
