Initial State,Final State,Partial Lifetime /s,Delta Energy /eV
P+ 1S;v=3s2.3p2,P+ 3P;v=3s2.3p2,4.4189,-2.6749717632502
P+ 3Do;v=3s.3p3,P+ 3P;v=3s2.3p2,7.722e-08,-8.08995589983796
P+ 3Po;v=3s.3p3,P+ 3P;v=3s2.3p2,6.6667e-09,-9.52463075257912
P+ 1P;v=3s2.3p.4p,P+ 1Po;v=3s2.3p.4s,3.0303e-08,-1.5798669184015992
P+ 3D;v=3s2.3p.4p,P+ 3Po;v=3s2.3p.4s,1.5221e-08,-2.0541786050449
P+ 3P;v=3s2.3p.4p,P+ 3Po;v=3s2.3p.4s,1.0753e-08,-2.309332199325901
P+ 3S;v=3s2.3p.4p,P+ 3Po;v=3s2.3p.4s,9.8039e-09,-2.4056656992075
P+ 1D;v=3s2.3p.4p,P+ 1Po;v=3s2.3p.4s,1e-08,-2.3593375924758
P+ 1S;v=3s2.3p.4p,P+ 1Po;v=3s2.3p.4s,6.25e-09,-2.803810690385099
P+ 3Po;v=3s2.3p.5s,P+ 3D;v=3s2.3p.4p,1.2821e-08,-2.501695444801701
P+ 3Po;v=3s2.3p.5s,P+ 3P;v=3s2.3p.4p,2.2222e-08,-2.2465418505206998
P+ 3Po;v=3s2.3p.5s,P+ 3S;v=3s2.3p.4p,6.6667e-08,-2.150208350639101
P+ 1Po;v=3s2.3p.5s,P+ 1D;v=3s2.3p.4p,1.4493e-08,-2.0468079144726996
P+ 1Po;v=3s2.3p.5s,P+ 1P;v=3s2.3p.4p,2.5e-08,-2.8262785885469004
P+ 1Po;v=3s2.3p.5s,P+ 1S;v=3s2.3p.4p,9.0909e-08,-1.6023348165634008
P+ 3Fo;v=3s2.3p.4d,P+ 3D;v=3s2.3p.4p,5.24e-09,-2.7004375301430006
P+ 3Po;v=3s2.3p.4d,P+ 1D;v=3s2.3p.4p,2.5e-08,-2.4589218830780997
P+ 1Do;v=3s2.3p.4d,P+ 3P;v=3s2.3p.4p,7.6923e-09,-2.8099130518874986
P+ 3Do;v=3s2.3p.4d,P+ 3S;v=3s2.3p.4p,1.0417e-08,-2.7150673280657998
P+ 3Do;v=3s2.3p.4d,P+ 3P;v=3s2.3p.4p,1.3699e-08,-2.8114008279473985
P+ 1Fo;v=3s2.3p.4d,P+ 1D;v=3s2.3p.4p,7.1429e-09,-2.7548653376694006
P+ 1Po;v=3s2.3p.4d,P+ 1S;v=3s2.3p.4p,1.5873e-08,-2.5112420078529993
