Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Leading percentages,Reference
"=""3d10.4s""","=""2S""","=""1/2""",2,"=""""","=""0.00000""","=""""","=""0.00025""","=""                                                ""","=""L12196"""
"=""3d10.4p""","=""2P*""","=""1/2""",2,"=""""","=""17.81603""","=""""","=""0.00025""","=""                                                ""","="""""
"=""3d10.4p""","=""2P*""","=""3/2""",4,"=""""","=""19.02860""","=""""","=""0.00025""","=""                                                ""","="""""
"=""3d10.4d""","=""2D""","=""3/2""",4,"=""""","=""46.3758""","=""""","=""0.0004""","=""                                                ""","="""""
"=""3d10.4d""","=""2D""","=""5/2""",6,"=""""","=""46.5408""","=""""","=""0.0004""","=""                                                ""","="""""
"=""3d10.5s""","=""2S""","=""1/2""",2,"=""""","=""60.7630""","=""""","=""0.0004""","=""                                                ""","="""""
"=""3d10.5p""","=""2P*""","=""1/2""",2,"=""""","=""67.7798""","=""""","=""0.0004""","=""                                                ""","="""""
"=""3d10.5p""","=""2P*""","=""3/2""",4,"=""""","=""68.2464""","=""""","=""0.0004""","=""                                                ""","="""""
"=""3d10.4f""","=""2F*""","=""7/2""",8,"=""""","=""69.7698""","=""""","=""0.0004""","=""                                                ""","="""""
"=""3d10.4f""","=""2F*""","=""5/2""",6,"=""""","=""69.7740""","=""""","=""0.0004""","=""                                                ""","="""""
"=""3d10.5d""","=""2D""","=""3/2""",4,"=""""","=""79.4833""","=""""","=""0.0004""","=""                                                ""","="""""
"=""3d10.5d""","=""2D""","=""5/2""",6,"=""""","=""79.5504""","=""""","=""0.0004""","=""                                                ""","="""""
"=""3d9.(2D).4s2""","=""2D""","=""5/2""",6,"=""""","=""81.470""","=""""","=""0.016""","=""                                                ""","="""""
"=""3d9.(2D).4s2""","=""2D""","=""3/2""",4,"=""""","=""82.732""","=""""","=""0.016""","=""                                                ""","="""""
"=""3d10.6s""","=""2S""","=""1/2""",2,"=""""","=""85.8613""","=""""","=""0.0012""","=""                                                ""","="""""
"=""3d10.6p""","=""2P*""","=""1/2""",2,"=""""","=""89.3423""","=""""","=""0.0007""","=""                                                ""","="""""
"=""3d10.6p""","=""2P*""","=""3/2""",4,"=""""","=""89.5750""","=""""","=""0.0016""","=""                                                ""","="""""
"=""3d10.5f""","=""2F*""","=""5/2""",6,"=""""","=""89.8884""","=""""","=""0.0004""","=""                                                ""","="""""
"=""3d10.5f""","=""2F*""","=""7/2""",8,"=""""","=""89.8890""","=""""","=""0.0004""","=""                                                ""","="""""
"=""3d10.5g""","=""2G""","=""7/2""",8,"=""""","=""90.8917""","=""""","=""0.0004""","=""                                                ""","="""""
"=""3d10.5g""","=""2G""","=""9/2""",10,"=""""","=""90.8919""","=""""","=""0.0005""","=""                                                ""","="""""
"=""3d10.6d""","=""2D""","=""3/2""",4,"=""""","=""95.3338""","=""""","=""0.0005""","=""                                                ""","="""""
"=""3d10.6d""","=""2D""","=""5/2""",6,"=""""","=""95.3745""","=""""","=""0.0005""","=""                                                ""","="""""
"=""3d9.(2D).4s.4p.(3P*)""","=""4P*""","=""3/2""",4,"=""""","=""97.061""","=""""","=""0.006""","=""  82                                            ""","="""""
"=""3d9.(2D).4s.4p.(3P*)""","=""4P*""","=""1/2""",2,"=""""","=""97.863""","=""""","=""0.006""","=""  91                                            ""","="""""
"=""3d9.(2D).4s.4p.(3P*)""","=""4F*""","=""3/2""",4,"=""""","=""97.769""","=""""","=""0.006""","=""  92                                            ""","="""""
"=""3d10.7s""","=""2S""","=""1/2""",2,"=""""","=""98.752""","=""""","=""0.004""","=""                                                ""","="""""
"=""3d9.(2D).4s.4p.(3P*)""","=""2D*""","=""3/2""",4,"=""""","=""98.842""","=""""","=""0.006""","=""  52         :    24  3d9.(2D).4s.4p.(3P*) 2P*  ""","="""""
"=""3d9.(2D).4s.4p.(3P*)""","=""2P*""","=""3/2""",4,"=""""","=""99.328""","=""""","=""0.006""","=""  61         :    28  3d9.(2D).4s.4p.(3P*) 4D*  ""","="""""
"=""3d9.(2D).4s.4p.(3P*)""","=""2P*""","=""1/2""",2,"=""""","=""99.379""","=""""","=""0.006""","=""  93                                            ""","="""""
"=""3d9.(2D).4s.4p.(3P*)""","=""4D*""","=""1/2""",2,"=""""","=""99.601""","=""""","=""0.006""","=""  93                                            ""","="""""
"=""3d9.(2D).4s.4p.(3P*)""","=""4D*""","=""3/2""",4,"=""""","=""100.075""","=""""","=""0.006""","=""  49         :    38  3d9.(2D).4s.4p.(3P*) 2D*  ""","="""""
"=""3d10.7p""","=""2P*""","=""1/2""",2,"=""""","=""100.7342""","=""""","=""0.0007""","=""                                                ""","="""""
"=""3d10.7p""","=""2P*""","=""3/2""",4,"=""""","=""100.8673""","=""""","=""0.0007""","=""                                                ""","="""""
"=""3d10.6f""","=""2F*""","=""7/2""",8,"=""""","=""100.9145""","=""""","=""0.0007""","=""                                                ""","="""""
"=""3d10.6f""","=""2F*""","=""5/2""",6,"=""""","=""100.9183""","=""""","=""0.0007""","=""                                                ""","="""""
"=""3d10.6g""","=""2G""","=""9/2""",10,"=""""","=""101.5515""","=""""","=""0.0014""","=""                                                ""","="""""
"=""3d10.6g""","=""2G""","=""7/2""",8,"=""""","=""101.5515""","=""""","=""0.0016""","=""                                                ""","="""""
"=""3d10.6h""","=""2H*""","=""11/2""",12,"=""""","=""101.6023""","=""""","=""0.0005""","=""                                                ""","="""""
"=""3d10.6h""","=""2H*""","=""9/2""",10,"=""""","=""101.6023""","=""""","=""0.0005""","=""                                                ""","="""""
"=""3d9.(2D).4s.4p.(1P*)""","=""2P*""","=""3/2""",4,"=""""","=""103.798""","=""""","=""0.007""","=""  94                                            ""","="""""
"=""3d9.(2D).4s.4p.(1P*)""","=""2P*""","=""1/2""",2,"=""""","=""104.913""","=""""","=""0.007""","=""  98                                            ""","="""""
"=""3d10.7d""","=""2D""","=""3/2""",4,"=""""","=""104.2163""","=""""","=""0.0009""","=""                                                ""","="""""
"=""3d10.7d""","=""2D""","=""5/2""",6,"=""""","=""104.2398""","=""""","=""0.0009""","=""                                                ""","="""""
"=""3d10.8s""","=""2S""","=""1/2""",2,"=""""","=""106.2749""","=""""","=""0.0009""","=""                                                ""","="""""
"=""3d10.8p""","=""2P*""","=""1/2""",2,"=""""","=""107.5043""","=""""","=""0.0009""","=""                                                ""","="""""
"=""3d10.8p""","=""2P*""","=""3/2""",4,"=""""","=""107.5867""","=""""","=""0.0017""","=""                                                ""","="""""
"=""3d10.7f""","=""2F*""","=""7/2""",8,"=""""","=""107.5784""","=""""","=""0.0009""","=""                                                ""","="""""
"=""3d10.7f""","=""2F*""","=""5/2""",6,"=""""","=""107.5806""","=""""","=""0.0009""","=""                                                ""","="""""
"=""3d10.7g""","=""2G""","=""7/2""",8,"=""""","=""107.9992""","=""""","=""0.0016""","=""                                                ""","="""""
"=""3d10.7g""","=""2G""","=""9/2""",10,"=""""","=""107.9992""","=""""","=""0.0016""","=""                                                ""","="""""
"=""3d10.7h""","=""2H*""","=""11/2""",12,"=""""","=""108.0201""","=""""","=""0.0010""","=""                                                ""","="""""
"=""3d10.7h""","=""2H*""","=""9/2""",10,"=""""","=""108.0201""","=""""","=""0.0011""","=""                                                ""","="""""
"=""3d10.7i""","=""2I""","=""11/2""",12,"=""""","=""108.0294""","=""""","=""0.0005""","=""                                                ""","="""""
