obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""4.0706""","=""0.0008""","=""4.07005""","=""0.00013""","=""*""","=""""",,"=""7.994939""","=""(312.621)""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p2""","=""2S""","=""1/2""",2,2,,"=""""","=""L22456,L4172,L10485""",
"=""4.0706""","=""0.0008""","=""4.07023""","=""0.00013""","=""*""","=""""",,"=""8.008258""","=""(312.621)""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p2""","=""2S""","=""1/2""",4,2,,"=""""","=""L22456,L4172,L10485""",
"=""4.0859""","=""0.0007""","=""4.08624""","=""0.00009""","=""*""","=""""",,"=""0.000000""","=""(303.419)""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).2s.2p.(1P*)""","=""2P*""","=""1/2""",2,2,,"=""""","=""L22456,L4172,L10485,L2610""",
"=""4.0859""","=""0.0007""","=""4.08626""","=""0.00008""","=""*""","=""""",,"=""0.000000""","=""(303.417)""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).2s.2p.(1P*)""","=""2P*""","=""3/2""",2,4,,"=""""","=""L22456,L4172,L10485,L2610""",
"=""4.1334""","=""0.0011""","=""4.133224""","=""0.000019""","=""*""","=""""",,"=""0.000000""","=""(299.9697)""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).2s.2p.(3P*)""","=""2P*""","=""3/2""",2,4,,"=""""","=""L22456,L4172,L2610,L627""",
"=""4.1334""","=""0.0011""","=""4.133391""","=""0.000021""","=""*""","=""""",,"=""0.000000""","=""(299.9576)""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).2s.2p.(3P*)""","=""2P*""","=""1/2""",2,2,,"=""""","=""L22456,L4172,L2610,L627""",
"=""4.1361""","=""0.0007""","=""4.13623""","=""0.00003""","=""*""","=""""",,"=""7.994939""","=""(307.7465)""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p2""","=""2P""","=""3/2""",2,4,,"=""""","=""L22456,L4172,L10485,L2610,L627""",
"=""4.1361""","=""0.0007""","=""4.13642""","=""0.00003""","=""*""","=""""",,"=""8.008258""","=""(307.7465)""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p2""","=""2P""","=""3/2""",4,4,,"=""""","=""L22456,L4172,L10485,L2610,L627""",
"=""4.1361""","=""0.0007""","=""4.13648""","=""0.00003""","=""*""","=""""",,"=""7.994939""","=""(307.7284)""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p2""","=""2P""","=""1/2""",2,2,,"=""""","=""L22456,L4172,L10485,L2610,L627""",
"=""4.1361""","=""0.0007""","=""4.13667""","=""0.00003""","=""*""","=""""",,"=""8.008258""","=""(307.7284)""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p2""","=""2P""","=""1/2""",4,2,,"=""""","=""L22456,L4172,L10485,L2610,L627""",
"=""4.1537""","=""0.0007""","=""4.15355""","=""0.00007""","=""*""","=""""",,"=""7.994939""","=""(306.497)""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p2""","=""2D""","=""3/2""",2,4,,"=""""","=""L22456,L4172,L10485,L2610,L627""",
"=""4.1537""","=""0.0007""","=""4.15373""","=""0.00007""","=""*""","=""""",,"=""8.008258""","=""(306.497)""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p2""","=""2D""","=""3/2""",4,4,,"=""""","=""L22456,L4172,L10485,L2610,L627""",
"=""4.1537""","=""0.0007""","=""4.15392""","=""0.00006""","=""*""","=""""",,"=""8.008258""","=""(306.483)""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p2""","=""2D""","=""5/2""",4,6,,"=""""","=""L22456,L4172,L10485,L2610,L627""",
"=""4.1990""","=""0.0020""","=""4.198210""","=""0.000016""","=""*""","=""""",,"=""7.994939""","=""303.32124+x""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p2""","=""4P""","=""5/2""",2,6,,"=""""","=""L22456,L627""",
"=""4.1990""","=""0.0020""","=""4.198286""","=""0.000016""","=""*""","=""""",,"=""7.994939""","=""303.3159+x""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p2""","=""4P""","=""3/2""",2,4,,"=""""","=""L22456,L627""",
"=""4.1990""","=""0.0020""","=""4.198400""","=""0.000016""","=""*""","=""""",,"=""8.008258""","=""303.32124+x""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p2""","=""4P""","=""5/2""",4,6,,"=""""","=""L22456,L627""",
"=""4.1990""","=""0.0020""","=""4.198423""","=""0.000016""","=""*""","=""""",,"=""7.994939""","=""303.3063+x""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p2""","=""4P""","=""1/2""",2,2,,"=""""","=""L22456,L627""",
"=""4.1990""","=""0.0020""","=""4.198476""","=""0.000016""","=""*""","=""""",,"=""8.008258""","=""303.3159+x""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p2""","=""4P""","=""3/2""",4,4,,"=""""","=""L22456,L627""",
"=""4.1990""","=""0.0020""","=""4.198612""","=""0.000016""","=""*""","=""""",,"=""8.008258""","=""303.3063+x""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p2""","=""4P""","=""1/2""",4,2,,"=""""","=""L22456,L627""",
"=""""","=""""","=""4.215700""","=""0.000004""","=""""","=""""",,"=""0.000000""","=""294.1011+x""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).2s.2p.(3P*)""","=""4P*""","=""5/2""",2,6,,"=""""","=""""",
"=""""","=""""","=""4.215871""","=""0.000016""","=""""","=""""",,"=""0.000000""","=""(294.08915)+x""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).2s.2p.(3P*)""","=""4P*""","=""3/2""",2,4,,"=""""","=""""",
"=""""","=""""","=""4.215876""","=""0.000005""","=""""","=""""",,"=""0.000000""","=""294.0888+x""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).2s.2p.(3P*)""","=""4P*""","=""1/2""",2,2,,"=""""","=""""",
"=""""","=""""","=""4.37176""","=""0.00013""","=""""","=""""",,"=""7.994939""","=""(291.597)""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2s2""","=""2S""","=""1/2""",2,2,,"=""""","=""""",
"=""""","=""""","=""4.37197""","=""0.00013""","=""""","=""""",,"=""8.008258""","=""(291.597)""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2s2""","=""2S""","=""1/2""",4,2,,"=""""","=""""",
"=""""","=""""","=""20.06764""","=""""","=""""","=""2.11e+08""",B,"=""0.000000""","=""[61.78314]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.9p""","=""2P*""","=""1/2""",2,2,,"=""T3225LS""","=""""",
"=""""","=""""","=""20.06760""","=""""","=""""","=""2.11e+08""",B,"=""0.000000""","=""[61.78327]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.9p""","=""2P*""","=""3/2""",2,4,,"=""T3225LS""","=""""",
"=""""","=""""","=""20.30542""","=""""","=""""","=""3.07e+08""",B,"=""0.000000""","=""[61.05965]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.8p""","=""2P*""","=""3/2""",2,4,,"=""T5118LS""","=""""",
"=""""","=""""","=""20.30549""","=""""","=""""","=""3.07e+08""",B,"=""0.000000""","=""[61.05945]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.8p""","=""2P*""","=""1/2""",2,2,,"=""T5118LS""","=""""",
"=""""","=""""","=""20.66326""","=""""","=""""","=""4.55e+08""",B,"=""0.000000""","=""[60.00225]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.7p""","=""2P*""","=""3/2""",2,4,,"=""T5118LS""","=""""",
"=""""","=""""","=""20.66336""","=""""","=""""","=""4.55e+08""",B,"=""0.000000""","=""[60.00195]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.7p""","=""2P*""","=""1/2""",2,2,,"=""T5118LS""","=""""",
"=""""","=""""","=""21.24139""","=""""","=""""","=""7.15e+08""",B,"=""0.000000""","=""58.36914""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.6p""","=""2P*""","=""3/2""",2,4,,"=""T5118LS""","=""""",
"=""""","=""""","=""21.24157""","=""""","=""""","=""7.15e+08""",B,"=""0.000000""","=""58.36866""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.6p""","=""2P*""","=""1/2""",2,2,,"=""T5118LS""","=""""",
"=""""","=""""","=""22.27852""","=""""","=""""","=""1.21e+09""",B,"=""0.000000""","=""55.65191""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.5p""","=""2P*""","=""3/2""",2,4,,"=""T5118LS""","=""""",
"=""""","=""""","=""22.27887""","=""""","=""""","=""1.21e+09""",B,"=""0.000000""","=""55.65103""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.5p""","=""2P*""","=""1/2""",2,2,,"=""T5118LS""","=""""",
"=""""","=""""","=""23.08119""","=""""","=""""","=""3.90e+07""",B,"=""7.994939""","=""[61.71149]""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.9s""","=""2S""","=""1/2""",2,2,,"=""T3225LS""","=""""",
"=""""","=""""","=""23.08692""","=""""","=""""","=""7.80e+07""",B,"=""8.008258""","=""[61.71149]""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.9s""","=""2S""","=""1/2""",4,2,,"=""T3225LS""","=""""",
"=""""","=""""","=""23.41003""","=""""","=""""","=""1.61e+09""",B,"=""7.994939""","=""[60.95693]""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.8s""","=""2S""","=""1/2""",2,2,,"=""T5118LS""","=""""",
"=""""","=""""","=""23.41592""","=""""","=""""","=""3.22e+09""",B,"=""8.008258""","=""[60.95693]""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.8s""","=""2S""","=""1/2""",4,2,,"=""T5118LS""","=""""",
"=""""","=""""","=""23.91072""","=""""","=""""","=""8.66e+07""",B,"=""7.994939""","=""59.84792""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.7s""","=""2S""","=""1/2""",2,2,,"=""T3127LS""","=""""",
"=""""","=""""","=""23.91686""","=""""","=""""","=""1.73e+08""",B,"=""8.008258""","=""59.84792""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.7s""","=""2S""","=""1/2""",4,2,,"=""T3127LS""","=""""",
"=""""","=""""","=""24.49034""","=""""","=""""","=""2.27e+09""",B+,"=""0.000000""","=""50.62575""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.4p""","=""2P*""","=""3/2""",2,4,,"=""T5118LS""","=""""",
"=""24.4907""","=""0.0010""","=""24.49113""","=""""","=""250""","=""2.27e+09""",B+,"=""0.000000""","=""50.62412""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.4p""","=""2P*""","=""1/2""",2,2,,"=""T5118LS""","=""L3492""",
"=""""","=""""","=""24.57686""","=""""","=""""","=""1.25e+09""",B+,"=""7.994939""","=""58.44247""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.6d""","=""2D""","=""3/2""",2,4,,"=""T5118LS""","=""""",
"=""""","=""""","=""24.58328""","=""""","=""""","=""1.50e+09""",B+,"=""8.008258""","=""58.44262""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.6d""","=""2D""","=""5/2""",4,6,,"=""T5118LS""","=""""",
"=""""","=""""","=""24.58335""","=""""","=""""","=""2.50e+08""",B+,"=""8.008258""","=""58.44247""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.6d""","=""2D""","=""3/2""",4,4,,"=""T5118LS""","=""""",
"=""""","=""""","=""24.73408""","=""""","=""""","=""1.43e+08""",B,"=""7.994939""","=""58.12181""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.6s""","=""2S""","=""1/2""",2,2,,"=""T5118LS""","=""""",
"=""""","=""""","=""24.74065""","=""""","=""""","=""2.85e+08""",B,"=""8.008258""","=""58.12181""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.6s""","=""2S""","=""1/2""",4,2,,"=""T5118LS""","=""""",
"=""""","=""""","=""25.94675""","=""""","=""""","=""2.28e+09""",A,"=""7.994939""","=""55.77903""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.5d""","=""2D""","=""3/2""",2,4,,"=""T5118LS""","=""""",
"=""""","=""""","=""25.95387""","=""""","=""""","=""2.73e+09""",A,"=""8.008258""","=""55.77924""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.5d""","=""2D""","=""5/2""",4,6,,"=""T5118LS""","=""""",
"=""""","=""""","=""25.95399""","=""""","=""""","=""4.55e+08""",A,"=""8.008258""","=""55.77903""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.5d""","=""2D""","=""3/2""",4,4,,"=""T5118LS""","=""""",
"=""""","=""""","=""26.25465""","=""""","=""""","=""2.57e+08""",B,"=""7.994939""","=""55.21866""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.5s""","=""2S""","=""1/2""",2,2,,"=""T5118LS""","=""""",
"=""""","=""""","=""26.26205""","=""""","=""""","=""5.15e+08""",B,"=""8.008258""","=""55.21866""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.5s""","=""2S""","=""1/2""",4,2,,"=""T5118LS""","=""""",
"=""28.9143""","=""0.0010""","=""28.91405""","=""""","=""200""","=""4.90e+09""",A,"=""7.994939""","=""50.87519""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.4d""","=""2D""","=""3/2""",2,4,,"=""T5118LS""","=""L3492""",
"=""28.9230""","=""0.0010""","=""28.92270""","=""""","=""250*""","=""5.87e+09""",A,"=""8.008258""","=""50.87569""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.4d""","=""2D""","=""5/2""",4,6,,"=""T5118LS""","=""L3492""",
"=""28.9230""","=""0.0010""","=""28.92304""","=""""","=""250*""","=""9.78e+08""",A,"=""8.008258""","=""50.87519""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.4d""","=""2D""","=""3/2""",4,4,,"=""T5118LS""","=""L3492""",
"=""""","=""""","=""29.68552""","=""""","=""""","=""5.32e+08""",A,"=""7.994939""","=""49.76082""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.4s""","=""2S""","=""1/2""",2,2,,"=""T5118LS""","=""""",
"=""""","=""""","=""29.69499""","=""""","=""""","=""1.06e+09""",A,"=""8.008258""","=""49.76082""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.4s""","=""2S""","=""1/2""",4,2,,"=""T5118LS""","=""""",
"=""31.2418""","=""0.0010""","=""31.24202""","=""""","=""570""","=""4.63e+09""",A,"=""0.000000""","=""39.68507""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.3p""","=""2P*""","=""3/2""",2,4,,"=""T5118LS""","=""L3492""",
"=""31.2455""","=""0.0010""","=""31.24511""","=""""","=""500""","=""4.63e+09""",A,"=""0.000000""","=""39.68116""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.3p""","=""2P*""","=""1/2""",2,2,,"=""T5118LS""","=""L3492""",
"=""38.4032""","=""0.0010""","=""38.40301""","=""""","=""650""","=""1.46e+10""",A,"=""7.994939""","=""40.27996""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.3d""","=""2D""","=""3/2""",2,4,,"=""T5118LS""","=""L3492""",
"=""38.4178""","=""0.0010""","=""38.41731""","=""""","=""700""","=""1.75e+10""",A,"=""8.008258""","=""40.28126""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.3d""","=""2D""","=""5/2""",4,6,,"=""T5118LS""","=""L3492""",
"=""""","=""""","=""38.41886""","=""""","=""""","=""2.92e+09""",A,"=""8.008258""","=""40.27996""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.3d""","=""2D""","=""3/2""",4,4,,"=""T5118LS""","=""""",
"=""41.9525""","=""0.0010""","=""41.95239""","=""""","=""400""","=""1.42e+09""",A,"=""7.994939""","=""37.54849""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.3s""","=""2S""","=""1/2""",2,2,,"=""T5118LS""","=""L3492""",
"=""41.9714""","=""0.0010""","=""41.97130""","=""""","=""500""","=""2.85e+09""",A,"=""8.008258""","=""37.54849""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.3s""","=""2S""","=""1/2""",4,2,,"=""T5118LS""","=""L3492""",
"=""""","=""""","=""51.1596""","=""""","=""""","=""5.94e+07""",B,"=""37.54849""","=""[61.78327]""","=""1s2.3s""","=""2S""","=""1/2""","=""1s2.9p""","=""2P*""","=""3/2""",2,4,,"=""T3225LS""","=""""",
"=""""","=""""","=""51.1599""","=""""","=""""","=""5.94e+07""",B,"=""37.54849""","=""[61.78314]""","=""1s2.3s""","=""2S""","=""1/2""","=""1s2.9p""","=""2P*""","=""1/2""",2,2,,"=""T3225LS""","=""""",
"=""""","=""""","=""52.7342""","=""""","=""""","=""8.40e+07""",B,"=""37.54849""","=""[61.05965]""","=""1s2.3s""","=""2S""","=""1/2""","=""1s2.8p""","=""2P*""","=""3/2""",2,4,,"=""T5118LS""","=""""",
"=""""","=""""","=""52.7346""","=""""","=""""","=""8.40e+07""",B,"=""37.54849""","=""[61.05945]""","=""1s2.3s""","=""2S""","=""1/2""","=""1s2.8p""","=""2P*""","=""1/2""",2,2,,"=""T5118LS""","=""""",
"=""""","=""""","=""55.2176""","=""""","=""""","=""1.24e+08""",B,"=""37.54849""","=""[60.00225]""","=""1s2.3s""","=""2S""","=""1/2""","=""1s2.7p""","=""2P*""","=""3/2""",2,4,,"=""T5118LS""","=""""",
"=""""","=""""","=""55.2183""","=""""","=""""","=""1.24e+08""",B,"=""37.54849""","=""[60.00195]""","=""1s2.3s""","=""2S""","=""1/2""","=""1s2.7p""","=""2P*""","=""1/2""",2,2,,"=""T5118LS""","=""""",
"=""""","=""""","=""56.2789""","=""""","=""""","=""2.42e+07""",B,"=""39.68116""","=""[61.71149]""","=""1s2.3p""","=""2P*""","=""1/2""","=""1s2.9s""","=""2S""","=""1/2""",2,2,,"=""T3225LS""","=""""",
