Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""3s2.3p""","=""2P*""","=""1/2""",2,"=""""","=""0.00000""","=""""","=""0""","=""L495"""
"=""3s2.3p""","=""2P*""","=""3/2""",4,"=""""","=""0.18480""","=""""","=""""","="""""
"=""3s.3p2""","=""4P""","=""1/2""",2,"=""""","=""10.61217""","=""""","=""""","="""""
"=""3s.3p2""","=""4P""","=""3/2""",4,"=""""","=""10.67861""","=""""","=""""","="""""
"=""3s.3p2""","=""4P""","=""5/2""",6,"=""""","=""10.78334""","=""""","=""""","="""""
"=""3s.3p2""","=""2D""","=""3/2""",4,"=""""","=""14.03916""","=""""","=""""","="""""
"=""3s.3p2""","=""2D""","=""5/2""",6,"=""""","=""14.04803""","=""""","=""""","="""""
"=""3s.3p2""","=""2S""","=""1/2""",2,"=""""","=""18.18168""","=""""","=""""","="""""
"=""3s.3p2""","=""2P""","=""1/2""",2,"=""""","=""19.58102""","=""""","=""""","="""""
"=""3s.3p2""","=""2P""","=""3/2""",4,"=""""","=""19.70025""","=""""","=""""","="""""
"=""3s2.3d""","=""2D""","=""3/2""",4,"=""""","=""23.04411""","=""""","=""""","="""""
"=""3s2.3d""","=""2D""","=""5/2""",6,"=""""","=""23.04756""","=""""","=""""","="""""
"=""3p3""","=""4S*""","=""3/2""",4,"=""""","=""28.9316""","=""""","=""""","="""""
"=""3s2.4s""","=""2S""","=""1/2""",2,"=""""","=""31.7785""","=""""","=""""","="""""
"=""3s.3p.(3P*).3d""","=""4P*""","=""5/2""",6,"=""""","=""33.4233""","=""""","=""""","="""""
"=""3s.3p.(3P*).3d""","=""4P*""","=""3/2""",4,"=""""","=""33.4775""","=""""","=""""","="""""
"=""3s.3p.(3P*).3d""","=""4P*""","=""1/2""",2,"=""""","=""33.5175""","=""""","=""""","="""""
"=""3s.3p.(3P*).3d""","=""4D*""","=""1/2""",2,"=""""","=""33.7471""","=""""","=""""","="""""
"=""3s.3p.(3P*).3d""","=""4D*""","=""3/2""",4,"=""""","=""33.7670""","=""""","=""""","="""""
"=""3s.3p.(3P*).3d""","=""4D*""","=""5/2""",6,"=""""","=""33.7871""","=""""","=""""","="""""
"=""3s.3p.(3P*).3d""","=""4D*""","=""7/2""",8,"=""""","=""33.7996""","=""""","=""""","="""""
"=""3s2.4d""","=""2D""","=""3/2""",4,"=""""","=""43.3319""","=""""","=""""","="""""
"=""3s2.4d""","=""2D""","=""5/2""",6,"=""""","=""43.3357""","=""""","=""""","="""""
"=""3s.3p.(3P*).4s""","=""4P*""","=""1/2""",2,"=""""","=""43.7709""","=""""","=""""","="""""
"=""3s.3p.(3P*).4s""","=""4P*""","=""3/2""",4,"=""""","=""43.8370""","=""""","=""""","="""""
"=""3s.3p.(3P*).4s""","=""4P*""","=""5/2""",6,"=""""","=""43.9545""","=""""","=""""","="""""
"=""3s2.5d""","=""2D""","=""3/2""",4,"=""""","=""52.448""","=""""","=""""","="""""
"=""3s2.5d""","=""2D""","=""5/2""",6,"=""""","=""52.4479""","=""""","=""""","="""""
"=""Cl VI (3s2 1S<0>)""","=""Limit""","=""---""",,"=""[""","=""67.68""","=""]""","=""0.10""","=""L11770"""
