obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""173.361""","=""0.004""","=""173.363""","=""0.008""","=""500w""","=""""",,"=""0.2097572""","=""7.3615""","=""5s2.5p2""","=""3P""","=""1""","=""5s2.5p.9s""","=""3P*""","=""2""",3,5,,"=""""","=""L3936,L3149,L7378""",
"=""173.72436""","=""0.00015""","=""173.72439""","=""0.00015""","=""710r""","=""""",,"=""0.0000000""","=""7.136833""","=""5s2.5p2""","=""3P""","=""0""","=""5s2.5p.10d""","=""3D*""","=""1""",1,3,,"=""""","=""L3936,L3149,L7378""",
"=""175.14880""","=""0.00015""","=""175.14874""","=""0.00016""","=""880r""","=""""",,"=""0.0000000""","=""7.078795""","=""5s2.5p2""","=""3P""","=""0""","=""5s2.5p.9d""","=""3D*""","=""1""",1,3,,"=""""","=""L3936,L3149,L7378""",
"=""175.352""","=""0.008""","=""175.363""","=""0.008""","=""690w""","=""""",,"=""0.4249773""","=""7.4951""","=""5s2.5p2""","=""3P""","=""2""","=""5s2.5p.8d""","=""3D*""","=""3""",5,7,,"=""""","=""L3936,L3149,L7378""",
"=""176.49391""","=""0.00016""","=""176.49391""","=""0.00003""","=""1500r""","=""""",,"=""0.0000000""","=""7.0248430""","=""5s2.5p2""","=""3P""","=""0""","=""5s2.5p.6d""","=""1P*""","=""1""",1,3,,"=""""","=""L3936,L3149,L7378""",
"=""177.33603""","=""0.00016""","=""177.33605""","=""0.00004""","=""960""","=""""",,"=""0.0000000""","=""6.9914830""","=""5s2.5p2""","=""3P""","=""0""","=""5s2.5p.10s""","=""3P*""","=""1""",1,3,,"=""""","=""L3936,L3149,L7378""",
"=""179.07835""","=""0.00016""","=""179.07830""","=""0.00016""","=""1900r""","=""""",,"=""0.2097572""","=""7.133220""","=""5s2.5p2""","=""3P""","=""1""","=""5s2.5p.10d""","=""a 3P*""","=""2""",3,5,,"=""""","=""L3936,L3149,L7378""",
"=""180.46343""","=""0.00016""","=""180.46332""","=""0.00016""","=""5000r""","=""""",,"=""0.2097572""","=""7.080084""","=""5s2.5p2""","=""3P""","=""1""","=""5s2.5p.9d""","=""b 3P*""","=""2""",3,5,,"=""""","=""L3936,L3149,L7378""",
"=""180.49717""","=""0.00016""","=""180.49719""","=""0.00016""","=""630""","=""""",,"=""0.2097572""","=""7.078795""","=""5s2.5p2""","=""3P""","=""1""","=""5s2.5p.9d""","=""3D*""","=""1""",3,3,,"=""""","=""L3936,L3149,L7378""",
"=""181.30157""","=""0.00016""","=""181.30154""","=""0.00004""","=""1400""","=""""",,"=""0.0000000""","=""6.8385631""","=""5s2.5p2""","=""3P""","=""0""","=""5s2.5p.9s""","=""3P*""","=""1""",1,3,,"=""""","=""L3936,L3149,L7378""",
"=""181.57659""","=""0.00016""","=""181.57654""","=""0.00004""","=""2200r""","=""""",,"=""0.0000000""","=""6.8282058""","=""5s2.5p2""","=""3P""","=""0""","=""5s2.5p.7d""","=""b 3D*""","=""1""",1,3,,"=""""","=""L3936,L3149,L7378""",
"=""181.92611""","=""0.00017""","=""181.926100""","=""0.000023""","=""2200""","=""""",,"=""0.2097572""","=""7.0248430""","=""5s2.5p2""","=""3P""","=""1""","=""5s2.5p.6d""","=""1P*""","=""1""",3,3,,"=""""","=""L3936,L3149,L7378""",
"=""182.30095""","=""0.00017""","=""182.30101""","=""0.00003""","=""6400r""","=""""",,"=""0.2097572""","=""7.0108275""","=""5s2.5p2""","=""3P""","=""1""","=""5s2.5p.9d""","=""a 3P*""","=""2""",3,5,,"=""""","=""L3936,L3149,L7378""",
"=""184.87692""","=""0.00017""","=""184.87655""","=""0.00014""","=""3100r""","=""""",,"=""0.4249773""","=""7.131301""","=""5s2.5p2""","=""3P""","=""2""","=""5s2.5p.10d""","=""a 3F*""","=""3""",5,7,,"=""""","=""L3936,L3149,L7378""",
"=""185.19695""","=""0.00017""","=""185.196945""","=""0.000024""","=""1400""","=""""",,"=""0.2097572""","=""6.9044788""","=""5s2.5p2""","=""3P""","=""1""","=""5s2.5p.6d""","=""3P*""","=""1""",3,3,,"=""""","=""L3936,L3149,L7378""",
"=""185.42531""","=""0.00017""","=""185.42523""","=""0.00024""","=""600""","=""""",,"=""0.2097572""","=""6.896237""","=""5s2.5p2""","=""3P""","=""1""","=""5s2.5p.6d""","=""3P*""","=""0""",3,1,,"=""""","=""L3936,L3149,L7378""",
