Initial State,Final State,Partial Lifetime /s,Delta Energy /eV
Cr y5Fo;v=3d4(5D)4s.4p(1Po),Cr a5S;v=3d5(6S)4s,2.3256e-08,-4.13022151741955
Cr y5Fo;v=3d4(5D)4s.4p(1Po),Cr a5G;v=3d5(4G)4s,1.3514e-07,-2.5278527548195497
Cr x5Po;v=3d4(5D)4s.4p(1Po),Cr a5S;v=3d5(6S)4s,2.457e-08,-4.13318467140562
Cr x5Po;v=3d4(5D)4s.4p(1Po),Cr a5D;v=3d4.4s2,2.6316e-08,-4.11364544810562
Cr x5Po;v=3d4(5D)4s.4p(1Po),Cr a5G;v=3d5(4G)4s,2.0325e-07,-2.53081590880562
Cr x5Po;v=3d4(5D)4s.4p(1Po),Cr a5P;v=3d5(4P)4s,2.1367e-07,-2.3667405678056204
Cr y5Do;v=3d4(5D)4s.4p(1Po),Cr a5D;v=3d4.4s2,3.3333e-09,-4.1501579522434895
Cr y5Do;v=3d4(5D)4s.4p(1Po),Cr a5P;v=3d5(4P)4s,2.8571e-07,-2.4032530719434897
Cr y5Do;v=3d4(5D)4s.4p(1Po),Cr b5D;v=3d5(4D)4s,7.5188e-07,-2.10120415634349
Cr z5Ho;v=3d4(3H)4s.4p(3Po),Cr a5G;v=3d5(4G)4s,5.5556e-07,-2.66660027054349
Cr x5Do;v=3d4(3P{1})4s.4p(3Po),Cr a5D;v=3d4.4s2,7.6923e-09,-4.27333341187331
Cr x5Do;v=3d4(3P{1})4s.4p(3Po),Cr a5P;v=3d5(4P)4s,1.7857e-06,-2.52642853157331
Cr x7Po;v=3d5(6S)5p,Cr a7S;v=3d5(6S)4s,1.4493e-07,-5.23672376833839
Cr e7D;v=3d5(6S)4d,Cr z7Po;v=3d5(6S)4p,2.8265e-08,-2.3492231949247
Cr e7D;v=3d5(6S)4d,Cr y7Po;v=3d4(5D)4s.4p(3Po),5.618e-08,-1.80075455042507
Cr z5Go;v=3d5(4G)4p,Cr a5G;v=3d5(4G)4s,4.9261e-08,-2.7273263300570103
Cr z5Go;v=3d5(4G)4p,Cr a5F;v=3d5(4F)4s,5e-06,-1.3839934141570103
Cr z5So;v=3d5(4P)4p,Cr a5P;v=3d5(4P)4s,1.1547e-07,-2.6388176147685103
Cr e5D;v=3d5(6S)4d,Cr z5Po;v=3d5(6S)4p,4.7619e-08,-2.14327779382648
Cr w5Po;v=3d5(6S)5p,Cr a5D;v=3d4.4s2,6.4516e-09,-4.50981541660196
Cr w5Po;v=3d5(6S)5p,Cr a5S;v=3d5(6S)4s,1.3333e-08,-4.5293546399019595
Cr w5Po;v=3d5(6S)5p,Cr a5P;v=3d5(4P)4s,7.6923e-07,-2.76291053630196
Cr y5Go;v=3d4(3F{1})4s.4p(3Po),Cr a5G;v=3d5(4G)4s,1.7544e-07,-2.94858342643886
Cr v5Po;v=3d4(3P{1})4s.4p(3Po),Cr a5D;v=3d4.4s2,5.4054e-08,-4.57688932063792
Cr v5Po;v=3d4(3P{1})4s.4p(3Po),Cr a5P;v=3d5(4P)4s,7.6923e-08,-2.8299844403379204
Cr v5Po;v=3d4(3P{1})4s.4p(3Po),Cr a5S;v=3d5(6S)4s,8.3333e-08,-4.59642854393792
Cr x5Fo;v=3d4(3F{1})4s.4p(3Po),Cr a5D;v=3d4.4s2,3.3333e-08,-4.64321933664391
Cr x5Fo;v=3d4(3F{1})4s.4p(3Po),Cr a5G;v=3d5(4G)4s,8.3333e-07,-3.0603897973439103
Cr x5Fo;v=3d4(3F{1})4s.4p(3Po),Cr b5D;v=3d5(4D)4s,1.0204e-06,-2.5942655407439106
Cr z3Ho;v=3d5(4G)4p,Cr a3G;v=3d5(4G)4s,2.6709e-08,-2.5446927060277305
Cr z3Ho;v=3d5(4G)4p,Cr a3F;v=3d4.4s2,6.734e-08,-2.5314517099277305
Cr z3Ho;v=3d5(4G)4p,Cr b3G;v=3d4.4s2,2.5316e-07,-2.2020770717277305
Cr z3Ho;v=3d5(4G)4p,Cr a3H;v=3d4.4s2,2.7778e-07,-2.6562684220277304
Cr y5Ho;v=3d5(4G)4p,Cr a5G;v=3d5(4G)4s,9.3458e-09,-3.10555619889715
Cr y5Ho;v=3d5(4G)4p,Cr a3G;v=3d5(4G)4s,5.102e-07,-2.57040643559715
Cr y5Ho;v=3d5(4G)4p,Cr a3F;v=3d4.4s2,1.4493e-06,-2.55716543949715
Cr y5Ho;v=3d5(4G)4p,Cr b3G;v=3d4.4s2,2.6316e-06,-2.22779080129715
Cr y5Ho;v=3d5(4G)4p,Cr a3H;v=3d4.4s2,5e-06,-2.68198215159715
Cr f7S;v=3d5(6S)6s,Cr z7Po;v=3d5(6S)4p,1.3513e-07,-2.76951993185986
Cr y3Po;v=3d5(4P)4p,Cr a3P;v=3d4.4s2,2.5641e-08,-2.7965205257291497
Cr y3Po;v=3d5(4P)4p,Cr b3P;v=3d5(4P)4s,6.25e-08,-2.3006094674291497
Cr y3Fo;v=3d5(4G)4p,Cr a3G;v=3d5(4G)4s,2.611e-08,-2.6200485634640605
Cr y3Fo;v=3d5(4G)4p,Cr a3F;v=3d4.4s2,3.4965e-08,-2.6068075673640605
Cr y3Fo;v=3d5(4G)4p,Cr b3G;v=3d4.4s2,2.5641e-07,-2.2774329291640605
Cr y3Fo;v=3d5(4G)4p,Cr a3H;v=3d4.4s2,1.4925e-06,-2.7316242794640604
Cr y3Fo;v=3d5(4G)4p,Cr a3P;v=3d4.4s2,1.8182e-06,-2.82716871256406
Cr y3Do;v=3d5(4P)4p,Cr a5D;v=3d4.4s2,4.8008e-08,-4.7517402020832495
Cr y3Do;v=3d5(4P)4p,Cr a3F;v=3d4.4s2,5.3656e-08,-2.62051990338325
Cr y3Do;v=3d5(4P)4p,Cr a3P;v=3d4.4s2,2.8505e-07,-2.8408810485832494
Cr y3Do;v=3d5(4P)4p,Cr a5P;v=3d5(4P)4s,2.9424e-07,-3.0048353217832497
Cr y3Do;v=3d5(4P)4p,Cr b5D;v=3d5(4D)4s,3.8815e-07,-2.70278640618325
Cr w5Do;v=3d4(3F{1})4s.4p(3Po),Cr a3F;v=3d4.4s2,5.9804e-08,-2.6479445754216098
Cr w5Do;v=3d4(3F{1})4s.4p(3Po),Cr a5D;v=3d4.4s2,1.0289e-07,-4.7791648741216095
Cr w5Do;v=3d4(3F{1})4s.4p(3Po),Cr b3P;v=3d5(4P)4s,1.0751e-07,-2.3723946623216094
Cr w5Do;v=3d4(3F{1})4s.4p(3Po),Cr a3P;v=3d4.4s2,1.0873e-07,-2.8683057206216094
Cr w5Do;v=3d4(3F{1})4s.4p(3Po),Cr a3G;v=3d5(4G)4s,1.6498e-07,-2.6611855715216097
Cr f7D;v=3d4.4s.5s,Cr z7Fo;v=3d4(5D)4s.4p(3Po),3.4364e-08,-2.66281018580629
Cr f7D;v=3d4.4s.5s,Cr z7Do;v=3d4(5D)4s.4p(3Po),4.5662e-08,-2.3740566569919896
Cr f7D;v=3d4.4s.5s,Cr z7Po;v=3d5(6S)4p,5.5555e-08,-2.86937450175
Cr f7D;v=3d4.4s.5s,Cr y7Po;v=3d4(5D)4s.4p(3Po),6.8965e-08,-2.3209058572503696
Cr w5Fo;v=3d4(3G)4s.4p(3Po),Cr a5D;v=3d4.4s2,9.0909e-08,-4.82630257895428
Cr w5Fo;v=3d4(3G)4s.4p(3Po),Cr b5D;v=3d5(4D)4s,9.5238e-08,-2.7773487830542805
Cr w5Fo;v=3d4(3G)4s.4p(3Po),Cr a3H;v=3d4.4s2,1.4286e-06,-2.8198989923542803
Cr z3Go;v=3d4(3H)4s.4p(3Po),Cr a3H;v=3d4.4s2,6.25e-08,-2.84076505159504
Cr z3Go;v=3d4(3H)4s.4p(3Po),Cr b3G;v=3d4.4s2,1.4925e-07,-2.38657370129504
Cr z3Go;v=3d4(3H)4s.4p(3Po),Cr a5D;v=3d4.4s2,1.6393e-07,-4.84716863819504
Cr z3Go;v=3d4(3H)4s.4p(3Po),Cr a3G;v=3d5(4G)4s,2.6316e-07,-2.72918933559504
Cr z3Go;v=3d4(3H)4s.4p(3Po),Cr a3F;v=3d4.4s2,4.3478e-07,-2.71594833949504
Cr u5Po;v=3d5(4P)4p,Cr a5D;v=3d4.4s2,2.0833e-08,-4.86886537240261
Cr u5Po;v=3d5(4P)4p,Cr b5D;v=3d5(4D)4s,5.0505e-08,-2.81991157650261
Cr u5Po;v=3d5(4P)4p,Cr a5P;v=3d5(4P)4s,9.091e-08,-3.12196049210261
Cr x5Go;v=3d4(3H)4s.4p(3Po),Cr a5G;v=3d5(4G)4s,1.5898e-08,-3.2892345516314996
Cr x5Go;v=3d4(3H)4s.4p(3Po),Cr b5D;v=3d5(4D)4s,5.2631e-07,-2.8231102950315
Cr y3Go;v=3d5(4G)4p,Cr a3G;v=3d5(4G)4s,4.7619e-08,-2.7541963715359903
Cr y3Go;v=3d5(4G)4p,Cr a3H;v=3d4.4s2,7.1429e-08,-2.86577208753599
Cr y3Go;v=3d5(4G)4p,Cr b3G;v=3d4.4s2,7.6923e-08,-2.4115807372359903
Cr y3Go;v=3d5(4G)4p,Cr a3F;v=3d4.4s2,1.23e-07,-2.7409553754359903
Cr y3Go;v=3d5(4G)4p,Cr b3F;v=3d5(2F{1})4s,4e-06,-1.7367840232359901
Cr z3So;v=3d4(3P{1})4s.4p(3Po),Cr a3P;v=3d4.4s2,5.2632e-07,-2.96627577416915
Cr z3Io;v=3d4(3H)4s.4p(3Po),Cr a3H;v=3d4.4s2,1.6393e-07,-2.9456408656875097
Cr w7Po;v=3d5(6S)6p,Cr a7S;v=3d5(6S)4s,9.0909e-07,-5.91373626441748
Cr g7D;v=3d5(6S)5d,Cr z7Po;v=3d5(6S)4p,5.7803e-08,-3.02482230374684
Cr v5Do;v=3d5(4P)4p,Cr a5D;v=3d4.4s2,2.6316e-08,-4.96192576495232
Cr v5Do;v=3d5(4P)4p,Cr b5D;v=3d5(4D)4s,3.4483e-07,-2.9129719690523204
Cr x5Ho;v=3d4(3G)4s.4p(3Po),Cr a3H;v=3d4.4s2,1.4085e-06,-2.9581753789925602
Cr u5Fo;v=3d5(4G)4p,Cr a5G;v=3d5(4G)4s,5.5556e-09,-3.39215146057836
Cr u5Fo;v=3d5(4G)4p,Cr a5D;v=3d4.4s2,3.7037e-08,-4.97498099987836
Cr u5Fo;v=3d5(4G)4p,Cr b5D;v=3d5(4D)4s,9.434e-08,-2.9260272039783604
Cr u5Fo;v=3d5(4G)4p,Cr a3G;v=3d5(4G)4s,7.1429e-07,-2.8570016972783603
Cr 3Do;v=3d4(3F{1})4s.4p(3Po),Cr a5D;v=3d4.4s2,1.0204e-07,-5.0161923967389095
Cr 3Do;v=3d4(3F{1})4s.4p(3Po),Cr a3F;v=3d4.4s2,3.125e-07,-2.8849720980389097
Cr y3Ho;v=3d4(3H)4s.4p(3Po),Cr a3G;v=3d5(4G)4s,4.1667e-07,-2.9079332310639
Cr y3Ho;v=3d4(3H)4s.4p(3Po),Cr a3F;v=3d4.4s2,5.8823e-07,-2.8946922349639
Cr y3Ho;v=3d4(3H)4s.4p(3Po),Cr b3G;v=3d4.4s2,8.3333e-07,-2.5653175967639
Cr x3Po;v=3d4(3P{1})4s.4p(3Po),Cr b3P;v=3d5(4P)4s,1.6129e-07,-2.6402439456474895
Cr f5D;v=3d4.4s.5s,Cr y5Po;v=3d4(5D)4s.4p(3Po),7.6923e-08,-2.37269286227038
Cr f5D;v=3d4.4s.5s,Cr z5Do;v=3d4(5D)4s.4p(3Po),1.6949e-07,-1.8870083675005302
Cr f5D;v=3d4.4s.5s,Cr z5Fo;v=3d4(5D)4s.4p(3Po),2.3809e-07,-2.20328476157769
Cr 3Fo;v=3d4(3F{1})4s.4p(3Po),Cr a3F;v=3d4.4s2,1.5625e-07,-2.93778814816704
Cr x3Do;v=3d4(3P{1})4s.4p(3Po),Cr b3P;v=3d5(4P)4s,1.25e-07,-2.6875056318184796
Cr y3So;v=3d5(4P)4p,Cr b3P;v=3d5(4P)4s,1.1806e-08,-2.7665065406016898
Cr w5Go;v=3d4(3G)4s.4p(3Po),Cr a3D;v=3d5(4D)4s,7.6923e-07,-2.58906963164834
Cr 1Do;v=3d4(3F{1})4s.4p(3Po),Cr a5D;v=3d4.4s2,3.4483e-08,-5.18826609620566
Cr x3Fo;v=3d5(4D)4p,Cr a5D;v=3d4.4s2,4.3478e-08,-5.19506027354609
Cr x3Fo;v=3d5(4D)4p,Cr a3D;v=3d5(4D)4s,1.7857e-07,-2.6055591496460897
Cr x3Fo;v=3d5(4D)4p,Cr b3G;v=3d4.4s2,3.4483e-07,-2.73446533664609
Cr t5Po;v=3d5(4D)4p,Cr a5D;v=3d4.4s2,1.4925e-08,-5.2148600932772196
Cr s5Fo;v=3d5(4D)4p,Cr a5D;v=3d4.4s2,5.8823e-08,-5.24044984150832
Cr w3Do;v=3d5(4D)4p,Cr a3D;v=3d5(4D)4s,3.3333e-08,-2.6616978996414398
Cr w3Do;v=3d5(4D)4p,Cr b3P;v=3d5(4P)4s,7.9365e-08,-2.8444288117414396
Cr u5Do;v=3d5(4D)4p,Cr b5D;v=3d5(4D)4s,1.4493e-08,-3.2582847925661302
Cr u5Do;v=3d5(4D)4p,Cr a5D;v=3d4.4s2,1.2346e-07,-5.30723858846613
Cr w3Fo;v=3d4(3G)4s.4p(3Po),Cr b3G;v=3d4.4s2,4.1667e-08,-2.88787984469434
Cr w3Fo;v=3d4(3G)4s.4p(3Po),Cr a3D;v=3d5(4D)4s,2.8571e-07,-2.75897365769434
Cr w3Po;v=3d5(4D)4p,Cr a3D;v=3d5(4D)4s,2.2222e-08,-2.79451910739325
Cr w3Po;v=3d5(4D)4p,Cr b3D;v=3d5(2D{3})4s,3.3333e-08,-2.50043445539325
Cr y3Io;v=3d4(1I)4s.4p(3Po),Cr a3I;v=3d5(2I)4s,1.6667e-07,-2.6710220649948897
Cr 3Go;v=3d4(3G)4s.4p(3Po),Cr a3I;v=3d5(2I)4s,1.7544e-07,-2.68692887070249
Cr x3Ho;v=3d4(1G{1})4s.4p(3Po),Cr a3I;v=3d5(2I)4s,1e-07,-2.7171059284517596
Cr s5Do;v=3d4.4s.5p,Cr a5F;v=3d5(4F)4s,2.5641e-08,-2.76336019186963
Cr v3Go;v=3d3(4F)4s2.4p,Cr b3F;v=3d5(2F{1})4s,7.6923e-08,-2.57443913938791
Cr v3Go;v=3d3(4F)4s2.4p,Cr a3I;v=3d5(2I)4s,2e-07,-2.82141142838791
Cr z3Ko;v=3d5(2I)4p,Cr a3I;v=3d5(2I)4s,1.9305e-08,-2.8849022717461703
Cr 3Ko;v=3d4(1I)4s.4p(3Po),Cr b1I;v=3d5(2I)4s,1.6129e-08,-2.60826209159438
Cr v3Ho;v=3d5(4G)5p,Cr a3H;v=3d4.4s2,7.6923e-09,-3.82817722631451
Cr v3Ho;v=3d5(4G)5p,Cr b3F;v=3d5(2F{1})4s,3.125e-07,-2.69918916201451
Cr z1Ko;v=3d5(2I)4p,Cr a1I;v=3d4.4s2,4e-07,-2.83581302621031
Cr e3D;v=3d4.4s.5s,Cr z3Po;v=3d4(5D)4s.4p(3Po),1.25e-07,-2.6299045467676203
Cr v3Fo;v=3d5(2D{1})4p,Cr c3D;v=3d4.4s2,4.5455e-08,-2.61430285915654
Cr v3Fo;v=3d5(2D{1})4p,Cr b3F;v=3d5(2F{1})4s,8.3333e-08,-2.7217413674565396
Cr u3Fo;v=3d5(4G)5p,Cr b3F;v=3d5(2F{1})4s,5e-08,-2.7813515949251
Cr u3Fo;v=3d5(4G)5p,Cr c3D;v=3d4.4s2,2.6316e-07,-2.6739130866251006
Cr y1Io;v=3d5(2I)4p,Cr b1I;v=3d5(2I)4s,2.1277e-08,-2.69708232237325
Cr y1Io;v=3d5(2I)4p,Cr a1I;v=3d4.4s2,5.8823e-08,-2.9035564294732494
Cr x3Io;v=3d5(2I)4p,Cr a3I;v=3d5(2I)4s,1.4767e-08,-3.05469471458767
Cr x3Io;v=3d5(2I)4p,Cr a3H;v=3d4.4s2,1.7036e-08,-3.93671048988767
Cr x3Io;v=3d5(2I)4p,Cr b1I;v=3d5(2I)4s,3.5714e-07,-2.7181219554876703
Cr x3Io;v=3d5(2I)4p,Cr b3H;v=3d5(2H)4s,5.5556e-07,-2.4567946112876697
Cr u3Ho;v=3d4(1I)4s.4p(3Po),Cr a1I;v=3d4.4s2,3.2258e-08,-2.94796654486268
Cr u3Ho;v=3d4(1I)4s.4p(3Po),Cr b1I;v=3d5(2I)4s,9.0909e-08,-2.7414924377626804
Cr y1Ho;v=3d5(2I)4p,Cr b1I;v=3d5(2I)4s,3.7037e-08,-2.75018352957954
Cr v5Go;v=3d5(4F)4p,Cr a5F;v=3d5(4F)4s,1.4706e-08,-3.1007010153288794
Cr 3Go;v=3d4(3F{1})4s.4p(1Po),Cr c3D;v=3d4.4s2,5e-08,-2.86138526831232
Cr u3Po;v=3d4(1S{1})4s.4p(3Po),Cr c3D;v=3d4.4s2,5.8823e-08,-2.87958572877901
Cr t3Fo;v=3d4(3D)4s.4p(3Po),Cr d3F;v=3d5(2F{2})4s,9.0909e-08,-2.56250393948579
Cr t3Fo;v=3d4(3D)4s.4p(3Po),Cr c3D;v=3d4.4s2,1.1364e-07,-2.8905084846857907
Cr t3Go;v=3d5(2F{1})4p,Cr b3F;v=3d5(2F{1})4s,2.8571e-08,-3.03965431519965
Cr t3Go;v=3d5(2F{1})4p,Cr c3D;v=3d4.4s2,5.8824e-08,-2.9322158068996504
Cr t3Go;v=3d5(2F{1})4p,Cr b3H;v=3d5(2H)4s,8.3333e-08,-2.6887265008996497
Cr r5Do;v=3d4.4s.5p,Cr a5D;v=3d4.4s2,7.1429e-09,-6.26623424044059
Cr u3Do;v=3d5(4F)4p,Cr d3F;v=3d5(2F{2})4s,2.439e-06,-2.7490338630017
Cr t3Ho;v=3d5(2H)4p,Cr b3H;v=3d5(2H)4s,3.5714e-08,-2.83393344435052
Cr w3Io;v=3d4(3H)4s.4p(1Po),Cr b3H;v=3d5(2H)4s,1.3333e-08,-2.9772434733249593
Cr x1Ho;v=3d5(2G{1})4p,Cr a1H;v=3d5(2H)4s,9.0909e-08,-2.66162008889809
Cr x3So;v=3d4(3P{1})4s.4p(1Po),Cr e5S;v=3d5(6S)5s,1.2048e-07,-2.7524723738907495
Cr x1Io;v=3d5(2H)4p,Cr a1H;v=3d5(2H)4s,1.9608e-08,-2.71565115614185
Cr x1Io;v=3d5(2H)4p,Cr c3G;v=3d5(2G{2})4s,1.2195e-07,-2.8807620637418507
Cr s3Go;v=3d5(2G{1})4p,Cr c3G;v=3d5(2G{2})4s,2.8653e-08,-2.8885232955212405
Cr s3Ho;v=3d5(2G{1})4p,Cr a1H;v=3d5(2H)4s,1.0309e-07,-2.808674354290069
Cr e5H;v=3d4.4s.5s,Cr z5Ho;v=3d4(3H)4s.4p(3Po),2.0408e-08,-2.8409951734064993
