obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""31.564""","=""0.008""","=""31.564""","=""0.008""","=""a""","=""""",,"=""0.00000000""","=""39.281""","=""3d5.(6S).4s""","=""a 7S""","=""3""","=""3p5.3d5.4s2""","=""7P*""","=""2""",7,5,,"=""""","=""L4170""",
"=""31.824""","=""0.008""","=""31.824""","=""0.008""","=""a""","=""""",,"=""0.00000000""","=""38.960""","=""3d5.(6S).4s""","=""a 7S""","=""3""","=""3p5.3d5.4s2""","=""7P*""","=""3""",7,7,,"=""""","=""L4170""",
"=""32.125""","=""0.008""","=""32.125""","=""0.008""","=""a""","=""""",,"=""0.00000000""","=""38.594""","=""3d5.(6S).4s""","=""a 7S""","=""3""","=""3p5.3d5.4s2""","=""7P*""","=""4""",7,9,,"=""""","=""L4170""",
"=""166.508""","=""0.010""","=""166.508""","=""0.011""","=""a""","=""""",,"=""0.00000000""","=""7.4461""","=""3d5.(6S).4s""","=""a 7S""","=""3""","=""3d4.4s.(6D).6p""","=""5P*""","=""3""",7,7,,"=""""","=""L5413""",
"=""166.968""","=""0.010""","=""166.967""","=""0.011""","=""a""","=""""",,"=""0.00000000""","=""7.4257""","=""3d5.(6S).4s""","=""a 7S""","=""3""","=""3d4.4s.(6D).6p""","=""5P*""","=""2""",7,5,,"=""""","=""L5413""",
"=""167.072""","=""0.010""","=""167.073""","=""0.011""","=""a""","=""""",,"=""0.00000000""","=""7.4210""","=""3d5.(6S).4s""","=""a 7S""","=""3""","=""3d4.4s.(6D).6p""","=""7D*""","=""4""",7,9,,"=""""","=""L5413""",
"=""167.441""","=""0.010""","=""167.442""","=""0.011""","=""a""","=""""",,"=""0.00000000""","=""7.4046""","=""3d5.(6S).4s""","=""a 7S""","=""3""","=""3d4.4s.(6D).6p""","=""7D*""","=""3""",7,7,,"=""""","=""L5413""",
"=""167.505""","=""0.010""","=""167.504""","=""0.011""","=""a""","=""""",,"=""0.00000000""","=""7.4019""","=""3d5.(6S).4s""","=""a 7S""","=""3""","=""3d4.4s.(6D).6p""","=""7P*""","=""4""",7,9,,"=""""","=""L5413""",
"=""167.813""","=""0.010""","=""167.813""","=""0.011""","=""a""","=""""",,"=""0.00000000""","=""7.3882""","=""3d5.(6S).4s""","=""a 7S""","=""3""","=""3d4.4s.(6D).6p""","=""7F*""","=""4""",7,9,,"=""""","=""L5413""",
"=""167.959""","=""0.010""","=""167.960""","=""0.011""","=""a""","=""""",,"=""0.00000000""","=""7.3818""","=""3d5.(6S).4s""","=""a 7S""","=""3""","=""3d4.4s.(6D).6p""","=""7D*""","=""2""",7,5,,"=""""","=""L5413""",
"=""168.368""","=""0.010""","=""168.367""","=""0.011""","=""a""","=""""",,"=""0.00000000""","=""7.3639""","=""3d5.(6S).4s""","=""a 7S""","=""3""","=""3d4.4s.(6D).6p""","=""7P*""","=""3""",7,7,,"=""""","=""L5413""",
"=""168.456""","=""0.010""","=""168.455""","=""0.011""","=""a""","=""""",,"=""0.00000000""","=""7.3601""","=""3d5.(6S).4s""","=""a 7S""","=""3""","=""3d4.4s.(6D).6p""","=""7F*""","=""3""",7,7,,"=""""","=""L5413""",
"=""168.798""","=""0.010""","=""168.799""","=""0.011""","=""a""","=""""",,"=""0.00000000""","=""7.3451""","=""3d5.(6S).4s""","=""a 7S""","=""3""","=""3d4.4s.(6D).6p""","=""7P*""","=""2""",7,5,,"=""""","=""L5413""",
