obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""18.1023""","=""0.0002""","=""18.10230""","=""0.00020""","=""3*""","=""""",,"=""0.000000""","=""68.4909?""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).5s""","=""2D""","=""5/2""",4,6,,"=""""","=""L1883""",
"=""18.1023""","=""0.0002""","=""18.10269""","=""0.00020""","=""3*""","=""""",,"=""0.000000""","=""68.4894""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).5s""","=""2D""","=""3/2""",4,4,,"=""""","=""L1883""",
"=""18.1476""","=""0.0002""","=""18.14759""","=""0.00020""","=""3w""","=""""",,"=""0.16943""","=""68.4894""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(1D).5s""","=""2D""","=""3/2""",2,4,,"=""""","=""L1883""",
"=""18.2511""","=""0.0002""","=""18.251149""","=""0.000017""","=""1""","=""""",,"=""0.000000""","=""67.93227""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1S).4s""","=""2S""","=""1/2""",4,2,,"=""""","=""L1883""",
"=""18.2968""","=""0.0002""","=""18.296784""","=""0.000018""","=""1""","=""""",,"=""0.16943""","=""67.93227""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(1S).4s""","=""2S""","=""1/2""",2,2,,"=""""","=""L1883""",
"=""18.3515""","=""0.0002""","=""18.35149""","=""0.00020""","=""1""","=""""",,"=""0.000000""","=""67.5608""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).4d""","=""2F""","=""5/2""",4,6,,"=""""","=""L1883""",
"=""18.3556""","=""0.0002""","=""18.35576""","=""0.00020""","=""3bl""","=""""",,"=""0.000000""","=""67.5451""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).4d""","=""2D""","=""3/2""",4,4,,"=""""","=""L1883""",
"=""18.3571""","=""0.0002""","=""18.35708""","=""0.00020""","=""4bl""","=""""",,"=""0.000000""","=""67.5403""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).4d""","=""2D""","=""5/2""",4,6,,"=""""","=""L1883""",
"=""18.3729""","=""0.0002""","=""18.37296""","=""0.00020""","=""3bl""","=""""",,"=""0.000000""","=""67.4819""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).4d""","=""2P""","=""1/2""",4,2,,"=""""","=""L1883""",
"=""18.3747""","=""0.0002""","=""18.37472""","=""0.00020""","=""4bl""","=""""",,"=""0.000000""","=""67.4754""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).4d""","=""2P""","=""3/2""",4,4,,"=""""","=""L1883""",
"=""18.3946""","=""0.0002""","=""18.39453""","=""0.00020""","=""5w""","=""""",,"=""0.000000""","=""67.4028""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).4d""","=""2S""","=""1/2""",4,2,,"=""""","=""L1883""",
"=""18.4019""","=""0.0002""","=""18.40192""","=""0.00020""","=""4""","=""""",,"=""0.16943""","=""67.5451""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(1D).4d""","=""2D""","=""3/2""",2,4,,"=""""","=""L1883""",
"=""18.4193""","=""0.0002""","=""18.41921""","=""0.00020""","=""4bl""","=""""",,"=""0.16943""","=""67.4819""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(1D).4d""","=""2P""","=""1/2""",2,2,,"=""""","=""L1883""",
"=""18.4206""","=""0.0002""","=""18.42097""","=""0.00020""","=""4w""","=""""",,"=""0.16943""","=""67.4754""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(1D).4d""","=""2P""","=""3/2""",2,4,,"=""""","=""L1883""",
"=""18.4409""","=""0.0002""","=""18.44088""","=""0.00020""","=""4""","=""""",,"=""0.16943""","=""67.4028""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(1D).4d""","=""2S""","=""1/2""",2,2,,"=""""","=""L1883""",
"=""18.8858""","=""0.0002""","=""18.885823""","=""0.000007""","=""3bl""","=""5.42e+08""",D,"=""0.000000""","=""65.649348""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1S).3d""","=""2D""","=""3/2""",4,4,,"=""T7317""","=""L1883""",
"=""18.88739""","=""0.0002""","=""18.887110""","=""0.000007""","=""4bl""","=""3.34e+09""",D+,"=""0.000000""","=""65.644877""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1S).3d""","=""2D""","=""5/2""",4,6,,"=""T7317""","=""L1883""",
"=""18.93488""","=""0.0002""","=""18.934691""","=""0.000011""","=""5""","=""3.07e+09""",D+,"=""0.16943""","=""65.649348""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(1S).3d""","=""2D""","=""3/2""",2,4,,"=""T7317""","=""L1883""",
"=""19.1000""","=""0.0002""","=""19.10121""","=""0.00022""","=""5bl""","=""""",,"=""0.000000""","=""64.9091""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).5s""","=""2P""","=""1/2""",4,2,,"=""""","=""L1883""",
"=""19.13070""","=""0.0002""","=""19.13070""","=""0.00022""","=""4""","=""""",,"=""0.000000""","=""64.8090""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).5s""","=""2P""","=""3/2""",4,4,,"=""""","=""L1883""",
"=""19.15118""","=""0.0002""","=""19.15120""","=""0.00022""","=""3""","=""""",,"=""0.16943""","=""64.9091""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).5s""","=""2P""","=""1/2""",2,2,,"=""""","=""L1883""",
"=""19.1808""","=""0.0002""","=""19.18085""","=""0.00022""","=""2w""","=""""",,"=""0.16943""","=""64.8090""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).5s""","=""2P""","=""3/2""",2,4,,"=""""","=""L1883""",
"=""19.38043""","=""0.0002""","=""19.38045""","=""0.00023""","=""5""","=""""",,"=""0.000000""","=""63.9739""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).4d""","=""2P""","=""3/2""",4,4,,"=""""","=""L1883""",
"=""19.40372""","=""0.0002""","=""19.40372""","=""0.00023""","=""5w""","=""""",,"=""0.000000""","=""63.8971""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).4d""","=""2D""","=""5/2""",4,6,,"=""""","=""L1883""",
"=""19.41213""","=""0.0002""","=""19.41220""","=""0.00023""","=""4""","=""""",,"=""0.000000""","=""63.8692""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).4d""","=""2P""","=""1/2""",4,2,,"=""""","=""L1883""",
"=""19.41689""","=""0.0002""","=""19.41683""","=""0.00023""","=""5w""","=""""",,"=""0.000000""","=""63.8540""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).4d""","=""2D""","=""3/2""",4,4,,"=""""","=""L1883""",
"=""19.42926""","=""0.0002""","=""19.42925""","=""0.00023""","=""5""","=""""",,"=""0.000000""","=""63.8132""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).4d""","=""2F""","=""5/2""",4,6,,"=""""","=""L1883""",
"=""19.43228""","=""0.0002""","=""19.43191""","=""0.00023""","=""4*""","=""""",,"=""0.16943""","=""63.9739""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).4d""","=""2P""","=""3/2""",2,4,,"=""""","=""L1883""",
"=""19.43228""","=""0.0002""","=""19.43227""","=""0.00023""","=""4*""","=""""",,"=""0.000000""","=""63.8033?""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).4d""","=""4P""","=""5/2""",4,6,,"=""""","=""L1883""",
"=""19.44617""","=""0.0002""","=""19.44614""","=""0.00023""","=""5""","=""""",,"=""0.000000""","=""63.7578""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).4d""","=""4F""","=""3/2""",4,4,,"=""""","=""L1883""",
"=""19.4530""","=""0.0002""","=""19.45264""","=""0.00023""","=""2bl""","=""""",,"=""0.000000""","=""63.7364""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).4d""","=""4P""","=""3/2""",4,4,,"=""""","=""L1883""",
"=""19.4550""","=""0.0002""","=""19.45499""","=""0.00023""","=""5bl""","=""""",,"=""0.000000""","=""63.7287""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).4d""","=""4F""","=""5/2""",4,6,,"=""""","=""L1883""",
"=""19.46392""","=""0.0002""","=""19.46383""","=""0.00023""","=""5""","=""""",,"=""0.16943""","=""63.8692""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).4d""","=""2P""","=""1/2""",2,2,,"=""""","=""L1883""",
"=""19.46842""","=""0.0002""","=""19.46849""","=""0.00023""","=""6""","=""""",,"=""0.16943""","=""63.8540""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).4d""","=""2D""","=""3/2""",2,4,,"=""""","=""L1883""",
