label,energy_eV
Na IV (2p4 3P<2>),71.62
Na IV (2s2.2p4 3P<1>),71.7571
Na IV (2s2.2p4 3P<0>),71.8154
Na IV (2s2.2p4 1D<2>),75.4436
Na IV (2s2.2p4 1S<0>),79.8644
