Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Leading percentages,Reference
"=""3d10""","=""1S""","=""0""",1,"=""""","=""0.000""","=""""","=""0.003""","="" 100                        ""","=""L12118"""
"=""3d9.4s""","=""(5/2,1/2)""","=""3""",7,"=""""","=""85.59436""","=""""","=""0.00014""","="" 100     or  :   100   3D   ""","=""L12118"""
"=""3d9.4s""","=""(5/2,1/2)""","=""2""",5,"=""""","=""85.96780""","=""""","=""0.00011""","=""  90     or  :    71   3D   ""","=""L12118"""
"=""3d9.4s""","=""(3/2,1/2)""","=""1""",3,"=""""","=""86.87285""","=""""","=""0.00012""","="" 100     or  :   100   3D   ""","=""L12118"""
"=""3d9.4s""","=""(3/2,1/2)""","=""2""",5,"=""""","=""87.34862""","=""""","=""0.00000""","=""  90     or  :    71   1D   ""","=""L12118"""
"=""3d9.4p""","=""(5/2,1/2)*""","=""2""",5,"=""""","=""103.99175""","=""""","=""0.00012""","=""  78     or  :    89   3P*  ""","=""L12118"""
"=""3d9.4p""","=""(5/2,1/2)*""","=""3""",7,"=""""","=""104.68309""","=""""","=""0.00019""","=""  95     or  :    61   3F*  ""","=""L12118"""
"=""3d9.4p""","=""(5/2,3/2)*""","=""1""",3,"=""""","=""105.33085""","=""""","=""0.00012""","=""  44     or  :    92   3P*  ""","=""L12118"""
"=""3d9.4p""","=""(5/2,3/2)*""","=""4""",9,"=""""","=""105.6902""","=""""","=""0.0004""","="" 100     or  :   100   3F*  ""","=""L12118"""
"=""3d9.4p""","=""(5/2,3/2)*""","=""2""",5,"=""""","=""106.67934""","=""""","=""0.00014""","=""  69     or  :    65   1D*  ""","=""L12118"""
"=""3d9.4p""","=""(5/2,3/2)*""","=""3""",7,"=""""","=""106.85615""","=""""","=""0.00014""","=""  91     or  :    62   3D*  ""","=""L12118"""
"=""3d9.4p""","=""(3/2,1/2)*""","=""2""",5,"=""""","=""105.63076""","=""""","=""0.00012""","=""  83     or  :    91   3F*  ""","=""L12118"""
"=""3d9.4p""","=""(3/2,1/2)*""","=""1""",3,"=""""","=""107.12496""","=""""","=""0.00014""","=""  66     or  :    76   1P*  ""","=""L12118"""
"=""3d9.4p""","=""(3/2,3/2)*""","=""0""",1,"=""""","=""106.14901""","=""""","=""0.00021""","="" 100     or  :   100   3P*  ""","=""L12118"""
"=""3d9.4p""","=""(3/2,3/2)*""","=""3""",7,"=""""","=""107.41479""","=""""","=""0.00014""","=""  91     or  :    37   3F   ""","=""L12118"""
"=""3d9.4p""","=""(3/2,3/2)*""","=""1""",3,"=""""","=""107.86109""","=""""","=""0.00015""","=""  72     or  :    69   3D*  ""","=""L12118"""
"=""3d9.4p""","=""(3/2,3/2)*""","=""2""",5,"=""""","=""108.10043""","=""""","=""0.00012""","=""  93     or  :    59   3D*  ""","=""L12118"""
