obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""""","=""468.719557578""","=""0.000000009""","=""""","=""5.0091e+06""",AA,"=""(48.371583992058)""","=""(51.01675201265)""","=""3d""","=""2D""","=""5/2""","=""4p""","=""2P*""","=""3/2""",6,4,,"=""T7771""","=""""",
"=""""","=""468.72170117""","=""0.00000005""","=""""","=""1.9602e+07""",AA,"=""(48.37151262966)""","=""(51.01666855319)""","=""3p""","=""2P*""","=""3/2""","=""4s""","=""2S""","=""1/2""",4,2,,"=""T7771""","=""""",
"=""""","=""468.722934627""","=""0.000000018""","=""""","=""5.5680e+06""",AA,"=""(48.371512275660)""","=""(51.01666123838)""","=""3d""","=""2D""","=""3/2""","=""4p""","=""2P*""","=""1/2""",4,2,,"=""T7771""","=""""",
"=""""","=""656.15807799""","=""0.00000018""","=""""","=""1.1504e+07""",AA,"=""(51.01666123838)""","=""(52.9062089342)""","=""4p""","=""2P*""","=""1/2""","=""6d""","=""2D""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""656.16060225""","=""0.00000012""","=""""","=""7.1341e+06""",AA,"=""(51.01666855319)""","=""(52.90620897983)""","=""4s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""656.16664814""","=""0.00000009""","=""""","=""1.9121e+06""",AA,"=""(51.01666123838)""","=""(52.90618425490)""","=""4p""","=""2P*""","=""1/2""","=""6s""","=""2S""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""656.16994224""","=""0.00000012""","=""""","=""7.1354e+06""",AA,"=""(51.01666855319)""","=""(52.90618208394)""","=""4s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""656.1864414""","=""0.0000004""","=""""","=""1.9232e+07""",AA,"=""(51.0167518615)""","=""(52.9062178825)""","=""4d""","=""2D""","=""3/2""","=""6f""","=""2F*""","=""5/2""",4,6,,"=""T7771""","=""""",
"=""""","=""656.18648815""","=""0.00000017""","=""""","=""1.3805e+07""",AA,"=""(51.01675201265)""","=""(52.9062178988)""","=""4p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""5/2""",4,6,,"=""T7771""","=""""",
"=""""","=""656.1895331""","=""0.0000004""","=""""","=""1.5078e+05""",AA,"=""(51.0167518615)""","=""(52.90620897983)""","=""4d""","=""2D""","=""3/2""","=""6p""","=""2P*""","=""3/2""",4,4,,"=""T7771""","=""""",
"=""""","=""656.18960148""","=""0.00000017""","=""""","=""2.3008e+06""",AA,"=""(51.01675201265)""","=""(52.9062089342)""","=""4p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""3/2""",4,4,,"=""T7771""","=""""",
"=""""","=""656.19537621""","=""0.00000018""","=""""","=""2.1195e+07""",AA,"=""(51.0167820625)""","=""(52.90622235614)""","=""4f""","=""2F*""","=""5/2""","=""6g""","=""2G""","=""7/2""",6,8,,"=""T7771""","=""""",
"=""""","=""656.1953922""","=""0.0000004""","=""""","=""2.0606e+07""",AA,"=""(51.0167821170)""","=""(52.9062223646)""","=""4d""","=""2D""","=""5/2""","=""6f""","=""2F*""","=""7/2""",6,8,,"=""T7771""","=""""",
"=""""","=""656.19692422""","=""0.00000024""","=""""","=""1.6354e+04""",AA,"=""(51.0167820625)""","=""(52.9062178988)""","=""4f""","=""2F*""","=""5/2""","=""6d""","=""2D""","=""5/2""",6,6,,"=""T7771""","=""""",
"=""""","=""656.1969488""","=""0.0000004""","=""""","=""1.3737e+06""",AA,"=""(51.0167821170)""","=""(52.9062178825)""","=""4d""","=""2D""","=""5/2""","=""6f""","=""2F*""","=""5/2""",6,6,,"=""T7771""","=""""",
"=""""","=""656.19817245""","=""0.00000009""","=""""","=""3.8255e+06""",AA,"=""(51.01675201265)""","=""(52.90618425490)""","=""4p""","=""2P*""","=""3/2""","=""6s""","=""2S""","=""1/2""",4,2,,"=""T7771""","=""""",
"=""""","=""656.1988739""","=""0.0000004""","=""""","=""1.5085e+06""",AA,"=""(51.0167518615)""","=""(52.90618208394)""","=""4d""","=""2D""","=""3/2""","=""6p""","=""2P*""","=""1/2""",4,2,,"=""T7771""","=""""",
"=""""","=""656.19969591""","=""0.00000018""","=""""","=""2.1979e+07""",AA,"=""(51.0167971898)""","=""(52.90622504544)""","=""4f""","=""2F*""","=""7/2""","=""6g""","=""2G""","=""9/2""",8,10,,"=""T7771""","=""""",
"=""""","=""656.20003765""","=""0.00000024""","=""""","=""3.4351e+05""",AA,"=""(51.0167820625)""","=""(52.9062089342)""","=""4f""","=""2F*""","=""5/2""","=""6d""","=""2D""","=""3/2""",6,4,,"=""T7771""","=""""",
"=""""","=""656.2000407""","=""0.0000004""","=""""","=""1.3572e+06""",AA,"=""(51.0167821170)""","=""(52.90620897983)""","=""4d""","=""2D""","=""5/2""","=""6p""","=""2P*""","=""3/2""",6,4,,"=""T7771""","=""""",
"=""""","=""656.20062991""","=""0.00000018""","=""""","=""7.8497e+05""",AA,"=""(51.0167971898)""","=""(52.90622235614)""","=""4f""","=""2F*""","=""7/2""","=""6g""","=""2G""","=""7/2""",8,8,,"=""T7771""","=""""",
"=""""","=""656.20217794""","=""0.00000024""","=""""","=""3.2712e+05""",AA,"=""(51.0167971898)""","=""(52.9062178988)""","=""4f""","=""2F*""","=""7/2""","=""6d""","=""2D""","=""5/2""",8,6,,"=""T7771""","=""""",
"=""""","=""1012.5628261""","=""0.0000006""","=""""","=""1.9822e+07""",AA,"=""(51.01666123838)""","=""(52.2411205533)""","=""4p""","=""2P*""","=""1/2""","=""5d""","=""2D""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""1012.56881068""","=""0.00000021""","=""""","=""1.1801e+07""",AA,"=""(51.01666855319)""","=""(52.241120631161)""","=""4s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""1012.5980957""","=""0.0000003""","=""""","=""3.4431e+06""",AA,"=""(51.01666123838)""","=""(52.2410779043)""","=""4p""","=""2P*""","=""1/2""","=""5s""","=""2S""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""1012.60724595""","=""0.00000021""","=""""","=""1.1804e+07""",AA,"=""(51.01666855319)""","=""(52.24107415495)""","=""4s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""1012.6249836""","=""0.0000010""","=""""","=""3.8621e+07""",AA,"=""(51.0167518615)""","=""(52.2411360160)""","=""4d""","=""2D""","=""3/2""","=""5f""","=""2F*""","=""5/2""",4,6,,"=""T7771""","=""""",
"=""""","=""1012.6250853""","=""0.0000006""","=""""","=""2.3789e+07""",AA,"=""(51.01675201265)""","=""(52.2411360441)""","=""4p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""5/2""",4,6,,"=""T7771""","=""""",
"=""""","=""1012.6377078""","=""0.0000009""","=""""","=""3.0175e+05""",AA,"=""(51.0167518615)""","=""(52.241120631161)""","=""4d""","=""2D""","=""3/2""","=""5p""","=""2P*""","=""3/2""",4,4,,"=""T7771""","=""""",
"=""""","=""1012.6378971""","=""0.0000006""","=""""","=""3.9649e+06""",AA,"=""(51.01675201265)""","=""(52.2411205533)""","=""4p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""3/2""",4,4,,"=""T7771""","=""""",
