Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Leading percentages,Reference
"=""1s""","=""2S""","=""1/2""",2,"=""""","=""0.0000000000""","=""""","=""0.0000000010""","="" 100                    ""","="""""
"=""2p""","=""2P*""","=""1/2""",2,"=""(""","=""40.8130309000""","="")""","=""0.0000000011""","="" 100                    ""","=""L19200"""
"=""2p""","=""2P*""","=""3/2""",4,"=""(""","=""40.81375709639""","="")""","=""0.0000000011""","="" 100                    ""","=""L19200"""
"=""2s""","=""2S""","=""1/2""",2,"=""(""","=""40.8130889708""","="")""","=""0.0000000011""","="" 100                    ""","=""L19200"""
"=""3p""","=""2P*""","=""1/2""",2,"=""(""","=""48.37129745992""","="")""","=""0.00000000025""","="" 100                    ""","=""L3620c107"""
"=""3p""","=""2P*""","=""3/2""",4,"=""(""","=""48.37151262966""","="")""","=""0.00000000012""","="" 100                    ""","=""L3620c107"""
"=""3s""","=""2S""","=""1/2""",2,"=""(""","=""48.3713147616""","="")""","=""0.0000000006""","="" 100                    ""","=""L3620c107"""
"=""3d""","=""2D""","=""3/2""",4,"=""(""","=""48.371512275660""","="")""","=""0.000000000010""","="" 100                    ""","=""L3620c107"""
"=""3d""","=""2D""","=""5/2""",6,"=""(""","=""48.371583992058""","="")""","=""0.000000000007""","="" 100                    ""","=""L3620c107"""
"=""4p""","=""2P*""","=""1/2""",2,"=""(""","=""51.01666123838""","="")""","=""0.00000000010""","="" 100                    ""","=""L3620c107"""
"=""4p""","=""2P*""","=""3/2""",4,"=""(""","=""51.01675201265""","="")""","=""0.00000000005""","="" 100                    ""","=""L3620c107"""
"=""4s""","=""2S""","=""1/2""",2,"=""(""","=""51.01666855319""","="")""","=""0.00000000025""","="" 100                    ""","=""L3620c107"""
"=""4d""","=""2D""","=""3/2""",4,"=""(""","=""51.0167518615""","="")""","=""0.0000000011""","="" 100                    ""","=""L3620c107"""
"=""4d""","=""2D""","=""5/2""",6,"=""(""","=""51.0167821170""","="")""","=""0.0000000011""","="" 100                    ""","=""L3620c107"""
"=""4f""","=""2F*""","=""5/2""",6,"=""(""","=""51.0167820625""","="")""","=""0.0000000005""","="" 100                    ""","=""L3620c107"""
"=""4f""","=""2F*""","=""7/2""",8,"=""(""","=""51.0167971898""","="")""","=""0.0000000005""","="" 100                    ""","=""L3620c107"""
"=""5p""","=""2P*""","=""1/2""",2,"=""(""","=""52.24107415495""","="")""","=""0.00000000005""","="" 100                    ""","=""L3620c107"""
"=""5p""","=""2P*""","=""3/2""",4,"=""(""","=""52.241120631161""","="")""","=""0.000000000025""","="" 100                    ""","=""L3620c107"""
